'tain	t ɛ̃
traumatisent	t ʁ o m a t i z
traumatisera	t ʁ o m a t i z ʁ a
traumatiserai	t ʁ o m a t i z ʁ e
traumatiseraient	t ʁ o m a t i z ʁ ɛ
traumatiserais	t ʁ o m a t i z ʁ ɛ
traumatiserait	t ʁ o m a t i z ʁ ɛ
traumatiseras	t ʁ o m a t i z ʁ a
traumatiserez	t ʁ o m a t i z ʁ e
traumatiseriez	t ʁ o m a t i z ə ʁ j e
traumatiserions	t ʁ o m a t i z ə ʁ j ɔ̃
traumatiserons	t ʁ o m a t i z ʁ ɔ̃
traumatiseront	t ʁ o m a t i z ʁ ɔ̃
traumatises	t ʁ o m a t i z
traumatisez	t ʁ o m a t i z e
traumatisiez	t ʁ o m a t i z j e
traumatisions	t ʁ o m a t i z j ɔ̃
traumatisons	t ʁ o m a t i z ɔ̃
traumatisâmes	t ʁ o m a t i z a m
traumatisât	t ʁ o m a t i z a
traumatisâtes	t ʁ o m a t i z a t
traumatisèrent	t ʁ o m a t i z ɛ ʁ
traumatologie	t ʁ o m a t ɔ l ɔ ʒ i
traumatologue	t ʁ o m a t ɔ l ɔ ɡ
traumavertissement	t ʁ o m a v ɛ ʁ t i s m ɑ̃
travailliste	t ʁ a v a j i s t
travelling	t ʁ a v l i ŋ
travelo	t ʁ a v l o
traversai	t ʁ a v ɛ ʁ s e
traversas	t ʁ a v ɛ ʁ s a
traversasse	t ʁ a v ɛ ʁ s a s
traversassent	t ʁ a v ɛ ʁ s a s
traversasses	t ʁ a v ɛ ʁ s a s
traversassiez	t ʁ a v ɛ ʁ s a s j e
traversassions	t ʁ a v ɛ ʁ s a s j ɔ̃
traverseraient	t ʁ a v ɛ ʁ s ə ʁ ɛ
traverseriez	t ʁ a v ɛ ʁ s ə ʁ j e
traverserions	t ʁ a v ɛ ʁ s ə ʁ j ɔ̃
traversier	t ʁ a v ɛ ʁ s j e
traversin	t ʁ a v ɛ ʁ s ɛ̃
traversâmes	t ʁ a v ɛ ʁ s a m
traversâtes	t ʁ a v ɛ ʁ s a t
travertin	t ʁ a v ɛ ʁ t ɛ̃
travée	t ʁ a v e
trawler	t ʁ o l e
trayeur	t ʁ e j œ ʁ
trayeuse	t ʁ e j ø z
trayon	t ʁ e j ɔ̃
traînailler	t ʁ e n a j e
traînasser	t ʁ e n a s e
traîneau	t ʁ e n o
traîtresse	t ʁ e t ʁ ɛ s
traîtreusement	t ʁ e t ʁ ø z m ɑ̃
treillage	t ʁ e j a ʒ
treillager	t ʁ e j a ʒ e
treillis	t ʁ e j i
trein	t ʁ ɛ̃
treizième	t ʁ e z j ɛ m
treizièmement	t ʁ e z j ɛ m m ɑ̃
treizièmes	t ʁ e z j ɛ m
trekkeur	t ʁ e k œ ʁ
trekkeuse	t ʁ e k ø z
trekking	t ʁ e k i ŋ
tremblaie	t ʁ ɑ̃ b l ɛ
tremblay	t ʁ ɑ̃ b l ɛ
tremblaye	t ʁ ɑ̃ b l ɛ j
trembleurs	t ʁ ɑ̃ b l œ ʁ
trembleuse	t ʁ ɑ̃ b l ø z
trembleuses	t ʁ ɑ̃ b l ø z
tremblota	t ʁ ɑ̃ b l ɔ t a
tremblotai	t ʁ ɑ̃ b l ɔ t e
tremblotais	t ʁ ɑ̃ b l ɔ t ɛ
tremblotait	t ʁ ɑ̃ b l ɔ t ɛ
tremblotas	t ʁ ɑ̃ b l ɔ t a
tremblotasse	t ʁ ɑ̃ b l ɔ t a s
tremblotassent	t ʁ ɑ̃ b l ɔ t a s
tremblotasses	t ʁ ɑ̃ b l ɔ t a s
tremblotassiez	t ʁ ɑ̃ b l ɔ t a s j e
tremblotassions	t ʁ ɑ̃ b l ɔ t a s j ɔ̃
tremblote	t ʁ ɑ̃ b l ɔ t
tremblotent	t ʁ ɑ̃ b l ɔ t
tremblotera	t ʁ ɑ̃ b l ɔ t ʁ a
trembloterai	t ʁ ɑ̃ b l ɔ t ʁ e
trembloteraient	t ʁ ɑ̃ b l ɔ t ʁ ɛ
trembloterais	t ʁ ɑ̃ b l ɔ t ʁ ɛ
trembloterait	t ʁ ɑ̃ b l ɔ t ʁ ɛ
trembloteras	t ʁ ɑ̃ b l ɔ t ʁ a
trembloterez	t ʁ ɑ̃ b l ɔ t ʁ e
trembloteriez	t ʁ ɑ̃ b l ɔ t ə ʁ j e
trembloterions	t ʁ ɑ̃ b l ɔ t ə ʁ j ɔ̃
trembloterons	t ʁ ɑ̃ b l ɔ t ʁ ɔ̃
trembloteront	t ʁ ɑ̃ b l ɔ t ʁ ɔ̃
tremblotes	t ʁ ɑ̃ b l ɔ t
tremblotez	t ʁ ɑ̃ b l ɔ t e
tremblotiez	t ʁ ɑ̃ b l ɔ t j e
tremblotions	t ʁ ɑ̃ b l ɔ t j ɔ̃
tremblotons	t ʁ ɑ̃ b l ɔ t ɔ̃
tremblotâmes	t ʁ ɑ̃ b l ɔ t a m
tremblotât	t ʁ ɑ̃ b l ɔ t a
tremblotâtes	t ʁ ɑ̃ b l ɔ t a t
tremblotèrent	t ʁ ɑ̃ b l ɔ t ɛ ʁ
trembloté	t ʁ ɑ̃ b l ɔ t e
trempette	t ʁ ɑ̃ p ɛ t
tremé	t ʁ ə m e
trench	t ʁ ɛ n t ʃ
trentièmes	t ʁ ɑ̃ t j ɛ m
trenèl	t ʁ ə n ɛ l
tressauter	t ʁ e s o t e
tresser	t ʁ e s e
treuil	t ʁ œ j
treuiller	t ʁ œ j e
treum	t ʁ œ m
triade	t ʁ i j a d
triades	t ʁ i j a d
triadique	t ʁ i j a d i k
triadiques	t ʁ i j a d i k
triangulai	t ʁ i j ɑ̃ ɡ y l e
triangulais	t ʁ i j ɑ̃ ɡ y l ɛ
triangulasse	t ʁ i j ɑ̃ ɡ y l a s
triangulasses	t ʁ i j ɑ̃ ɡ y l a s
triangule	t ʁ i j ɑ̃ ɡ y l
triangules	t ʁ i j ɑ̃ ɡ y l
triant	t ʁ i j ɑ̃
triaperturée	t ʁ i j a p ɛ ʁ t y ʁ e
trias	t ʁ i j a
triathlon	t ʁ i j a t l ɔ̃
tribal	t ʁ i b a l
tribale	t ʁ i b a l
tribalisme	t ʁ i b a l i s m
tribochimie	t ʁ i b ɔ ʃ i m i
tribologie	t ʁ i b ɔ l ɔ ʒ i
tribomètre	t ʁ i b ɔ m ɛ t ʁ
triboélectrique	t ʁ i b ɔ e l ɛ k t ʁ i k
tribraque	t ʁ i b ʁ a k
tribulation	t ʁ i b y l a s j ɔ̃
tribunicien	t ʁ i b y n i s j ɛ̃
tribunitien	t ʁ i b y n i s j ɛ̃
tricarboxylique	t ʁ i k a ʁ b ɔ k s i l i k
tricherie	t ʁ i ʃ ʁ i
tricheur	t ʁ i ʃ œ ʁ
trichinose	t ʁ i k i n o z
trichloracétaldéhyde	t ʁ i k l ɔ ʁ a s e t a l d e i d
trichloracétique	t ʁ i k l ɔ ʁ a s e t i k
trichloroacétique	t ʁ i k l ɔ ʁ ɔ a s e t i k
trichlorofluorométhane	t ʁ i k l ɔ ʁ ɔ f l y ɔ ʁ ɔ m e t a n
trichlorométhane	t ʁ i k l ɔ ʁ ɔ m e t a n
trichloronitrométhane	t ʁ i k l ɔ ʁ ɔ n i t ʁ ɔ m e t a n
trichloroéthane	t ʁ i k l ɔ ʁ ɔ e t a n
trichloroéthylène	t ʁ i k l ɔ ʁ ɔ e t i l ɛ n
trichloroéthène	t ʁ i k l ɔ ʁ ɔ e t ɛ n
trichlorure	t ʁ i k l ɔ ʁ y ʁ
trichloré	t ʁ i k l ɔ ʁ e
trichlorée	t ʁ i k l ɔ ʁ e
trichloréthylène	t ʁ i k l ɔ ʁ e t i l ɛ n
trichloréthène	t ʁ i k l ɔ ʁ e t ɛ n
trichobézoard	t ʁ i k ɔ b e z ɔ a ʁ
trichogramme	t ʁ i k ɔ ɡ ʁ a m
trichologie	t ʁ i k ɔ l ɔ ʒ i
trichomanie	t ʁ i k ɔ m a n i
trichome	t ʁ i k ɔ m
trichophile	t ʁ i k ɔ f i l
trichophyton	t ʁ i k ɔ f i t ɔ̃
trichoptère	t ʁ i k ɔ p t ɛ ʁ
trichosanique	t ʁ i k o z a n i k
trichotomie	t ʁ i k ɔ t ɔ m i
trichromate	t ʁ i k ʁ ɔ m a t
trichromatie	t ʁ i k ʁ ɔ m a s i
trichrome	t ʁ i k ʁ o m
trichromie	t ʁ i k ʁ ɔ m i
trichroïsme	t ʁ i k ʁ ɔ i s m
tricontinentale	t ʁ i k ɔ̃ t i n ɑ̃ t a l
tricotage	t ʁ i k ɔ t a ʒ
tricoteur	t ʁ i k ɔ t œ ʁ
tricots	t ʁ i k o
trictracs	t ʁ i k t ʁ a k
tricycle	t ʁ i s i k l
tridentine	t ʁ i d ɑ̃ t i n
tridi	t ʁ i d i
tridimensionnel	t ʁ i d i m ɑ̃ s j ɔ n ɛ l
tridécagone	t ʁ i d e k a ɡ ɔ n
trief	t ʁ i j ɛ f
triennal	t ʁ i j e n a l
trieste	t ʁ i j ɛ s t
triestin	t ʁ i j ɛ s t ɛ̃
trifluvien	t ʁ i f l y v j ɛ̃
trifluvienne	t ʁ i f l y v j ɛ n
trifolié	t ʁ i f ɔ l j e
trifouiller	t ʁ i f u j e
trigo	t ʁ i ɡ o
trigonométrie	t ʁ i ɡ ɔ n ɔ m e t ʁ i
trigonométrique	t ʁ i ɡ ɔ n ɔ m e t ʁ i k
trijumelle	t ʁ i ʒ y m ɛ l
trilbardou	t ʁ i l b a ʁ d u
trilinguisme	t ʁ i l ɛ̃ ɡ ɥ i s m
trilitère	t ʁ i l i t ɛ ʁ
trillant	t ʁ i j ɑ̃
trille	t ʁ i j
trilliard	t ʁ i l j a ʁ
trillion	t ʁ i l j ɔ̃
trillés	t ʁ i j e
trilobite	t ʁ i l ɔ b i t
trilobé	t ʁ i l ɔ b e
trilogie	t ʁ i l ɔ ʒ i
trimaran	t ʁ i m a ʁ ɑ̃
trimard	t ʁ i m a ʁ
trimardeur	t ʁ i m a ʁ d œ ʁ
trimballer	t ʁ ɛ̃ b a l e
trimestriel	t ʁ i m ɛ s t ʁ i j ɛ l
trimestriellement	t ʁ i m ɛ s t ʁ i j ɛ l m ɑ̃
triméthylbenzène	t ʁ i m e t i l b ɛ̃ z ɛ n
triméthylméthane	t ʁ i m e t i l m e t a n
triméthylpentane	t ʁ i m e t i l p ɛ̃ t a n
tringla	t ʁ ɛ̃ ɡ l a
tringlai	t ʁ ɛ̃ ɡ l e
tringlaient	t ʁ ɛ̃ ɡ l ɛ
tringlais	t ʁ ɛ̃ ɡ l ɛ
tringlait	t ʁ ɛ̃ ɡ l ɛ
tringlant	t ʁ ɛ̃ ɡ l ɑ̃
tringlas	t ʁ ɛ̃ ɡ l a
tringlasse	t ʁ ɛ̃ ɡ l a s
tringlassent	t ʁ ɛ̃ ɡ l a s
tringlasses	t ʁ ɛ̃ ɡ l a s
tringlassiez	t ʁ ɛ̃ ɡ l a s j e
tringlassions	t ʁ ɛ̃ ɡ l a s j ɔ̃
tringlent	t ʁ ɛ̃ ɡ l
tringler	t ʁ ɛ̃ ɡ l e
tringlera	t ʁ ɛ̃ ɡ l ə ʁ a
tringlerai	t ʁ ɛ̃ ɡ l ə ʁ e
tringleraient	t ʁ ɛ̃ ɡ l ə ʁ ɛ
tringlerais	t ʁ ɛ̃ ɡ l ə ʁ ɛ
tringlerait	t ʁ ɛ̃ ɡ l ə ʁ ɛ
tringleras	t ʁ ɛ̃ ɡ l ə ʁ a
tringlerez	t ʁ ɛ̃ ɡ l ə ʁ e
tringleriez	t ʁ ɛ̃ ɡ l ə ʁ j e
tringlerions	t ʁ ɛ̃ ɡ l ə ʁ j ɔ̃
tringlerons	t ʁ ɛ̃ ɡ l ə ʁ ɔ̃
tringleront	t ʁ ɛ̃ ɡ l ə ʁ ɔ̃
tringlez	t ʁ ɛ̃ ɡ l e
tringliez	t ʁ ɛ̃ ɡ l i j e
tringlions	t ʁ ɛ̃ ɡ l i j ɔ̃
tringlons	t ʁ ɛ̃ ɡ l ɔ̃
tringlâmes	t ʁ ɛ̃ ɡ l a m
tringlât	t ʁ ɛ̃ ɡ l a
tringlâtes	t ʁ ɛ̃ ɡ l a t
tringlèrent	t ʁ ɛ̃ ɡ l ɛ ʁ
tringlé	t ʁ ɛ̃ ɡ l e
trinitrobenzène	t ʁ i n i t ʁ ɔ b ɛ̃ z ɛ n
trinitrotoluène	t ʁ i n i t ʁ o t ɔ l ɥ ɛ n
trinquet	t ʁ ɛ̃ k ɛ
triode	t ʁ i j ɔ d
triodes	t ʁ i j ɔ d
triolets	t ʁ i j ɔ l ɛ
triolisme	t ʁ i j ɔ l i s m
trioxyde	t ʁ i j ɔ k s i d
trioxydes	t ʁ i j ɔ k s i d
tripal	t ʁ i p a l
tripartite	t ʁ i p a ʁ t i t
tripatouilla	t ʁ i p a t u j a
tripatouillai	t ʁ i p a t u j e
tripatouillaient	t ʁ i p a t u j ɛ
tripatouillais	t ʁ i p a t u j ɛ
tripatouillait	t ʁ i p a t u j ɛ
tripatouillant	t ʁ i p a t u j ɑ̃
tripatouillas	t ʁ i p a t u j a
tripatouillasse	t ʁ i p a t u j a s
tripatouillassent	t ʁ i p a t u j a s
tripatouillasses	t ʁ i p a t u j a s
tripatouillassiez	t ʁ i p a t u j a s j e
tripatouillassions	t ʁ i p a t u j a s j ɔ̃
tripatouille	t ʁ i p a t u j
tripatouillent	t ʁ i p a t u j
tripatouiller	t ʁ i p a t u j e
tripatouillera	t ʁ i p a t u j ʁ a
tripatouillerai	t ʁ i p a t u j ʁ e
tripatouilleraient	t ʁ i p a t u j ʁ ɛ
tripatouillerais	t ʁ i p a t u j ʁ ɛ
tripatouillerait	t ʁ i p a t u j ʁ ɛ
tripatouilleras	t ʁ i p a t u j ʁ a
tripatouillerez	t ʁ i p a t u j ʁ e
tripatouilleriez	t ʁ i p a t u j ə ʁ j e
tripatouillerions	t ʁ i p a t u j ə ʁ j ɔ̃
tripatouillerons	t ʁ i p a t u j ʁ ɔ̃
tripatouilleront	t ʁ i p a t u j ʁ ɔ̃
tripatouilles	t ʁ i p a t u j
tripatouillez	t ʁ i p a t u j e
tripatouilliez	t ʁ i p a t u j j e
tripatouillions	t ʁ i p a t u j j ɔ̃
tripatouillons	t ʁ i p a t u j ɔ̃
tripatouillâmes	t ʁ i p a t u j a m
tripatouillât	t ʁ i p a t u j a
tripatouillâtes	t ʁ i p a t u j a t
tripatouillèrent	t ʁ i p a t u j ɛ ʁ
tripatouillé	t ʁ i p a t u j e
tripatouillée	t ʁ i p a t u j e
tripatouillées	t ʁ i p a t u j e
tripatouillés	t ʁ i p a t u j e
tripe	t ʁ i p
triphasé	t ʁ i f a z e
triphtongue	t ʁ i f t ɔ̃ ɡ
triplement	t ʁ i p l ə m ɑ̃
triplet	t ʁ i p l ɛ
tripolitaine	t ʁ i p ɔ l i t ɛ n
tripotage	t ʁ i p ɔ t a ʒ
trippant	t ʁ i p ɑ̃
trippante	t ʁ i p ɑ̃ t
triptote	t ʁ i p t ɔ t
trique	t ʁ i k
trirème	t ʁ i ʁ ɛ m
trisannuellement	t ʁ i z a n ɥ ɛ l m ɑ̃
trisaïeul	t ʁ i z a j œ l
trisaïeux	t ʁ i z a j ø
triskaidékaphobie	t ʁ i s k a j d e k a f ɔ b i
triskell	t ʁ i s k ɛ l
triskèle	t ʁ i s k ɛ l
trisomie	t ʁ i z ɔ m i
trisplanchnique	t ʁ i s p l ɑ̃ k n i k
tristounettement	t ʁ i s t u n ɛ t m ɑ̃
tritagoniste	t ʁ i t a ɡ ɔ n i s t
trituration	t ʁ i t y ʁ a s j ɔ̃
triturer	t ʁ i t y ʁ e
tritée	t ʁ i t e
triumvirat	t ʁ i j ɔ m v i ʁ a
trivalent	t ʁ i v a l ɑ̃
trivalente	t ʁ i v a l ɑ̃ t
triviale	t ʁ i v j a l
triviaux	t ʁ i v j o
triœcie	t ʁ i j e s i
troade	t ʁ ɔ a d
troc	t ʁ ɔ k
trochantinienne	t ʁ ɔ k ɑ̃ t i n j ɛ n
trochin	t ʁ ɔ ʃ ɛ̃
trochlée	t ʁ ɔ k l e
trochléen	t ʁ ɔ k l e ɛ̃
trochléenne	t ʁ ɔ k l e ɛ n
trochosphère	t ʁ ɔ k ɔ s f ɛ ʁ
troglodyte	t ʁ ɔ ɡ l ɔ d i t
troglodytique	t ʁ ɔ ɡ l ɔ d i t i k
trogne	t ʁ ɔ ɲ
trojan	t ʁ ɔ ʒ ɑ̃
troll	t ʁ ɔ l
trollaient	t ʁ ɔ l e ɑ̃
trollais	t ʁ ɔ l ɛ
trollait	t ʁ ɔ l ɛ
trollant	t ʁ ɔ l ɑ̃
trollassent	t ʁ ɔ l a s ɑ̃
trollasses	t ʁ ɔ l a s
trollassiez	t ʁ ɔ l a s j e
trollassions	t ʁ ɔ l a s j ɔ̃
trolle	t ʁ ɔ l
trollent	t ʁ ɔ l ɑ̃
troller	t ʁ ɔ l e
trollera	t ʁ ɔ l ʁ a
trolleraient	t ʁ ɔ l ʁ e ɑ̃
trollerais	t ʁ ɔ l ʁ ɛ
trollerait	t ʁ ɔ l ʁ ɛ
trolleras	t ʁ ɔ l ʁ a
trollerez	t ʁ ɔ l ʁ e
trolleriez	t ʁ ɔ l ə ʁ j e
trollerions	t ʁ ɔ l ə ʁ j ɔ̃
trollerons	t ʁ ɔ l ʁ ɔ̃
trolleront	t ʁ ɔ l ʁ ɔ̃
trolles	t ʁ ɔ l
trolley	t ʁ ɔ l ɛ
trollez	t ʁ ɔ l e
trolliez	t ʁ ɔ l j e
trollions	t ʁ ɔ l j ɔ̃
trollons	t ʁ ɔ l ɔ̃
trollâmes	t ʁ ɔ l a m
trollât	t ʁ ɔ l a
trollâtes	t ʁ ɔ l a t
trollèrent	t ʁ ɔ l e ʁ ɑ̃
trollé	t ʁ ɔ l e
trombine	t ʁ ɔ̃ b i n
tromboner	t ʁ ɔ̃ b ɔ n e
trompas	t ʁ ɔ̃ p a
tromperie	t ʁ ɔ̃ p ə ʁ i
trompeter	t ʁ ɔ̃ p ə t e
trompettiste	t ʁ ɔ̃ p e t i s t
trompeusement	t ʁ ɔ̃ p ø z m ɑ̃
troncation	t ʁ ɔ̃ k a s j ɔ̃
troncha	t ʁ ɔ̃ ʃ a
tronchai	t ʁ ɔ̃ ʃ e
tronchaient	t ʁ ɔ̃ ʃ ɛ
tronchais	t ʁ ɔ̃ ʃ ɛ
tronchait	t ʁ ɔ̃ ʃ ɛ
tronchant	t ʁ ɔ̃ ʃ ɑ̃
tronchas	t ʁ ɔ̃ ʃ a
tronchasse	t ʁ ɔ̃ ʃ a s
tronchassent	t ʁ ɔ̃ ʃ a s
tronchasses	t ʁ ɔ̃ ʃ a s
tronchassiez	t ʁ ɔ̃ ʃ a s j e
tronchassions	t ʁ ɔ̃ ʃ a s j ɔ̃
tronchent	t ʁ ɔ̃ ʃ
troncher	t ʁ ɔ̃ ʃ e
tronchera	t ʁ ɔ̃ ʃ ʁ a
troncherai	t ʁ ɔ̃ ʃ ʁ e
troncheraient	t ʁ ɔ̃ ʃ ʁ ɛ
troncherais	t ʁ ɔ̃ ʃ ʁ ɛ
troncherait	t ʁ ɔ̃ ʃ ʁ ɛ
troncheras	t ʁ ɔ̃ ʃ ʁ a
troncherez	t ʁ ɔ̃ ʃ ʁ e
troncheriez	t ʁ ɔ̃ ʃ ə ʁ j e
troncherions	t ʁ ɔ̃ ʃ ə ʁ j ɔ̃
troncherons	t ʁ ɔ̃ ʃ ʁ ɔ̃
troncheront	t ʁ ɔ̃ ʃ ʁ ɔ̃
tronches	t ʁ ɔ̃ ʃ
tronchez	t ʁ ɔ̃ ʃ e
tronchiez	t ʁ ɔ̃ ʃ j e
tronchions	t ʁ ɔ̃ ʃ j ɔ̃
tronchons	t ʁ ɔ̃ ʃ ɔ̃
tronchâmes	t ʁ ɔ̃ ʃ a m
tronchât	t ʁ ɔ̃ ʃ a
tronchâtes	t ʁ ɔ̃ ʃ a t
tronchèrent	t ʁ ɔ̃ ʃ ɛ ʁ
tronché	t ʁ ɔ̃ ʃ e
tronconique	t ʁ ɔ̃ k ɔ n i k
troon	t ʁ u n
trope	t ʁ ɔ p
troponine	t ʁ ɔ p ɔ n i n
troponines	t ʁ ɔ p ɔ n i n
troponyme	t ʁ ɔ p ɔ n i m
tropopause	t ʁ ɔ p ɔ p o z
troposphère	t ʁ ɔ p ɔ s f ɛ ʁ
troqueur	t ʁ ɔ k œ ʁ
trotrondjéou	t ʁ ɔ t ʁ ɔ̃ d ʒ e u
trotskisme	t ʁ ɔ t s k i s m
trotskismes	t ʁ ɔ t s k i s m
trotskiste	t ʁ ɔ t s k i s t
trotskysme	t ʁ ɔ t s k i s m
trotskyste	t ʁ ɔ t s k i s t
trottai	t ʁ ɔ t e
trottais	t ʁ ɔ t ɛ
trottas	t ʁ ɔ t a
trottasse	t ʁ ɔ t a s
trottassent	t ʁ ɔ t a s
trottasses	t ʁ ɔ t a s
trottassiez	t ʁ ɔ t a s j e
trottassions	t ʁ ɔ t a s j ɔ̃
trottera	t ʁ ɔ t ʁ a
trotterai	t ʁ ɔ t ʁ e
trotteraient	t ʁ ɔ t ʁ ɛ
trotterais	t ʁ ɔ t ʁ ɛ
trotterait	t ʁ ɔ t ʁ ɛ
trotteras	t ʁ ɔ t ʁ a
trotterez	t ʁ ɔ t ʁ e
trotteriez	t ʁ ɔ t ə ʁ j e
trotterions	t ʁ ɔ t ə ʁ j ɔ̃
trotterons	t ʁ ɔ t ʁ ɔ̃
trotteront	t ʁ ɔ t ʁ ɔ̃
trottes	t ʁ ɔ t
trotteuse	t ʁ ɔ t ø z
trottez	t ʁ ɔ t e
trottier	t ʁ ɔ t j e
trottiez	t ʁ ɔ t j e
trottiner	t ʁ ɔ t i n e
trottions	t ʁ ɔ t j ɔ̃
trottons	t ʁ ɔ t ɔ̃
trottâmes	t ʁ ɔ t a m
trottât	t ʁ ɔ t a
trottâtes	t ʁ ɔ t a t
trottèrent	t ʁ ɔ t ɛ ʁ
troua	t ʁ u a
trouduc	t ʁ u d y k
troufignon	t ʁ u f i ɲ ɔ̃
troufion	t ʁ u f j ɔ̃
trouillard	t ʁ u j a ʁ
trouillomètre	t ʁ u j ɔ m ɛ t ʁ
trouple	t ʁ u p l
troussequin	t ʁ u s k ɛ̃
trousser	t ʁ u s e
troussé	t ʁ u s e
trouvable	t ʁ u v a b l
trouveresse	t ʁ u v ʁ ɛ s
trouveresses	t ʁ u v ʁ ɛ s
trouveur	t ʁ u v œ ʁ
trouvère	t ʁ u v ɛ ʁ
trouzillion	t ʁ u z i l j ɔ̃
troyen	t ʁ w a j ɛ̃
troène	t ʁ w ɛ n
troëne	t ʁ w ɛ n
troïanovski	t ʁ ɔ j a n ɔ f s k i
trublion	t ʁ y b l i j ɔ̃
trucage	t ʁ y k a ʒ
truchard	t ʁ y ʃ a ʁ
truchement	t ʁ y ʃ m ɑ̃
truck	t ʁ œ k
truckeur	t ʁ ɔ k œ ʁ
truculence	t ʁ y k y l ɑ̃ s
truculente	t ʁ y k y l ɑ̃ t
truculentes	t ʁ y k y l ɑ̃ t
truculents	t ʁ y k y l ɑ̃
trudeau	t ʁ y d o
trudeauiste	t ʁ y d o i s t
trudeaumanie	t ʁ y d o m a n i
truffaldien	t ʁ y f a l d j ɛ̃
truffaut	t ʁ y f o
truffe	t ʁ y f
truffier	t ʁ y f j e
truffière	t ʁ y f j ɛ ʁ
truies	t ʁ ɥ i
truisme	t ʁ y i s m
trulès	t ʁ y l ɛ
trumeau	t ʁ y m o
trumpisme	t ʁ œ m p i s m
trumpiste	t ʁ œ m p i s t
truque	t ʁ y k
truquer	t ʁ y k e
trusquin	t ʁ y s k ɛ̃
trusquinage	t ʁ y s k i n a ʒ
trusquiner	t ʁ y s k i n e
trust	t ʁ œ s t
truster	t ʁ œ s t e
trutat	t ʁ y t a
très	t ʁ e z ‿
trébeurden	t ʁ ə b ɛ ʁ d ɛ̃
trébuchet	t ʁ e b y ʃ ɛ
trécesson	t ʁ e s e s ɔ̃
tréfoncier	t ʁ e f ɔ̃ s j e
tréfoncière	t ʁ e f ɔ̃ s j ɛ ʁ
trégomeur	t ʁ e ɡ ɔ m œ ʁ
trégonneau	t ʁ e ɡ ɔ n o
tréhorenteuc	t ʁ e ɔ ʁ ɑ̃ t œ k
tréma	t ʁ e m a
trémolo	t ʁ e m ɔ l o
trémousser	t ʁ e m u s e
trémuler	t ʁ e m y l e
trépan	t ʁ e p ɑ̃
trépanation	t ʁ e p a n a s j ɔ̃
trépaner	t ʁ e p a n e
trépasser	t ʁ e p a s e
tréphone	t ʁ e f ɔ n
trépidant	t ʁ e p i d ɑ̃
trépider	t ʁ e p i d e
trésorerie	t ʁ e z ɔ ʁ ə ʁ i
trôné	t ʁ o n e
tsarat	t s a ʁ a
tsarine	t s a ʁ i n
tsarisme	t s a ʁ i s m
tsariste	t s a ʁ i s t
tsigane	t s i ɡ a n
tsimané	t s i m a n e
tsolyáni	t s o l j a n i
tsuguko	t s u ɡ u k o
tsunami	t s u n a m i
tsvp	t e ɛ s v e p e
ttc	t e t e s e
tuable	t ɥ a b l
tuac	t ɥ a k
tubaire	t y b ɛ ʁ
tuber	t y b e
tubercule	t y b ɛ ʁ k y l
tubicole	t y b i k ɔ l
tubéracé	t y b e ʁ a s e
tubéreuse	t y b e ʁ ø z
tuer	t y e
tueurs	t ɥ œ ʁ
tueuses	t ɥ ø z
tufacée	t y f a s e
tuila	t ɥ i l a
tuilai	t ɥ i l e
tuilaient	t ɥ i l ɛ
tuilais	t ɥ i l ɛ
tuilait	t ɥ i l ɛ
tuilant	t ɥ i l ɑ̃
tuilas	t ɥ i l a
tuilasse	t ɥ i l a s
tuilassent	t ɥ i l a s
tuilasses	t ɥ i l a s
tuilassiez	t ɥ i l a s j e
tuilassions	t ɥ i l a s j ɔ̃
tuileau	t ɥ i l o
tuilent	t ɥ i l
tuiler	t ɥ i l e
tuilera	t ɥ i l ʁ a
tuilerai	t ɥ i l ʁ e
tuileraient	t ɥ i l ʁ ɛ
tuilerais	t ɥ i l ʁ ɛ
tuilerait	t ɥ i l ʁ ɛ
tuileras	t ɥ i l ʁ a
tuilerez	t ɥ i l ʁ e
tuilerie	t ɥ i l ʁ i
tuileriez	t ɥ i l ə ʁ j e
tuilerions	t ɥ i l ə ʁ j ɔ̃
tuilerons	t ɥ i l ʁ ɔ̃
tuileront	t ɥ i l ʁ ɔ̃
tuilette	t ɥ i l ɛ t
tuilez	t ɥ i l e
tuiliez	t ɥ i l j e
tuilions	t ɥ i l j ɔ̃
tuilons	t ɥ i l ɔ̃
tuilâmes	t ɥ i l a m
tuilât	t ɥ i l a
tuilâtes	t ɥ i l a t
tuilèrent	t ɥ i l ɛ ʁ
tuilé	t ɥ i l e
tuilée	t ɥ i l e
tuilées	t ɥ i l e
tuilés	t ɥ i l e
tumoral	t y m ɔ ʁ a l
tumorale	t y m ɔ ʁ a l
tumorales	t y m ɔ ʁ a l
tumoraux	t y m ɔ ʁ o
tuner	t j u n e
tuniques	t y n i k
tunnelier	t y n ə l j e
tupi	t u p i
tupperware	t y p ə ʁ w a ʁ
tuque	t y k
turbané	t y ʁ b a n e
turbine	t y ʁ b i n
turbiner	t y ʁ b i n e
turbineront	t y ʁ b i n ʁ ɔ̃
turbocompresseur	t y ʁ b o k ɔ̃ p ʁ e s œ ʁ
turbocompressée	t y ʁ b o k ɔ̃ p ʁ e s e
turbot	t y ʁ b o
turbulemment	t y ʁ b y l a m ɑ̃
turbulences	t y ʁ b y l ɑ̃ s
turcique	t y ʁ s i k
turcologie	t y ʁ k ɔ l ɔ ʒ i
turcologue	t y ʁ k ɔ l ɔ ɡ
