'tain	t ɛ̃
repayer	ʁ ə p e j e
repaître	ʁ ə p ɛ t ʁ
rependre	ʁ ə p ɑ̃ d ʁ
repensa	ʁ ə p ɑ̃ s a
repensai	ʁ ə p ɑ̃ s e
repensaient	ʁ ə p ɑ̃ s ɛ
repensais	ʁ ə p ɑ̃ s ɛ
repensait	ʁ ə p ɑ̃ s ɛ
repensant	ʁ ə p ɑ̃ s ɑ̃
repensas	ʁ ə p ɑ̃ s a
repensasse	ʁ ə p ɑ̃ s a s
repensassent	ʁ ə p ɑ̃ s a s
repensasses	ʁ ə p ɑ̃ s a s
repensassiez	ʁ ə p ɑ̃ s a s j e
repensassions	ʁ ə p ɑ̃ s a s j ɔ̃
repense	ʁ ə p ɑ̃ s
repensent	ʁ ə p ɑ̃ s
repensera	ʁ ə p ɑ̃ s ʁ a
repenserai	ʁ ə p ɑ̃ s ʁ e
repenseraient	ʁ ə p ɑ̃ s ʁ ɛ
repenserais	ʁ ə p ɑ̃ s ʁ ɛ
repenserait	ʁ ə p ɑ̃ s ʁ ɛ
repenseras	ʁ ə p ɑ̃ s ʁ a
repenserez	ʁ ə p ɑ̃ s ʁ e
repenseriez	ʁ ə p ɑ̃ s ə ʁ j e
repenserions	ʁ ə p ɑ̃ s ə ʁ j ɔ̃
repenserons	ʁ ə p ɑ̃ s ʁ ɔ̃
repenseront	ʁ ə p ɑ̃ s ʁ ɔ̃
repenses	ʁ ə p ɑ̃ s
repensez	ʁ ə p ɑ̃ s e
repensiez	ʁ ə p ɑ̃ s j e
repensions	ʁ ə p ɑ̃ s j ɔ̃
repensons	ʁ ə p ɑ̃ s ɔ̃
repensâmes	ʁ ə p ɑ̃ s a m
repensât	ʁ ə p ɑ̃ s a
repensâtes	ʁ ə p ɑ̃ s a t
repensèrent	ʁ ə p ɑ̃ s ɛ ʁ
repensé	ʁ ə p ɑ̃ s e
repentance	ʁ ə p ɑ̃ t ɑ̃ s
repentant	ʁ ə p ɑ̃ t ɑ̃
repentir	ʁ ə p ɑ̃ t i ʁ
reperdre	ʁ ə p ɛ ʁ d ʁ
repeuplement	ʁ ə p œ p l ə m ɑ̃
repeupler	ʁ ə p œ p l e
repeut	ʁ ə p ø
repeuvent	ʁ ə p œ v
repiauler	ʁ ə p j o l e
repincer	ʁ ə p ɛ̃ s e
repiqua	ʁ ə p i k a
repiquage	ʁ ə p i k a ʒ
repiquai	ʁ ə p i k e
repiquaient	ʁ ə p i k ɛ
repiquais	ʁ ə p i k ɛ
repiquait	ʁ ə p i k ɛ
repiquant	ʁ ə p i k ɑ̃
repiquas	ʁ ə p i k a
repiquasse	ʁ ə p i k a s
repiquassent	ʁ ə p i k a s
repiquasses	ʁ ə p i k a s
repiquassiez	ʁ ə p i k a s j e
repiquassions	ʁ ə p i k a s j ɔ̃
repique	ʁ ə p i k
repiquent	ʁ ə p i k
repiquer	ʁ ə p i k e
repiquera	ʁ ə p i k ʁ a
repiquerai	ʁ ə p i k ʁ e
repiqueraient	ʁ ə p i k ʁ ɛ
repiquerais	ʁ ə p i k ʁ ɛ
repiquerait	ʁ ə p i k ʁ ɛ
repiqueras	ʁ ə p i k ʁ a
repiquerez	ʁ ə p i k ʁ e
repiqueriez	ʁ ə p i k ə ʁ j e
repiquerions	ʁ ə p i k ə ʁ j ɔ̃
repiquerons	ʁ ə p i k ʁ ɔ̃
repiqueront	ʁ ə p i k ʁ ɔ̃
repiques	ʁ ə p i k
repiquez	ʁ ə p i k e
repiquiez	ʁ ə p i k j e
repiquions	ʁ ə p i k j ɔ̃
repiquons	ʁ ə p i k ɔ̃
repiquâmes	ʁ ə p i k a m
repiquât	ʁ ə p i k a
repiquâtes	ʁ ə p i k a t
repiquèrent	ʁ ə p i k ɛ ʁ
replanta	ʁ ə p l ɑ̃ t a
replantai	ʁ ə p l ɑ̃ t e
replantaient	ʁ ə p l ɑ̃ t ɛ
replantais	ʁ ə p l ɑ̃ t ɛ
replantait	ʁ ə p l ɑ̃ t ɛ
replantas	ʁ ə p l ɑ̃ t a
replantasse	ʁ ə p l ɑ̃ t a s
replantasses	ʁ ə p l ɑ̃ t a s
replante	ʁ ə p l ɑ̃ t
replanter	ʁ ə p l ɑ̃ t e
replantes	ʁ ə p l ɑ̃ t
replet	ʁ ə p l ɛ
repleurer	ʁ ə p l œ ʁ e
repleuvoir	ʁ ə p l ø v w a ʁ
repli	ʁ ə p l i
replier	ʁ ə p l i j e
replonger	ʁ ə p l ɔ̃ ʒ e
replâtrer	ʁ ə p l a t ʁ e
replète	ʁ ə p l ɛ t
repomper	ʁ ə p ɔ̃ p e
repondre	ʁ ə p ɔ̃ d ʁ
repopulariser	ʁ ə p ɔ p y l a ʁ i z e
repopulation	ʁ ə p ɔ p y l a s j ɔ̃
report	ʁ ə p ɔ ʁ
reportage	ʁ ə p ɔ ʁ t a ʒ
reporter	ʁ ə p ɔ ʁ t e
reporting	ʁ ə p ɔ ʁ t i ŋ
repos	ʁ ə p o
reposant	ʁ ə p o z ɑ̃
reposante	ʁ ə p o z ɑ̃ t
repose	ʁ ə p o z
reposer	ʁ ə p o z e
reposteur	ʁ ə p ɔ s t œ ʁ
repoussant	ʁ ə p u s ɑ̃
repousser	ʁ ə p u s e
repoussé	ʁ ə p u s e
repouvoir	ʁ ə p u v w a ʁ
reprendre	ʁ ə p ʁ ɑ̃ d ʁ
repreneur	ʁ ə p ʁ ə n œ ʁ
repris	ʁ ə p ʁ i
reprise	ʁ ə p ʁ i z
repriser	ʁ ə p ʁ i z e
reprochable	ʁ ə p ʁ ɔ ʃ a b l
reproche	ʁ ə p ʁ ɔ ʃ
reprocher	ʁ ə p ʁ ɔ ʃ e
reproducteur	ʁ ə p ʁ ɔ d y k t œ ʁ
reproduction	ʁ ə p ʁ ɔ d y k s j ɔ̃
reproductrice	ʁ ə p ʁ ɔ d y k t ʁ i s
reproduire	ʁ ə p ʁ ɔ d ɥ i ʁ
reprogrammation	ʁ ə p ʁ ɔ ɡ ʁ a m a s j ɔ̃
reproposer	ʁ ə p ʁ ɔ p o z e
reprécipiter	ʁ ə p ʁ e s i p i t e
représaille	ʁ ə p ʁ e z a j
représailles	ʁ ə p ʁ e z a j
représentait	ʁ ə p ʁ e z ɑ̃ t ɛ
représentant	ʁ ə p ʁ e z ɑ̃ t ɑ̃
représentante	ʁ ə p ʁ e z ɑ̃ t ɑ̃ t
représentatif	ʁ ə p ʁ e z ɑ̃ t a t i f
représentation	ʁ ə p ʁ e z ɑ̃ t a s j ɔ̃
représenter	ʁ ə p ʁ e z ɑ̃ t e
reps	ʁ ɛ p s
reptation	ʁ ɛ p t a s j ɔ̃
reptile	ʁ ɛ p t i l
reptilien	ʁ ɛ p t i l j ɛ̃
repu	ʁ ə p y
republier	ʁ ə p y b l i j e
repuni	ʁ ə p y n i
repunir	ʁ ə p y n i ʁ
repunira	ʁ ə p y n i ʁ a
repunirai	ʁ ə p y n i ʁ e
repuniraient	ʁ ə p y n i ʁ ɛ
repunirais	ʁ ə p y n i ʁ ɛ
repunirait	ʁ ə p y n i ʁ ɛ
repuniras	ʁ ə p y n i ʁ a
repunirent	ʁ ə p y n i ʁ
repunirez	ʁ ə p y n i ʁ e
repuniriez	ʁ ə p y n i ʁ j e
repunirions	ʁ ə p y n i ʁ j ɔ̃
repunirons	ʁ ə p y n i ʁ ɔ̃
repuniront	ʁ ə p y n i ʁ ɔ̃
repunis	ʁ ə p y n i
repunissaient	ʁ ə p y n i s ɛ
repunissais	ʁ ə p y n i s ɛ
repunissait	ʁ ə p y n i s ɛ
repunissant	ʁ ə p y n i s ɑ̃
repunisse	ʁ ə p y n i s
repunissent	ʁ ə p y n i s
repunisses	ʁ ə p y n i s
repunissez	ʁ ə p y n i s e
repunissiez	ʁ ə p y n i s j e
repunissions	ʁ ə p y n i s j ɔ̃
repunissons	ʁ ə p y n i s ɔ̃
repunit	ʁ ə p y n i
repunîmes	ʁ ə p y n i m
repunît	ʁ ə p y n i
repunîtes	ʁ ə p y n i t
repus	ʁ ə p y
repère	ʁ ə p ɛ ʁ
repérer	ʁ ə p e ʁ e
repéter	ʁ ə p e t e
repétrir	ʁ ə p e t ʁ i ʁ
repêchage	ʁ ə p e ʃ a ʒ
repêcher	ʁ ə p e ʃ e
repûtes	ʁ ə p y t
requalification	ʁ ə k a l i f i k a s j ɔ̃
requalifier	ʁ ə k a l i f j e
requiem	ʁ e k w i j ɛ m
requin	ʁ ə k ɛ̃
requinquer	ʁ ə k ɛ̃ k e
requérante	ʁ ə k e ʁ ɑ̃ t
requérir	ʁ ə k e ʁ i ʁ
requête	ʁ ə k ɛ t
reregarder	ʁ ə ʁ ə ɡ a ʁ d e
reremplir	ʁ ə ʁ ɑ̃ p l i ʁ
resaccader	ʁ ə s a k a d e
resaisonnaliser	ʁ ə s e z ɔ n a l i z e
resaler	ʁ ə s a l e
rescapé	ʁ ɛ s k a p e
rescindable	ʁ e s ɛ̃ d a b l
rescinder	ʁ e s ɛ̃ d e
rescision	ʁ e s i z j ɔ̃
rescousse	ʁ ɛ s k u s
rescrit	ʁ ɛ s k ʁ i
resigner	ʁ ə s i ɲ e
resiphonner	ʁ ə s i f ɔ n e
resituer	ʁ ə s i t ɥ e
resocialiser	ʁ ə s ɔ s j a l i z e
resolvatation	ʁ ə s ɔ l v a t a s j ɔ̃
resoudre	ʁ ə s u d ʁ
respect	ʁ ɛ s p ɛ
respectabilité	ʁ ɛ s p ɛ k t a b i l i t e
respectable	ʁ ɛ s p ɛ k t a b l
respectablement	ʁ ɛ s p ɛ k t a b l ə m ɑ̃
respectables	ʁ ɛ s p ɛ k t a b l
respecter	ʁ ɛ s p ɛ k t e
respectif	ʁ ɛ s p ɛ k t i f
respectivement	ʁ ɛ s p ɛ k t i v m ɑ̃
respectueux	ʁ ɛ s p ɛ k t ɥ ø
respirable	ʁ ɛ s p i ʁ a b l
respirai	ʁ ɛ s p i ʁ e
respiras	ʁ ɛ s p i ʁ a
respiration	ʁ ɛ s p i ʁ a s j ɔ̃
respire	ʁ ɛ s p i ʁ
respirer	ʁ ɛ s p i ʁ e
respirez	ʁ ɛ s p i ʁ e
respiré	ʁ ɛ s p i ʁ e
respirée	ʁ ɛ s p i ʁ e
respirées	ʁ ɛ s p i ʁ e
respirés	ʁ ɛ s p i ʁ e
resplendir	ʁ ɛ s p l ɑ̃ d i ʁ
resplendissamment	ʁ ɛ s p l ɑ̃ d i s a m ɑ̃
resplendissant	ʁ ɛ s p l ɑ̃ d i s ɑ̃
responsabilisant	ʁ ɛ s p ɔ̃ s a b i l i z ɑ̃
responsabiliser	ʁ ɛ s p ɔ̃ s a b i l i z e
responsabilité	ʁ ɛ s p ɔ̃ s a b i l i t e
responsable	ʁ ɛ s p ɔ̃ s a b l
responsif	ʁ ɛ s p ɔ̃ s i f
responsive	ʁ ɛ s p ɔ̃ s i v
responsives	ʁ ɛ s p ɔ̃ s i v
responsivité	ʁ ɛ s p ɔ̃ s i v i t e
responsivités	ʁ ɛ s p ɔ̃ s i v i t e
resquille	ʁ ɛ s k i j
resquiller	ʁ ɛ s k i j e
resquilleur	ʁ ɛ s k i j œ ʁ
resquilleuse	ʁ ɛ s k i j ø z
ressac	ʁ ə s a k
ressaisir	ʁ ə s e z i ʁ
ressassa	ʁ ə s a s a
ressassai	ʁ ə s a s e
ressassaient	ʁ ə s a s ɛ
ressassais	ʁ ə s a s ɛ
ressassait	ʁ ə s a s ɛ
ressassant	ʁ ə s a s ɑ̃
ressassas	ʁ ə s a s a
ressassasse	ʁ ə s a s a s
ressassassent	ʁ ə s a s a s
ressassasses	ʁ ə s a s a s
ressassassiez	ʁ ə s a s a s j e
ressassassions	ʁ ə s a s a s j ɔ̃
ressasse	ʁ ə s a s
ressassent	ʁ ə s a s
ressasser	ʁ ə s a s e
ressassera	ʁ ə s a s ʁ a
ressasserai	ʁ ə s a s ʁ e
ressasseraient	ʁ ə s a s ʁ ɛ
ressasserais	ʁ ə s a s ʁ ɛ
ressasserait	ʁ ə s a s ʁ ɛ
ressasseras	ʁ ə s a s ʁ a
ressasserez	ʁ ə s a s ʁ e
ressasseriez	ʁ ə s a s ə ʁ j e
ressasserions	ʁ ə s a s ə ʁ j ɔ̃
ressasserons	ʁ ə s a s ʁ ɔ̃
ressasseront	ʁ ə s a s ʁ ɔ̃
ressasses	ʁ ə s a s
ressassez	ʁ ə s a s e
ressassiez	ʁ ə s a s j e
ressassions	ʁ ə s a s j ɔ̃
ressassons	ʁ ə s a s ɔ̃
ressassâmes	ʁ ə s a s a m
ressassât	ʁ ə s a s a
ressassâtes	ʁ ə s a s a t
ressassèrent	ʁ ə s a s ɛ ʁ
ressassé	ʁ ə s a s e
ressassée	ʁ ə s a s e
ressassées	ʁ ə s a s e
ressassés	ʁ ə s a s e
ressaut	ʁ ə s o
ressayer	ʁ e s e j e
resseller	ʁ ə s e l e
ressemblance	ʁ ə s ɑ̃ b l ɑ̃ s
ressemblant	ʁ ə s ɑ̃ b l ɑ̃
ressembler	ʁ ə s ɑ̃ b l e
ressemelage	ʁ ə s ə m l a ʒ
ressemeler	ʁ ə s ə m l e
ressemelez	ʁ ə s ə m l e
ressens	ʁ ə s ɑ̃
ressent	ʁ ə s ɑ̃
ressentaient	ʁ ə s ɑ̃ t ɛ
ressentais	ʁ ə s ɑ̃ t ɛ
ressentait	ʁ ə s ɑ̃ t ɛ
ressentant	ʁ ə s ɑ̃ t ɑ̃
ressente	ʁ ə s ɑ̃ t
ressentent	ʁ ə s ɑ̃ t
ressentes	ʁ ə s ɑ̃ t
ressentez	ʁ ə s ɑ̃ t e
ressenti	ʁ ə s ɑ̃ t i
ressentiez	ʁ ə s ɑ̃ t j e
ressentiment	ʁ ə s ɑ̃ t i m ɑ̃
ressentions	ʁ ə s ɑ̃ t j ɔ̃
ressentir	ʁ ə s ɑ̃ t i ʁ
ressentira	ʁ ə s ɑ̃ t i ʁ a
ressentirai	ʁ ə s ɑ̃ t i ʁ e
ressentiraient	ʁ ə s ɑ̃ t i ʁ ɛ
ressentirais	ʁ ə s ɑ̃ t i ʁ ɛ
ressentirait	ʁ ə s ɑ̃ t i ʁ ɛ
ressentiras	ʁ ə s ɑ̃ t i ʁ a
ressentirent	ʁ ə s ɑ̃ t i ʁ
ressentirez	ʁ ə s ɑ̃ t i ʁ e
ressentiriez	ʁ ə s ɑ̃ t i ʁ j e
ressentirions	ʁ ə s ɑ̃ t i ʁ j ɔ̃
ressentirons	ʁ ə s ɑ̃ t i ʁ ɔ̃
ressentiront	ʁ ə s ɑ̃ t i ʁ ɔ̃
ressentis	ʁ ə s ɑ̃ t i
ressentisse	ʁ ə s ɑ̃ t i s
ressentissent	ʁ ə s ɑ̃ t i s
ressentisses	ʁ ə s ɑ̃ t i s
ressentissiez	ʁ ə s ɑ̃ t i s j e
ressentissions	ʁ ə s ɑ̃ t i s j ɔ̃
ressentit	ʁ ə s ɑ̃ t i
ressentons	ʁ ə s ɑ̃ t ɔ̃
ressentîmes	ʁ ə s ɑ̃ t i m
ressentît	ʁ ə s ɑ̃ t i
ressentîtes	ʁ ə s ɑ̃ t i t
resserra	ʁ ə s e ʁ a
resserrai	ʁ ə s e ʁ e
resserraient	ʁ ə s e ʁ ɛ
resserrais	ʁ ə s e ʁ ɛ
resserrait	ʁ ə s e ʁ ɛ
resserrant	ʁ ə s e ʁ ɑ̃
resserras	ʁ ə s e ʁ a
resserrasse	ʁ ə s e ʁ a s
resserrassent	ʁ ə s e ʁ a s
resserrasses	ʁ ə s e ʁ a s
resserrassiez	ʁ ə s e ʁ a s j e
resserrassions	ʁ ə s e ʁ a s j ɔ̃
resserre	ʁ ə s ɛ ʁ
resserrent	ʁ ə s ɛ ʁ
resserrer	ʁ ə s e ʁ e
resserrera	ʁ ə s e ʁ ə ʁ a
resserrerai	ʁ ə s e ʁ ə ʁ e
resserreraient	ʁ ə s e ʁ ə ʁ ɛ
resserrerais	ʁ ə s e ʁ ə ʁ ɛ
resserrerait	ʁ ə s e ʁ ə ʁ ɛ
resserreras	ʁ ə s e ʁ ə ʁ a
resserrerez	ʁ ə s e ʁ ə ʁ e
resserreriez	ʁ ə s e ʁ ə ʁ j e
resserrerions	ʁ ə s e ʁ ə ʁ j ɔ̃
resserrerons	ʁ ə s e ʁ ə ʁ ɔ̃
resserreront	ʁ ə s e ʁ ə ʁ ɔ̃
resserres	ʁ ə s ɛ ʁ
resserrez	ʁ ə s e ʁ e
resserriez	ʁ ə s e ʁ j e
resserrions	ʁ ə s e ʁ j ɔ̃
resserrons	ʁ ə s e ʁ ɔ̃
resserrâmes	ʁ ə s e ʁ a m
resserrât	ʁ ə s e ʁ a
resserrâtes	ʁ ə s e ʁ a t
resserrèrent	ʁ ə s e ʁ ɛ ʁ
resserré	ʁ ə s e ʁ e
resserrée	ʁ ə s e ʁ e
resserrées	ʁ ə s e ʁ e
resserrés	ʁ ə s e ʁ e
ressers	ʁ ə s ɛ ʁ
ressert	ʁ ə s ɛ ʁ
resservaient	ʁ ə s ɛ ʁ v ɛ
resservais	ʁ ə s ɛ ʁ v ɛ
resservait	ʁ ə s ɛ ʁ v ɛ
resservant	ʁ ə s ɛ ʁ v ɑ̃
resserve	ʁ ə s ɛ ʁ v
resservent	ʁ ə s ɛ ʁ v
resserves	ʁ ə s ɛ ʁ v
resservez	ʁ ə s ɛ ʁ v e
resserviez	ʁ ə s ɛ ʁ v j e
resservions	ʁ ə s ɛ ʁ v j ɔ̃
resservir	ʁ ə s ɛ ʁ v i ʁ
resservira	ʁ ə s ɛ ʁ v i ʁ a
resservirai	ʁ ə s ɛ ʁ v i ʁ e
resserviraient	ʁ ə s ɛ ʁ v i ʁ ɛ
resservirais	ʁ ə s ɛ ʁ v i ʁ ɛ
resservirait	ʁ ə s ɛ ʁ v i ʁ ɛ
resserviras	ʁ ə s ɛ ʁ v i ʁ a
resservirent	ʁ ə s ɛ ʁ v i ʁ
resservirez	ʁ ə s ɛ ʁ v i ʁ e
resserviriez	ʁ ə s ɛ ʁ v i ʁ j e
resservirions	ʁ ə s ɛ ʁ v i ʁ j ɔ̃
resservirons	ʁ ə s ɛ ʁ v i ʁ ɔ̃
resserviront	ʁ ə s ɛ ʁ v i ʁ ɔ̃
resservis	ʁ ə s ɛ ʁ v i
resservisse	ʁ ə s ɛ ʁ v i s
resservissent	ʁ ə s ɛ ʁ v i s
resservisses	ʁ ə s ɛ ʁ v i s
resservissiez	ʁ ə s ɛ ʁ v i s j e
resservissions	ʁ ə s ɛ ʁ v i s j ɔ̃
resservit	ʁ ə s ɛ ʁ v i
resservons	ʁ ə s ɛ ʁ v ɔ̃
resservîmes	ʁ ə s ɛ ʁ v i m
resservît	ʁ ə s ɛ ʁ v i
resservîtes	ʁ ə s ɛ ʁ v i t
ressors	ʁ ə s ɔ ʁ
ressort	ʁ ə s ɔ ʁ
ressortaient	ʁ ə s ɔ ʁ t ɛ
ressortais	ʁ ə s ɔ ʁ t ɛ
ressortait	ʁ ə s ɔ ʁ t ɛ
ressortant	ʁ ə s ɔ ʁ t ɑ̃
ressorte	ʁ ə s ɔ ʁ t
ressortent	ʁ ə s ɔ ʁ t
ressortes	ʁ ə s ɔ ʁ t
ressortez	ʁ ə s ɔ ʁ t e
ressorti	ʁ ə s ɔ ʁ t i
ressortiez	ʁ ə s ɔ ʁ t j e
ressortions	ʁ ə s ɔ ʁ t j ɔ̃
ressortir	ʁ ə s ɔ ʁ t i ʁ
ressortira	ʁ ə s ɔ ʁ t i ʁ a
ressortirai	ʁ ə s ɔ ʁ t i ʁ e
ressortiraient	ʁ ə s ɔ ʁ t i ʁ ɛ
ressortirais	ʁ ə s ɔ ʁ t i ʁ ɛ
ressortirait	ʁ ə s ɔ ʁ t i ʁ ɛ
ressortiras	ʁ ə s ɔ ʁ t i ʁ a
ressortirent	ʁ ə s ɔ ʁ t i ʁ
ressortirez	ʁ ə s ɔ ʁ t i ʁ e
ressortiriez	ʁ ə s ɔ ʁ t i ʁ j e
ressortirions	ʁ ə s ɔ ʁ t i ʁ j ɔ̃
ressortirons	ʁ ə s ɔ ʁ t i ʁ ɔ̃
ressortiront	ʁ ə s ɔ ʁ t i ʁ ɔ̃
ressortis	ʁ ə s ɔ ʁ t i
ressortissaient	ʁ ə s ɔ ʁ t i s ɛ
ressortissais	ʁ ə s ɔ ʁ t i s ɛ
ressortissait	ʁ ə s ɔ ʁ t i s ɛ
ressortissant	ʁ ə s ɔ ʁ t i s ɑ̃
ressortisse	ʁ ə s ɔ ʁ t i s
ressortissent	ʁ ə s ɔ ʁ t i s
ressortisses	ʁ ə s ɔ ʁ t i s
ressortissez	ʁ ə s ɔ ʁ t i s e
ressortissiez	ʁ ə s ɔ ʁ t i s j e
ressortissions	ʁ ə s ɔ ʁ t i s j ɔ̃
ressortissons	ʁ ə s ɔ ʁ t i s ɔ̃
ressortit	ʁ ə s ɔ ʁ t i
ressortons	ʁ ə s ɔ ʁ t ɔ̃
ressortîmes	ʁ ə s ɔ ʁ t i m
ressortît	ʁ ə s ɔ ʁ t i
ressortîtes	ʁ ə s ɔ ʁ t i t
ressouder	ʁ ə s u d e
ressource	ʁ ə s u ʁ s
ressouvenir	ʁ ə s u v n i ʁ
ressurgir	ʁ ə s y ʁ ʒ i ʁ
ressusciter	ʁ e s y s i t e
ressuyage	ʁ e s ɥ i j a ʒ
ressuyer	ʁ e s ɥ i j e
restaient	ʁ ɛ s t ɛ
restais	ʁ ɛ s t ɛ
restait	ʁ ɛ s t ɛ
restant	ʁ ɛ s t ɑ̃
restas	ʁ ɛ s t a
restau	ʁ ɛ s t o
restaura	ʁ ɛ s t ɔ ʁ a
restaurai	ʁ ɛ s t ɔ ʁ e
restaurais	ʁ ɛ s t ɔ ʁ ɛ
restaurant	ʁ ɛ s t ɔ ʁ ɑ̃
restaurants	ʁ ɛ s t ɔ ʁ ɑ̃
restauras	ʁ ɛ s t ɔ ʁ a
restaurasse	ʁ ɛ s t ɔ ʁ a s
restaurasses	ʁ ɛ s t ɔ ʁ a s
restaurateur	ʁ ɛ s t ɔ ʁ a t œ ʁ
restauratif	ʁ ɛ s t ɔ ʁ a t i f
restaurative	ʁ ɛ s t ɔ ʁ a t i v
restauratrice	ʁ ɛ s t ɔ ʁ a t ʁ i s
restaure	ʁ ɛ s t ɔ ʁ
restaurer	ʁ ɛ s t o ʁ e
restaures	ʁ ɛ s t ɔ ʁ
restaurez	ʁ ɛ s t ɔ ʁ e
restauroute	ʁ ɛ s t ɔ ʁ u t
reste	ʁ ɛ s t
restent	ʁ ɛ s t
rester	ʁ ɛ s t e
restes	ʁ ɛ s t
restez	ʁ ɛ s t e
restiez	ʁ ɛ s t j e
restions	ʁ ɛ s t j ɔ̃
restituer	ʁ ɛ s t i t ɥ e
resto	ʁ ɛ s t o
restocka	ʁ ə s t ɔ k a
restockai	ʁ ə s t ɔ k e
restockaient	ʁ ə s t ɔ k ɛ
restockais	ʁ ə s t ɔ k ɛ
restockait	ʁ ə s t ɔ k ɛ
restockant	ʁ ə s t ɔ k ɑ̃
restockas	ʁ ə s t ɔ k a
restockasse	ʁ ə s t ɔ k a s
restockassent	ʁ ə s t ɔ k a s
restockasses	ʁ ə s t ɔ k a s
restockassiez	ʁ ə s t ɔ k a s j e
restockassions	ʁ ə s t ɔ k a s j ɔ̃
restocke	ʁ ə s t ɔ k
restockent	ʁ ə s t ɔ k
restocker	ʁ ə s t ɔ k e
restockera	ʁ ə s t ɔ k ʁ a
restockerai	ʁ ə s t ɔ k ʁ e
restockeraient	ʁ ə s t ɔ k ʁ ɛ
restockerais	ʁ ə s t ɔ k ʁ ɛ
restockerait	ʁ ə s t ɔ k ʁ ɛ
restockeras	ʁ ə s t ɔ k ʁ a
restockerez	ʁ ə s t ɔ k ʁ e
restockeriez	ʁ ə s t ɔ k ə ʁ j e
restockerions	ʁ ə s t ɔ k ə ʁ j ɔ̃
restockerons	ʁ ə s t ɔ k ʁ ɔ̃
restockeront	ʁ ə s t ɔ k ʁ ɔ̃
restockes	ʁ ə s t ɔ k
restockez	ʁ ə s t ɔ k e
restockiez	ʁ ə s t ɔ k j e
restockions	ʁ ə s t ɔ k j ɔ̃
restockons	ʁ ə s t ɔ k ɔ̃
restockâmes	ʁ ə s t ɔ k a m
restockât	ʁ ə s t ɔ k a
restockâtes	ʁ ə s t ɔ k a t
restockèrent	ʁ ə s t ɔ k ɛ ʁ
restocké	ʁ ə s t ɔ k e
restons	ʁ ɛ s t ɔ̃
restoroute	ʁ ɛ s t ɔ ʁ u t
restos	ʁ ɛ s t o
restreindre	ʁ ɛ s t ʁ ɛ̃ d ʁ
restreint	ʁ ɛ s t ʁ ɛ̃
restrictif	ʁ ɛ s t ʁ i k t i f
restriction	ʁ ɛ s t ʁ i k s j ɔ̃
restructuration	ʁ ə s t ʁ y k t y ʁ a s j ɔ̃
restructurer	ʁ ə s t ʁ y k t y ʁ e
restylage	ʁ ə s t i l a ʒ
resté	ʁ ɛ s t e
resurgir	ʁ ə s y ʁ ʒ i ʁ
resve	ʁ ɛ v
resver	ʁ e v e
resverez	ʁ e v ʁ e
resvératrol	ʁ ɛ s v e ʁ a t ʁ ɔ l
retable	ʁ ə t a b l
retaille	ʁ ə t a j
retailler	ʁ ə t a j e
retaper	ʁ ə t a p e
retard	ʁ ə t a ʁ
retardataire	ʁ ə t a ʁ d a t ɛ ʁ
retardateur	ʁ ə t a ʁ d a t œ ʁ
retardation	ʁ ə t a ʁ d a s j ɔ̃
retardations	ʁ ə t a ʁ d a s j ɔ̃
retardement	ʁ ə t a ʁ d ə m ɑ̃
retarder	ʁ ə t a ʁ d e
retendre	ʁ ə t ɑ̃ d ʁ
retenez	ʁ ə t n e
retenir	ʁ ə t n i ʁ
retenter	ʁ ə t ɑ̃ t e
retenti	ʁ ə t ɑ̃ t i
retentir	ʁ ə t ɑ̃ t i ʁ
retentira	ʁ ə t ɑ̃ t i ʁ a
retentirai	ʁ ə t ɑ̃ t i ʁ e
retentiraient	ʁ ə t ɑ̃ t i ʁ ɛ
retentirais	ʁ ə t ɑ̃ t i ʁ ɛ
retentirait	ʁ ə t ɑ̃ t i ʁ ɛ
retentiras	ʁ ə t ɑ̃ t i ʁ a
retentirent	ʁ ə t ɑ̃ t i ʁ
retentirez	ʁ ə t ɑ̃ t i ʁ e
retentiriez	ʁ ə t ɑ̃ t i ʁ j e
retentirions	ʁ ə t ɑ̃ t i ʁ j ɔ̃
retentirons	ʁ ə t ɑ̃ t i ʁ ɔ̃
retentiront	ʁ ə t ɑ̃ t i ʁ ɔ̃
retentis	ʁ ə t ɑ̃ t i
retentissaient	ʁ ə t ɑ̃ t i s ɛ
retentissais	ʁ ə t ɑ̃ t i s ɛ
retentissait	ʁ ə t ɑ̃ t i s ɛ
retentissant	ʁ ə t ɑ̃ t i s ɑ̃
retentisse	ʁ ə t ɑ̃ t i s
retentissement	ʁ ə t ɑ̃ t i s m ɑ̃
retentissent	ʁ ə t ɑ̃ t i s
retentisses	ʁ ə t ɑ̃ t i s
retentissez	ʁ ə t ɑ̃ t i s e
retentissiez	ʁ ə t ɑ̃ t i s j e
retentissions	ʁ ə t ɑ̃ t i s j ɔ̃
retentissons	ʁ ə t ɑ̃ t i s ɔ̃
retentit	ʁ ə t ɑ̃ t i
retentîmes	ʁ ə t ɑ̃ t i m
retentît	ʁ ə t ɑ̃ t i
retentîtes	ʁ ə t ɑ̃ t i t
retenu	ʁ ə t n y
retenue	ʁ ə t n y
retestai	ʁ ə t ɛ s t ɛ
retester	ʁ ə t ɛ s t e
retesté	ʁ ə t ɛ s t e
retirer	ʁ ə t i ʁ e
retomber	ʁ ə t ɔ̃ b e
retombée	ʁ ə t ɔ̃ b e
retoquer	ʁ ə t ɔ k e
