a	ɐ
rotativo	ʁ o t ɐ t ʃ i v u
rotativos	ʁ o t ɐ t ʃ i v u s
rotatória	ʁ o t ɐ t o ɾ i ɐ
rotatório	ʁ o t ɐ t o ɾ i o
rotação	ʁ o t ɐ s ɐ̃w̃
rotações	ʁ o t ɐ s õj̃ s
roteador	ʁ o t e ɐ d o ɹ
rotear	ʁ o t e ɐ
roteirista	ʁ o t ej ɾ i s t ɐ
roteiristas	ʁ o t ej ɾ i s t ɐ s
roteiro	ʁ o t ej ɾ u
roteiros	ʁ o t ej ɾ u s
roterdã	ʁ o t e ʁ d ɐ̃
roth	ʁ o t ʃ
rothenberg	ʁ o t ẽ b e ʁ ɡ
rothenburg	ʁ o t ẽ b u ʁ ɡ
rothko	ʁ o t k u
rothmans	ʁ o t m ɐ̃ s
rothschild	ʁ o t s ʃ iw d ʒ
rotim	ʁ o t ĩ
rotina	ʁ o t ʃ ĩ n ɐ
rotinas	ʁ o t ʃ ĩ n ɐ s
rotineira	ʁ o t ʃ ĩ n ej ɾ ɐ
rotineiramente	ʁ o t ʃ ĩ n ej ɾ ɐ m ẽ t ʃ i
rotineiras	ʁ o t ʃ ĩ n ej ɾ ɐ s
rotineiro	ʁ o t ʃ ĩ n ej ɾ u
rotineiros	ʁ o t ʃ ĩ n ej ɾ u s
rotisseria	ʁ o t i s e ɾ i ɐ
rotisserias	ʁ o t i s e ɾ i ɐ s
rotisserie	ʁ o t ʃ i s e ɾ i
roto	ʁ o t u
rotor	ʁ o t o ɹ
rotschild	ʁ o t ʃ s ʃ iw d ʒ
rotten	ʁ o t ʃ t ẽ
rotterdam	ʁ o t ʃ t e ʁ d ɐ̃w̃
rottweiler	ʁ o t v ɐ ɾ l e ɹ
rotulada	ʁ o t u l ɐ d ɐ
rotulado	ʁ o t u l ɐ d u
rotulados	ʁ o t u l ɐ d u s
rotulagem	ʁ o t u l ɐ ʒ ẽj̃
rotular	ʁ o t u l ɐ ɹ
rotunda	ʁ o t ũ d ɐ
rotundo	ʁ o t ũ d o
rotura	ʁ o t u ɾ ɐ
rouanet	ʁ ow ɐ n e t ʃ
rouba	ʁ ow b ɐ
roubada	ʁ ow b ɐ d ɐ
roubadas	ʁ ow b ɐ d ɐ s
roubado	ʁ ow b ɐ d u
roubados	ʁ ow b ɐ d u s
roubalheira	ʁ ow b ɐ ʎ ej ɾ ɐ
roubalheiras	ʁ ow b ɐ ʎ ej ɾ ɐ s
roubam	ʁ ow b ɐ̃w̃
roubando	ʁ ow b ɐ̃ d u
roubar	ʁ ow b ɐ ɹ
roubaram	ʁ ow b ɐ ɾ ɐ̃w̃
roubarem	ʁ ow b ɐ ɾ ẽj̃
roubartilhar	ʁ o b ɐ ɹ t i ʎ ɐ
roubará	ʁ o b ɐ ɾ ɐ
roubava	ʁ ow b ɐ v ɐ
roubavam	ʁ ow b ɐ v ɐ̃w̃
roube	ʁ ow b i
roubei	ʁ ow b ej
roubo	ʁ ow b u
roubos	ʁ ow b u s
roubou	ʁ ow b ow
roubá	ʁ ow b ɐ
rouca	ʁ ow k ɐ
rouco	ʁ ow k u
roudinesco	ʁ ow d ʒ ĩ n e s k u
rouen	ʁ u ɐ̃
rouge	ʁ ow ʒ i
round	ʁ ow n d ʒ
roupa	ʁ ow p ɐ
roupagem	ʁ ow p ɐ ʒ ẽj̃
roupas	ʁ ow p ɐ s
roupeiro	ʁ o p e ɾ ɾ o
roupeta	ʁ o p e t ɐ
roupão	ʁ ow p ɐ̃w̃
rouquidão	ʁ ow k j d ɐ̃w̃
rourke	ʁ ow ɹ k i
rousseau	ʁ ow s e ɐw
rousseauniano	ʁ u s o n i ɐ n o
rousseaunismo	ʁ u s o n i z m o
rousseff	ʁ u s e f
roussel	ʁ ow s ɛw
roux	ʁ ow k s
rouxinol	ʁ ow ʃ ĩ n ɔ w
rovaniemi	ʁ o v ɐ n i e m i
rover	ʁ o v e ɹ
row	ʁ ow
rowntree	ʁ ow n t ɾ e i
roxa	ʁ o ʃ ɐ
roxana	ʁ o k s ɐ n ɐ
roxas	ʁ o ʃ ɐ s
roxinho	ʁ o ʃ i ɲ o
roxo	ʁ o ʃ u
roxos	ʁ o ʃ u s
roxy	ʁ o ʃ i
roy	ʁ o i
royal	ʁ oj ɐw
royale	ʁ oj ɐ l i
royalties	ʁ oj ɐw t ʃ i i s
royalty	ʁ oj ɐw t ʃ i
royce	ʁ o i s i
rozário	ʁ o z ɐ ɾ i u
roça	ʁ o s ɐ
roçadeira	ʁ o s ɐ d e ɾ ɾ ɐ
roçadoira	ʁ o s ɐ d o ɾ ɾ ɐ
roçadoura	ʁ o s ɐ d o w ɾ ɐ
roçar	ʁ o s ɐ ɹ
roçará	ʁ o s ɐ ɾ ɐ
roído	ʁ o i d u
roídos	ʁ o i d o s
rp	ʁ p
rpg	ʁ p ɡ
rpgs	ʁ p ɡ s
rpm	ʁ p m
rpr	ʁ p ɹ
rps	ʁ p s
rr	ʁ
rs	ʁ s
rsc	ʁ s k
rsf	ʁ s f
rt	ʁ t ʃ
rtp	ʁ t ʃ p
ru	ʁ u
rua	ʁ u ɐ
ruainga	ʁ u ɐ ĩ ɡ ɐ
ruan	ʁ u ɐ̃
ruanda	ʁ u ɐ̃ d ɐ
ruandesa	ʁ u ɐ̃ d e z ɐ
ruandesas	ʁ u ɐ̃ d e z ɐ s
ruandeses	ʁ u ɐ̃ d e z i s
ruandês	ʁ u ɐ̃ d e s
ruar	ʁ u ɐ
ruas	ʁ u ɐ s
ruazinha	ʁ u ɐ z i ɲ ɐ
rubaiyat	ʁ u b ɐj j ɐ t ʃ
rubato	ʁ u b ɐ t o
rubayat	ʁ u b ɐj ɐ t ʃ
rubber	ʁ u b b e ɹ
rubbo	ʁ u b b u
rubel	ʁ u b ɛw
rubem	ʁ u b ẽj̃
ruben	ʁ u b ẽ
rubens	ʁ u b ẽ s
rubez	ʁ u b ej s
rubi	ʁ u b i
rubiatur	ʁ u b i ɐ t u ɹ
rubicam	ʁ u b i k ɐ̃w̃
rubico	ʁ u b i k u
rubies	ʁ u b i i s
rubiginoso	ʁ u b i ʒ i n o z o
rubim	ʁ u b ĩ
rubin	ʁ u b ĩ
rubina	ʁ u b i n ɐ
rubinho	ʁ u b ĩ ɲ u
rubinstein	ʁ u b ĩ s t e ĩ
rubio	ʁ u b i u
rublo	ʁ u b l u
rublos	ʁ u b l u s
rubor	ʁ u b o ɹ
ruborizar	ʁ u b o ɾ i z ɐ ɹ
rubra	ʁ u b ɾ ɐ
rubrica	ʁ u b ɾ i k ɐ
rubricar	ʁ u b ɾ i k ɐ
rubro	ʁ u b ɾ u
ruby	ʁ u b i
rubão	ʁ u b ɐ̃w̃
rubén	ʁ u b ɛ n
rubéola	ʁ u b ɛ o l ɐ
rubídio	ʁ u b i d i o
ruckauf	ʁ u k k ɐw f
rucki	ʁ u k k i
rude	ʁ u d ʒ i
rudemente	ʁ u d e m ẽ t e
rudes	ʁ u d ʒ i s
rudez	ʁ u d ej s
rudeza	ʁ u d e z ɐ
rudge	ʁ u d ʒ ʒ i
rudi	ʁ u d ʒ i
rudiger	ʁ u d ʒ i ʒ e ɹ
rudimentar	ʁ u d ʒ ĩ m ẽ t ɐ ɹ
rudimentares	ʁ u d ʒ ĩ m ẽ t ɐ ɾ i s
rudimento	ʁ u d ʒ ĩ m ẽ t u
rudolf	ʁ u d ow f
rudolfo	ʁ u d ɔ w f u
rudolph	ʁ u d ow f
rudy	ʁ u d ʒ i
rudá	ʁ u d ɐ
rue	ʁ u i
rueda	ʁ u e d ɐ
rueiro	ʁ u e ɾ ɾ o
ruela	ʁ u ɛ l ɐ
ruelas	ʁ u e l ɐ s
ruelle	ʁ u ɛw l i
ruem	ʁ u ẽ s
rufai	ʁ u f ɐj
rufar	ʁ u f ɐ
rufará	ʁ u f ɐ ɾ ɐ
rufino	ʁ u f ĩ n u
rufião	ʁ u f i ɐ̃ ɐ̃w̃
rufo	ʁ u f o
ruga	ʁ u ɡ ɐ
rugar	ʁ u ɡ ɐ
rugará	ʁ u ɡ ɐ ɾ ɐ
rugas	ʁ u ɡ ɐ s
rugby	ʁ u ɡ b i
ruge	ʁ u ʒ e
rugendas	ʁ u ʒ ẽ d ɐ s
ruggeri	ʁ u ɡ ʒ e ɾ i
ruggiero	ʁ u ɡ ʒ i e ɾ u
rugia	ʁ u ʒ i ɐ
rugido	ʁ u ʒ i d u
rugir	ʁ u ʒ i ɹ
rugirá	ʁ u ʒ i ɾ ɐ
rugiu	ʁ u ʒ i w
rugosa	ʁ u ɡ o z ɐ
rugoso	ʁ u ɡ o z o
rui	ʁ uj
ruibarbo	ʁ u ɾ b ɐ ɹ b u
ruidosa	ʁ uj d ɔ z ɐ
ruidosamente	ʁ uj d ɔ z ɐ m ẽ t ʃ i
ruidosas	ʁ uj d ɔ z ɐ s
ruidoso	ʁ uj d o z u
ruim	ʁ u ĩ
ruindade	ʁ u s d ɐ d e
ruindows	ʁ u ĩ d o w s
ruinoso	ʁ u ɾ n o z o
ruins	ʁ u ĩ s
ruir	ʁ uj ɹ
ruirá	ʁ u ɾ ɾ ɐ
ruis	ʁ uj s
ruiu	ʁ uj w
ruiva	ʁ uj v ɐ
ruivaca	ʁ u ɾ v ɐ k ɐ
ruivina	ʁ u ɾ v i n ɐ
ruivo	ʁ uj v u
ruiz	ʁ uj j s
rulote	ʁ u l o t e
rulê	ʁ u l e
rum	ʁ ũ
ruma	ʁ ũ m ɐ
rumando	ʁ ũ m ɐ̃ d u
rumar	ʁ ũ m ɐ ɹ
rumaram	ʁ ũ m ɐ ɾ ɐ̃w̃
rumará	ʁ u m ɐ ɾ ɐ
rumba	ʁ ũ b ɐ
rumem	ʁ u m ẽ s
rumens	ʁ u m ẽ s s
rumi	ʁ ũ m i
rumiar	ʁ u m i ɐ
ruminante	ʁ ũ m ĩ n ɐ̃ t ʃ i
ruminar	ʁ ũ m ĩ n ɐ ɹ
rummenigge	ʁ ũ m e n i ɡ ʒ i
rummler	ʁ ũ m l e ɹ
rumo	ʁ ũ m u
rumor	ʁ ũ m o ɹ
rumorejar	ʁ u m o ɾ e ʒ ɐ
rumorejo	ʁ u m o ɾ e ʒ o
rumores	ʁ ũ m o ɾ i s
rumorosa	ʁ u m o ɾ o z ɐ
rumoroso	ʁ ũ m o ɾ o z u
rumos	ʁ ũ m u s
rumou	ʁ ũ m ow
run	ʁ ũ
runa	ʁ u n ɐ
runar	ʁ u n ɐ
rune	ʁ ũ n i
runner	ʁ ũ n e ɹ
running	ʁ ũ n ĩ ɡ
runs	ʁ ũ s
rupaul	ʁ u p ɐw w
rupert	ʁ u p e ɹ t ʃ
rupestre	ʁ u p e s t ɾ i
rupestres	ʁ u p e s t ɾ i s
rupia	ʁ u p i ɐ
rupp	ʁ u p p
ruptura	ʁ u p t u ɾ ɐ
rupturas	ʁ u p t u ɾ ɐ s
rurais	ʁ u ɾ ɐj s
rural	ʁ u ɾ ɐw
ruralista	ʁ u ɾ ɐ l i s t ɐ
ruralistas	ʁ u ɾ ɐ l i s t ɐ s
ruralmente	ʁ u ɾ ɐ w m ẽ t e
rus	ʁ uj s
rusalka	ʁ u z ɐ w k ɐ
rusga	ʁ u z ɡ ɐ
rusgas	ʁ u z ɡ ɐ s
rusguento	ʁ u z ɡ ẽ t o
rush	ʁ u ʃ
rushdie	ʁ u ʃ d ʒ i
ruslan	ʁ u s l ɐ̃
russ	ʁ u s
russa	ʁ u s ɐ
russas	ʁ u s ɐ s
russel	ʁ u s ɛw
russell	ʁ u s ew w
russes	ʁ u s i s
russia	ʁ u s i ɐ
russie	ʁ u s i
russificar	ʁ u s i f i k ɐ
russificação	ʁ u s i f i k ɐ s ɐ̃ ɐ̃w̃
russo	ʁ u s u
russofilia	ʁ u s o f i l i ɐ
russofobia	ʁ u s o f o b i ɐ
russofobias	ʁ u s o f o b i ɐ s
russomanno	ʁ u s o m ɐ̃ n u
russomano	ʁ u s o m ɐ̃ n u
russos	ʁ u s u s
russófono	ʁ u s o f o n o
rusticidade	ʁ u s t ʃ i s i d ɐ d ʒ i
rutabaga	ʁ u t ɐ b ɐ ɡ ɐ
rute	ʁ u t ʃ i
ruteno	ʁ u t e n o
ruterfórdio	ʁ u t e ɹ f o ɹ d i u
ruth	ʁ u t ʃ
rutherford	ʁ u t e ɹ f o ʁ d ʒ
rutilante	ʁ u t i l ɐ̃ t e
rutilo	ʁ u t i l o
rutilância	ʁ u t i l ɐ̃ s i ɐ
rutskoi	ʁ u t ʃ s k oj
rutênia	ʁ u t e n i ɐ
rutênio	ʁ u t e n i o
ruud	ʁ u u d ʒ
ruy	ʁ u i
ruão	ʁ u ɐ̃ ɐ̃w̃
ruça	ʁ u s ɐ
ruço	ʁ u s o
ruído	ʁ u i d u
ruídos	ʁ u i d u s
ruína	ʁ u i n ɐ
ruínas	ʁ u i n ɐ s
rv	ʁ v
ryan	ʁ j ɐ̃
ryder	ʁ i d e ɹ
ryff	ʁ i f f
rykiel	ʁ i k i ɛw
ryszard	ʁ i z z ɐ ʁ d ʒ
ryuichi	ʁ j uj ʃ i
ryuler	ʁ j u l e ɹ
rá	ʁ ɐ
rábano	ʁ ɐ b ɐ n o
rábanos	ʁ ɐ b ɐ n o s
rábica	ʁ ɐ b i k ɐ
rábula	ʁ ɐ b u l ɐ
rácio	ʁ ɐ s i o
rádio	ʁ ɐ d ʒ i u
rádios	ʁ ɐ d ʒ i u s
ráfia	ʁ ɐ f i ɐ
ráfilo	ʁ ɐ f i l u
rápida	ʁ ɐ p i d ɐ
rápidas	ʁ ɐ p i d ɐ s
rápido	ʁ ɐ p i d u
rápidos	ʁ ɐ p i d u s
ráquer	ʁ ɐ k e ɹ
râncido	ʁ ɐ̃ s i d o
rã	ʁ ɐ̃
rãs	ʁ ɐ̃j̃ s
ré	ʁ ɛ
réchaud	ʁ ɛ ʃ ɐw d ʒ
récita	ʁ ɛ s i t ɐ
récitas	ʁ ɛ s i t ɐ s
récua	ʁ e k u ɐ
rédea	ʁ ɛ d e ɐ
rédeas	ʁ ɛ d e ɐ s
régia	ʁ ɛ ʒ i ɐ
régio	ʁ e ʒ i o
régis	ʁ ɛ ʒ i s
régua	ʁ ɛ ɡ w ɐ
réguas	ʁ ɛ ɡ w ɐ s
réis	ʁ ɛj s
rémerson	ʁ ɛ m e ɹ s õ
réplica	ʁ ɛ p l i k ɐ
réplicas	ʁ ɛ p l i k ɐ s
réprobo	ʁ e p ɾ o b o
répteis	ʁ ɛ p t ej s
réptil	ʁ ɛ p t ʃ iw
répétition	ʁ ɛ p ɛ t ʃ i t ʃ i õ
réquia	ʁ e k i ɐ
réquie	ʁ e k i e
réquiem	ʁ ɛ k j ẽj̃
réquila	ʁ e k i l ɐ
rés	ʁ ɛ s
réstia	ʁ ɛ s t ʃ i ɐ
réu	ʁ ɛw
réus	ʁ ɛw s
réveillon	ʁ ɛ v ej w l õ
rê	ʁ e
rêgo	ʁ e ɡ u
rêmora	ʁ e m o ɾ ɐ
rêmoras	ʁ e m o ɾ ɐ s
rênio	ʁ e n i o
rês	ʁ e s
rícino	ʁ i s i n o
rígida	ʁ i ʒ i d ɐ
rígidas	ʁ i ʒ i d ɐ s
rígido	ʁ i ʒ i d u
rígidos	ʁ i ʒ i d u s
rímel	ʁ i m ew
ríos	ʁ i u s
ríspido	ʁ i s p i d u
ríspidos	ʁ i s p i d o s
rítmica	ʁ i t ʃ m i k ɐ
rítmicas	ʁ i t ʃ m i k ɐ s
rítmico	ʁ i t ʃ m i k u
rítmicos	ʁ i t ʃ m i k u s
róbson	ʁ ɔ b s õ
ródano	ʁ o d ɐ n o
ródio	ʁ o d i o
rófe	ʁ o f e
róger	ʁ ɔ ʒ e ɹ
rói	ʁ o ɾ
róis	ʁ o ɾ s
róscido	ʁ o s i d o
róseo	ʁ ɔ z e u
rótico	ʁ o t i k o
rótula	ʁ o t u l ɐ
rótulo	ʁ ɔ t u l u
rótulos	ʁ ɔ t u l u s
rô	ʁ o
rômbico	ʁ õ b i k o
rômulo	ʁ o m u l u
rúben	ʁ u b ẽ
rúbio	ʁ u b i u
rúbrica	ʁ u b ɾ i k ɐ
rúcula	ʁ u k u l ɐ
rúgbi	ʁ u ɡ b i
rúmen	ʁ u m ẽ s
rúnica	ʁ u n i k ɐ
rúnico	ʁ u n i k o
rúpias	ʁ u p i ɐ s
rússia	ʁ u s i ɐ
rústica	ʁ u s t ʃ i k ɐ
rústicas	ʁ u s t ʃ i k ɐ s
rústico	ʁ u s t ʃ i k u
rústicos	ʁ u s t ʃ i k u s
rútila	ʁ u t i l ɐ
rútilo	ʁ u t i l o
s	e s e
sa	s ɐ
saa	s ɐ ɐ
saab	s ɐ ɐ b
saad	s ɐ ɐ d ʒ
saade	s ɐ ɐ d ʒ i
saar	s ɐ ɐ ɹ
saara	s ɐ ɐ ɾ ɐ
saatchi	s ɐ ɐ t ʃ ʃ i
sab	s ɐ b
saba	s ɐ b ɐ
sabadar	s ɐ b ɐ d ɐ
sabado	s ɐ b ɐ d u
sabadão	s ɐ b ɐ d ɐ̃ ɐ̃w̃
sabará	s ɐ b ɐ ɾ ɐ
sabatella	s ɐ b ɐ t ɛw l ɐ
sabatina	s ɐ b ɐ t ʃ ĩ n ɐ
sabatinado	s ɐ b ɐ t ʃ ĩ n ɐ d u
sabatinar	s ɐ b ɐ t i n ɐ
sabatini	s ɐ b ɐ t ʃ ĩ n i
sabatino	s ɐ b ɐ t i n o
sabato	s ɐ b ɐ t u
sabbat	s ɐ b ɐ t
sabbath	s ɐ b b ɐ t ʃ
sabe	s ɐ b i
sabedor	s ɐ b e d o ɹ
sabedoria	s ɐ b e d o ɾ i ɐ
sabei	s ɐ b e ɾ
sabeis	s ɐ b e ɾ s
sabem	s ɐ b ẽj̃
sabemos	s ɐ b ẽ m u s
sabendo	s ɐ b ẽ d u
sabença	s ɐ b ẽ s ɐ
saber	s ɐ b e ɹ
saberei	s ɐ b e ɾ e ɾ
saberem	s ɐ b e ɾ ẽj̃
saberemos	s ɐ b e ɾ ẽ m u s
saberes	s ɐ b e ɾ i s
saberia	s ɐ b e ɾ i ɐ
saberiam	s ɐ b e ɾ i ɐ̃w̃
sabermos	s ɐ b e ʁ m u s
saberá	s ɐ b e ɾ ɐ
saberão	s ɐ b e ɾ ɐ̃w̃
sabes	s ɐ b i s
sabesp	s ɐ b e s p
sabia	s ɐ b i ɐ
sabiam	s ɐ b i ɐ̃w̃
sabiamente	s ɐ b i ɐ m ẽ t ʃ i
sabiapoca	s ɐ b i ɐ p o k ɐ
sabichona	s ɐ b i ʃ o n ɐ
sabichão	s ɐ b i ʃ ɐ̃w̃
sabida	s ɐ b i d ɐ
sabidamente	s ɐ b i d ɐ m ẽ t ʃ i
sabido	s ɐ b i d u
sabidos	s ɐ b i d u s
sabidão	s ɐ b i d ɐ̃ ɐ̃w̃
sabin	s ɐ b ĩ
sabine	s ɐ b ĩ n i
sabino	s ɐ b ĩ n u
sabinópolis	s ɐ b i n o p o l i s
sabiá	s ɐ b i ɐ
sable	s ɐ b l e
sabo	s ɐ b o
saboaria	s ɐ b o ɐ ɾ i ɐ
saboeiro	s ɐ b o e ɾ ɾ o
sabonetada	s ɐ b o n e t ɐ d ɐ
sabonetar	s ɐ b o n e t ɐ
sabonete	s ɐ b o n e t ʃ i
saboneteira	s ɐ b o n e t ej ɾ ɐ
saboneteiro	s ɐ b o n e t e ɾ ɾ o
sabonetes	s ɐ b o n e t ʃ i s
sabonetezinho	s ɐ b o n e t e z i ɲ o
sabonária	s ɐ b o n ɐ ɾ i ɐ
sabor	s ɐ b o ɹ
saboreando	s ɐ b o ɾ e ɐ̃ d u
saborear	s ɐ b o ɾ e ɐ ɹ
saboreia	s ɐ b o ɾ ej ɐ
saboreou	s ɐ b o ɾ e ow
sabores	s ɐ b o ɾ i s
saborizante	s ɐ b o ɾ i z ɐ̃ t e
saborizar	s ɐ b o ɾ i z ɐ
saborosa	s ɐ b o ɾ ɔ z ɐ
saborosas	s ɐ b o ɾ ɔ z ɐ s
saboroso	s ɐ b o ɾ o z u
saborosos	s ɐ b o ɾ o z u s
sabotado	s ɐ b o t ɐ d u
sabotador	s ɐ b o t ɐ d o ɹ
sabotadores	s ɐ b o t ɐ d o ɾ i s
sabotagem	s ɐ b o t ɐ ʒ ẽj̃
sabotagens	s ɐ b o t ɐ ʒ ẽ s s
sabotar	s ɐ b o t ɐ ɹ
saboya	s ɐ b oj ɐ
sabre	s ɐ b ɾ i
sabrico	s ɐ b ɾ i k u
sabrina	s ɐ b ɾ ĩ n ɐ
sabrit	s ɐ b ɾ i t ʃ
sabrosa	s ɐ b ɾ o z ɐ
sabrosense	s ɐ b ɾ o z ẽ s e
sabugal	s ɐ b u ɡ ɐ w
sabugalense	s ɐ b u ɡ ɐ l ẽ s e
sabugo	s ɐ b u ɡ o
sabugueirinho	s ɐ b u ɡ e ɾ ɾ i ɲ o
sabugueiro	s ɐ b u ɡ e ɾ ɾ o
sabujo	s ɐ b u ʒ o
sabular	s ɐ b u l ɐ
sabático	s ɐ b ɐ t i k o
sabão	s ɐ b ɐ̃w̃
sabélico	s ɐ b e l i k o
sabê	s ɐ b e
sabíamos	s ɐ b i ɐ m u s
sabóia	s ɐ b ɔj ɐ
saca	s ɐ k ɐ
sacabuxa	s ɐ k ɐ b u ʃ ɐ
sacada	s ɐ k ɐ d ɐ
sacadas	s ɐ k ɐ d ɐ s
sacado	s ɐ k ɐ d u
sacados	s ɐ k ɐ d u s
sacalão	s ɐ k ɐ l ɐ̃ ɐ̃w̃
sacana	s ɐ k ɐ̃ n ɐ
sacanagem	s ɐ k ɐ n ɐ ʒ ẽj̃
sacanas	s ɐ k ɐ̃ n ɐ s
sacando	s ɐ k ɐ̃ d u
sacanear	s ɐ k ɐ n e ɐ ɹ
sacanice	s ɐ k ɐ n i s e
sacar	s ɐ k ɐ ɹ
sacaram	s ɐ k ɐ ɾ ɐ̃w̃
sacarina	s ɐ k ɐ ɾ ĩ n ɐ
sacarino	s ɐ k ɐ ɾ i n o
sacarose	s ɐ k ɐ ɾ o z e
sacará	s ɐ k ɐ ɾ ɐ
sacarídeo	s ɐ k ɐ ɾ i d e o
sacarímetro	s ɐ k ɐ ɾ i m e t ɾ o
sacarímetros	s ɐ k ɐ ɾ i m e t ɾ o s
sacas	s ɐ k ɐ s
sacassaia	s ɐ k ɐ s ɐ ɾ ɐ
sacavém	s ɐ k ɐ v ẽ s
sacchi	s ɐ k ʃ i
sacco	s ɐ k k u
saccomandi	s ɐ k k o m ɐ̃ d ʒ i
sacerdotal	s ɐ s e ɹ d o t ɐ w
sacerdote	s ɐ s e ʁ d o t ʃ i
sacerdotes	s ɐ s e ʁ d o t ʃ i s
sacerdotisa	s ɐ s e ʁ d o t ʃ i z ɐ
sacerdócio	s ɐ s e ʁ d ɔ s i u
sacerdócios	s ɐ s e ɹ d o s i u s
sacha	s ɐ ʃ ɐ
sachada	s ɐ ʃ ɐ d ɐ
sachador	s ɐ ʃ ɐ d o ɹ
sachadura	s ɐ ʃ ɐ d u ɾ ɐ
sachar	s ɐ ʃ ɐ
sachem	s ɐ ʃ ẽ s
sacher	s ɐ ʃ e ɹ
sachezinho	s ɐ ʃ e z i ɲ o
sacho	s ɐ ʃ o
sachola	s ɐ ʃ o l ɐ
sacholar	s ɐ ʃ o l ɐ
sachs	s ɐ ʃ s
sachão	s ɐ ʃ ɐ̃ ɐ̃w̃
sachê	s ɐ ʃ e
sachês	s ɐ ʃ e s
saci	s ɐ s i
saciar	s ɐ s i ɐ ɹ
sacizeiro	s ɐ s i z e ɾ ɾ o
saciável	s ɐ s i ɐ v e w
saco	s ɐ k u
sacode	s ɐ k o d ʒ i
sacola	s ɐ k o l ɐ
sacolada	s ɐ k o l ɐ d ɐ
sacolas	s ɐ k o l ɐ s
sacoleiros	s ɐ k o l ej ɾ u s
sacolejar	s ɐ k o l e ʒ ɐ
sacolão	s ɐ k o l ɐ̃w̃
sacolé	s ɐ k o l e
sacolões	s ɐ k o l õj̃ s
sacomã	s ɐ k o m ɐ̃
sacos	s ɐ k u s
sacou	s ɐ k ow
sacra	s ɐ k ɾ ɐ
sacralizar	s ɐ k ɾ ɐ l i z ɐ
sacramento	s ɐ k ɾ ɐ m ẽ t u
sacras	s ɐ k ɾ ɐ s
sacrifica	s ɐ k ɾ i f i k ɐ
sacrificada	s ɐ k ɾ i f i k ɐ d ɐ
sacrificadas	s ɐ k ɾ i f i k ɐ d ɐ s
sacrificado	s ɐ k ɾ i f i k ɐ d u
sacrificados	s ɐ k ɾ i f i k ɐ d u s
sacrificando	s ɐ k ɾ i f i k ɐ̃ d u
sacrificar	s ɐ k ɾ i f i k ɐ ɹ
sacrificou	s ɐ k ɾ i f i k ow
sacrificável	s ɐ k ɾ i f i k ɐ v e w
sacrifício	s ɐ k ɾ i f i s i u
sacrifícios	s ɐ k ɾ i f i s i u s
sacrilegamente	s ɐ k ɾ i l e ɡ ɐ m ẽ t e
sacrilégio	s ɐ k ɾ i l ɛ ʒ i u
sacripanta	s ɐ k ɾ i p ɐ̃ t ɐ
sacristia	s ɐ k ɾ i s t ʃ i ɐ
sacristão	s ɐ k ɾ i s t ɐ̃ ɐ̃w̃
sacristãos	s ɐ k ɾ i s t ɐ̃ ɐ̃w̃ s
sacro	s ɐ k ɾ u
sacrossanto	s ɐ k ɾ o s ɐ̃ t o
sacrário	s ɐ k ɾ ɐ ɾ i o
sacrílego	s ɐ k ɾ i l e ɡ o
sacudida	s ɐ k u d ʒ i d ɐ
sacudidela	s ɐ k u d i d e l ɐ
sacudido	s ɐ k u d ʒ i d u
sacudindo	s ɐ k u d ʒ ĩ d u
sacudir	s ɐ k u d ʒ i ɹ
sacudiram	s ɐ k u d ʒ i ɾ ɐ̃w̃
sacudiu	s ɐ k u d ʒ iw
sacudo	s ɐ k u d o
sacudu	s ɐ k u d u
sad	s ɐ d ʒ
sadat	s ɐ d ɐ t ʃ
saddam	s ɐ d ʒ d ɐ̃w̃
sade	s ɐ d ʒ i
sader	s ɐ d e ɹ
sadia	s ɐ d ʒ i ɐ
sadias	s ɐ d ʒ i ɐ s
sadio	s ɐ d ʒ i u
sadios	s ɐ d ʒ i u s
sadismo	s ɐ d ʒ i z m u
sadista	s ɐ d i s t ɐ
sado	s ɐ d u
sadomasoquismo	s ɐ d o m ɐ z o k j z m u
sadomasoquista	s ɐ d o m ɐ z o k j s t ɐ
sadomasoquistas	s ɐ d o m ɐ z o k j s t ɐ s
sadr	s ɐ d ɹ
saduceu	s ɐ d u s e w
sadyrin	s ɐ d ʒ i ɾ ĩ
sae	s ɐj
saeb	s ɐj b
saeed	s ɐj e d ʒ
saem	s ɐj m
saenger	s ɐj n ʒ e ɹ
saens	s ɐj n s
saf	s ɐ f
safa	s ɐ f ɐ
safada	s ɐ f ɐ d ɐ
safadeza	s ɐ f ɐ d e z ɐ
safadezas	s ɐ f ɐ d e z ɐ s
safado	s ɐ f ɐ d u
safados	s ɐ f ɐ d u s
safar	s ɐ f ɐ ɹ
safari	s ɐ f ɐ ɾ i
safará	s ɐ f ɐ ɾ ɐ
safdié	s ɐ f d ʒ i ɛ
safe	s ɐ f i
safena	s ɐ f ẽ n ɐ
safety	s ɐ f e t ʃ i
safira	s ɐ f i ɾ ɐ
safismo	s ɐ f i z m o
safista	s ɐ f i s t ɐ
safo	s ɐ f o
safra	s ɐ f ɾ ɐ
safranski	s ɐ f ɾ ɐ̃ s k i
safras	s ɐ f ɾ ɐ s
safrinha	s ɐ f ɾ ĩ ɲ ɐ
safári	s ɐ f ɐ ɾ i
safáris	s ɐ f ɐ ɾ i s
saga	s ɐ ɡ ɐ
sagacidade	s ɐ ɡ ɐ s i d ɐ d ʒ i
