de	d e
acuzarea	a k u z a r e̯ a
adamclisi	a d a m k l i sʲ
address	a d d r e s
adelaide	a d e l a j d e
admirate	a d m i r a t e
admisie	a d m i s i e
adoptiv	a d o p t i v
afirm	a f i r m
agamemnon	a ɡ a m e m n o n
agronomie	a ɡ r o n o m i e
albanezi	a l b a n e zʲ
alcalin	a l k a l i n
aleator	a l e̯ a t o r
aleksei	a l e k s e j
alineatul	a l i n e̯ a t u
altruist	a l t r u i s t
alun	a l u n
amg	a m ɡ
amplasamentului	a m p l a s a m e n t u l u j
ancorată	a n k o r a t ə
ancoră	a n k o r ə
andres	a n d r e s
andrian	a n d r i a n
andronache	a n d r o n a k e
antiaeriană	a n t i a e r i a n ə
anubis	a n u b i s
apache	a p a k e
aparținătoare	a p a r t͡s i n ə t o̯ a r e
aprigă	a p r i ɡ ə
arbitrară	a r b i t r a r ə
arhitectonice	a r h i t e k t o n i t͡ʃ e
armene	a r m e n e
arondate	a r o n d a t e
articulațiile	a r t i k u l a t͡s i i l e
aruncări	a r u n k ə rʲ
arzător	a r z ə t o r
arșița	a r ʃ i t͡s a
asasinilor	a s a s i n i l o r
asfințit	a s f i n t͡s i t
aspirina	a s p i r i n a
auditive	a u d i t i v e
augustine	a w ɡ u s t i n e
avengers	a v e n d͡ʒ e r s
banchetul	b a n k e t u
beam	b e̯ a m
beata	b e̯ a t a
belmont	b e l m o n t
berceanu	b e r t͡ʃ e̯ a n u
bernea	b e r n e̯ a
betonul	b e t o n u
bicicletele	b i t͡ʃ i k l e t e l e
bobo	b o b o
bolnavului	b o l n a v u l u j
bolul	b o l u
bombardarea	b o m b a r d a r e̯ a
bonțida	b o n t͡s i d a
bradshaw	b r a d ʃ a w
briza	b r i z a
browserul	b r a w s e r u
broșteni	b r o ʃ t e nʲ
bugetară	b u d͡ʒ e t a r ə
buiucani	b u j u k a nʲ
bănuiala	b ə n u j a l a
cablului	k a b l u l u j
cancelarie	k a n t͡ʃ e l a r i e
capelei	k a p e l e j
caprele	k a p r e l e
carmichael	k a r m i k a e l
carnegie	k a r n e d͡ʒ i e
cartelul	k a r t e l u
celebrării	t͡ʃ e l e b r ə r i j
celtic	t͡ʃ e l t i k
cenzurat	t͡ʃ e n z u r a t
certitudinea	t͡ʃ e r t i t u d i n e̯ a
cezariană	t͡ʃ e z a r i a n ə
chinezul	k i n e z u
chivotul	k i v o t u
cineastul	t͡ʃ i n e̯ a s t u
clipi	k l i p i
clorură	k l o r u r ə
coama	k o̯ a m a
codat	k o d a t
codruț	k o d r u t͡s
colibași	k o l i b a ʃʲ
colină	k o l i n ə
colorați	k o l o r a t͡sʲ
comasarea	k o m a s a r e̯ a
comediant	k o m e d i a n t
comerciantul	k o m e r t͡ʃ i a n t u
comisariatul	k o m i s a r i a t u
competentă	k o m p e t e n t ə
competitivă	k o m p e t i t i v ə
compromise	k o m p r o m i s e
computerelor	k o m p u t e r e l o r
confecționează	k o n f e k t͡s i o n e̯ a z ə
considerarea	k o n s i d e r a r e̯ a
conspirația	k o n s p i r a t͡s i a
constructie	k o n s t r u k t i e
contingent	k o n t i n d͡ʒ e n t
contrazis	k o n t r a z i s
controlarea	k o n t r o l a r e̯ a
conversației	k o n v e r s a t͡s i e j
convertească	k o n v e r t e̯ a s k ə
copilașii	k o p i l a ʃ i j
cozile	k o z i l e
creditului	k r e d i t u l u j
cretă	k r e t ə
cristalul	k r i s t a l u
cristofor	k r i s t o f o r
cromatica	k r o m a t i k a
crustă	k r u s t ə
culc	k u l k
culisele	k u l i s e l e
cultivării	k u l t i v ə r i j
culturism	k u l t u r i s m
curbată	k u r b a t ə
cutite	k u t i t e
cântărețului	k ɨ n t ə r e t͡s u l u j
călugăreni	k ə l u ɡ ə r e nʲ
căpitanii	k ə p i t a n i j
dansezi	d a n s e zʲ
dario	d a r i o
darts	d a r t s
declanșare	d e k l a n ʃ a r e
decorație	d e k o r a t͡s i e
dedicați	d e d i k a t͡sʲ
deformat	d e f o r m a t
delfinii	d e l f i n i j
demontarea	d e m o n t a r e̯ a
denny	d e n n i
denumiți	d e n u m i t͡sʲ
deodorant	d e o d o r a n t
deplasându	d e p l a s ɨ n d u
deposedat	d e p o s e d a t
descalificat	d e s k a l i f i k a t
desemneze	d e s e m n e z e
designerii	d e s i ɡ n e r i j
detergent	d e t e r d͡ʒ e n t
deterioreze	d e t e r i o r e z e
dezacordul	d e z a k o r d u
dezvolt	d e z v o l t
deținutul	d e t͡s i n u t u
diete	d i e t e
diminuată	d i m i n u a t ə
direcționat	d i r e k t͡s i o n a t
discutabil	d i s k u t a b i l
distanțat	d i s t a n t͡s a t
dobândesc	d o b ɨ n d e s k
documentarului	d o k u m e n t a r u l u j
durabilitate	d u r a b i l i t a t e
dusty	d u s t i
dăruite	d ə r u i t e
echinox	e k i n o k s
egoiști	e ɡ o j ʃ tʲ
eleva	e l e v a
eligibile	e l i d͡ʒ i b i l e
eminesciene	e m i n e s t͡ʃ i e n e
endocrinologie	e n d o k r i n o l o d͡ʒ i e
energiilor	e n e r d͡ʒ i i l o r
erezii	e r e z i j
erupția	e r u p t͡s i a
evalueze	e v a l u e z e
evitare	e v i t a r e
exercițiilor	e ɡ z e r t͡ʃ i t͡s i i l o r
existențial	e ɡ z i s t e n t͡s i a l
explorării	e k s p l o r ə r i j
exportator	e k s p o r t a t o r
expresă	e k s p r e s ə
extraterestrul	e k s t r a t e r e s t r u
farmece	f a r m e t͡ʃ e
felicitările	f e l i t͡ʃ i t ə r i l e
fermelor	f e r m e l o r
fetească	f e t e̯ a s k ə
fiba	f i b a
fila	f i l a
filmuleț	f i l m u l e t͡s
flondor	f l o n d o r
fluturii	f l u t u r i j
flutură	f l u t u r ə
foarfecă	f o̯ a r f e k ə
fonetică	f o n e t i k ə
formezi	f o r m e zʲ
fortat	f o r t a t
fractura	f r a k t u r a
frey	f r e j
frumușel	f r u m u ʃ e l
frățilă	f r ə t͡s i l ə
fundamentarea	f u n d a m e n t a r e̯ a
furtunoasă	f u r t u n o̯ a s ə
garage	ɡ a r a d͡ʒ e
garanteze	ɡ a r a n t e z e
garth	ɡ a r t
genevieve	d͡ʒ e n e v j e v e
genocidului	d͡ʒ e n o t͡ʃ i d u l u j
getica	d͡ʒ e t i k a
ghana	ɡ a n a
gheară	ɡ e̯ a r ə
ghibu	ɡ i b u
ghicitori	ɡ i t͡ʃ i t o rʲ
ghiciți	ɡ i t͡ʃ i t͡sʲ
gloanțele	ɡ l o̯ a n t͡s e l e
golaveraj	ɡ o l a v e r a ʒ
goldstein	ɡ o l d s t e j n
grata	ɡ r a t a
gravity	ɡ r a v i t i
grayson	ɡ r e j s o n
grațiere	ɡ r a t͡s i e r e
gresita	ɡ r e s i t a
hac	h a k
handbalului	h a n d b a l u l u j
hear	h e̯ a r
hepatită	h e p a t i t ə
hărțuirea	h ə r t͡s u i r e̯ a
idolii	i d o l i j
iepuraș	j e p u r a ʃ
imaginarului	i m a d͡ʒ i n a r u l u j
impex	i m p e k s
implanturile	i m p l a n t u r i l e
incarcat	i n k a r k a t
incercarea	i n t͡ʃ e r k a r e̯ a
industrializate	i n d u s t r i a l i z a t e
interfeței	i n t e r f e t͡s e j
inumane	i n u m a n e
invat	i n v a t
ipotecă	i p o t e k ə
issn	i s n
jakob	ʒ a k o b
jump	ʒ u m p
keyes	k e j e s
large	l a r d͡ʒ e
laserul	l a s e r u
lecturile	l e k t u r i l e
lespezi	l e s p e zʲ
liberalul	l i b e r a l u
lichior	l i k j o r
lifestyle	l i f e s t i l e
lifturi	l i f t u rʲ
lipiți	l i p i t͡sʲ
lipsind	l i p s i n d
loco	l o k o
loghin	l o ɡ i n
lotrului	l o t r u l u j
luxos	l u k s o s
lămurește	l ə m u r e ʃ t e
maestro	m a e s t r o
magistrale	m a d͡ʒ i s t r a l e
marioara	m a r i o̯ a r a
marxistă	m a r k s i s t ə
masacrului	m a s a k r u l u j
matura	m a t u r a
maverick	m a v e r i k
mediatic	m e d i a t i k
mediatică	m e d i a t i k ə
mediterane	m e d i t e r a n e
meticulos	m e t i k u l o s
microbii	m i k r o b i j
miei	m j e j
miligrame	m i l i ɡ r a m e
miniaturi	m i n i a t u rʲ
minimale	m i n i m a l e
minoritari	m i n o r i t a rʲ
mirror	m i r o r
modelate	m o d e l a t e
monahii	m o n a h i j
monoton	m o n o t o n
morilor	m o r i l o r
moscu	m o s k u
mossad	m o s a d
motivațiile	m o t i v a t͡s i i l e
multiplicarea	m u l t i p l i k a r e̯ a
musica	m u s i k a
mărin	m ə r i n
nations	n a t i o n s
nectar	n e k t a r
nefondate	n e f o n d a t e
nege	n e d͡ʒ e
nenorociri	n e n o r o t͡ʃ i rʲ
nepoților	n e p o t͡s i l o r
nereușind	n e r e u ʃ i n d
nicolina	n i k o l i n a
nimicit	n i m i t͡ʃ i t
obiecție	o b j e k t͡s i e
oceanic	o t͡ʃ e̯ a n i k
ocrotirii	o k r o t i r i j
ocrotite	o k r o t i t e
odă	o d ə
okinawa	o k i n a w a
olari	o l a rʲ
olympia	o l i m p i a
ombilical	o m b i l i k a l
omc	o m k
omer	o m e r
onisifor	o n i s i f o r
opinat	o p i n a t
opreasca	o p r e̯ a s k a
optimus	o p t i m u s
organizaționale	o r ɡ a n i z a t͡s i o n a l e
organizațională	o r ɡ a n i z a t͡s i o n a l ə
orgii	o r d͡ʒ i j
ot	o t
ovale	o v a l e
pardoseală	p a r d o s e̯ a l ə
parish	p a r i ʃ
partitura	p a r t i t u r a
pda	p d a
pedepselor	p e d e p s e l o r
pena	p e n a
permisele	p e r m i s e l e
persecutat	p e r s e k u t a t
petruț	p e t r u t͡s
pilonul	p i l o n u
placute	p l a k u t e
pleșca	p l e ʃ k a
plămânilor	p l ə m ɨ n i l o r
pmp	p e m p e
poc	p o k
poligonul	p o l i ɡ o n u
portari	p o r t a rʲ
postmodernă	p o s t m o d e r n ə
povestite	p o v e s t i t e
pretendent	p r e t e n d e n t
prevalența	p r e v a l e n t͡s a
primiseră	p r i m i s e r ə
principalilor	p r i n t͡ʃ i p a l i l o r
prioritar	p r i o r i t a r
procesate	p r o t͡ʃ e s a t e
procesiunea	p r o t͡ʃ e s i u n e̯ a
proclama	p r o k l a m a
profitului	p r o f i t u l u j
profunda	p r o f u n d a
promoțională	p r o m o t͡s i o n a l ə
protestului	p r o t e s t u l u j
provinciilor	p r o v i n t͡ʃ i i l o r
păstorii	p ə s t o r i j
pățesc	p ə t͡s e s k
radiației	r a d i a t͡s i e j
ran	r a n
rara	r a r a
ratb	r a t b
realităților	r e a l i t ə t͡s i l o r
recâștiga	r e k ɨ ʃ t i ɡ a
reduta	r e d u t a
renata	r e n a t a
renovări	r e n o v ə rʲ
resimțită	r e s i m t͡s i t ə
reverend	r e v e r e n d
reziști	r e z i ʃ tʲ
rezonanța	r e z o n a n t͡s a
romanești	r o m a n e ʃ tʲ
romantismului	r o m a n t i s m u l u j
rosario	r o s a r i o
rotativă	r o t a t i v ə
rovinari	r o v i n a rʲ
runner	r u n n e r
rînd	r ɨ n d
rănesc	r ə n e s k
rătăcitor	r ə t ə t͡ʃ i t o r
rătăcită	r ə t ə t͡ʃ i t ə
sacrului	s a k r u l u j
salah	s a l a h
salvati	s a l v a tʲ
sanford	s a n f o r d
sans	s a n s
sapun	s a p u n
sarbatoare	s a r b a t o̯ a r e
scontat	s k o n t a t
scoruri	s k o r u rʲ
seci	s e t͡ʃʲ
secta	s e k t a
sectei	s e k t e j
secuiești	s e k u j e ʃ tʲ
secțiilor	s e k t͡s i i l o r
shalom	ʃ a l o m
shark	ʃ a r k
shui	ʃ u j
sistemic	s i s t e m i k
slide	s l i d e
sobru	s o b r u
solurilor	s o l u r i l o r
solution	s o l u t i o n
sortit	s o r t i t
sosuri	s o s u rʲ
spațioasă	s p a t͡s i o̯ a s ə
specimene	s p e t͡ʃ i m e n e
splendoarea	s p l e n d o̯ a r e̯ a
spotify	s p o t i f i
spânzurați	s p ɨ n z u r a t͡sʲ
statea	s t a t e̯ a
staten	s t a t e n
stepă	s t e p ə
stocuri	s t o k u rʲ
straina	s t r a j n a
strigăm	s t r i ɡ ə m
structurarea	s t r u k t u r a r e̯ a
străbătută	s t r ə b ə t u t ə
studiați	s t u d i a t͡sʲ
suedezii	s u e d e z i j
suferise	s u f e r i s e
sugari	s u ɡ a rʲ
superiorilor	s u p e r i o r i l o r
suveranului	s u v e r a n u l u j
sânpetru	s ɨ n p e t r u
sântana	s ɨ n t a n a
sârbesc	s ɨ r b e s k
săliște	s ə l i ʃ t e
săptămânalul	s ə p t ə m ɨ n a l u
săvârșin	s ə v ɨ r ʃ i n
talpă	t a l p ə
tanya	t a n j a
tapet	t a p e t
teiului	t e j u l u j
terminală	t e r m i n a l ə
timizi	t i m i zʲ
totu	t o t u
toxici	t o k s i t͡ʃʲ
tra	t r a
treji	t r e ʒ i
trezeam	t r e z e̯ a m
trădării	t r ə d ə r i j
trăirea	t r ə i r e̯ a
trăsnet	t r ə s n e t
tufe	t u f e
tunete	t u n e t e
tupac	t u p a k
tâmpenii	t ɨ m p e n i j
tălpile	t ə l p i l e
ultimi	u l t i mʲ
unison	u n i s o n
uriasa	u r i a s a
utopia	u t o p i a
vestiri	v e s t i rʲ
veterinare	v e t e r i n a r e
viabil	v i a b i l
violete	v i o l e t e
viscol	v i s k o l
vitrina	v i t r i n a
vorbitorilor	v o r b i t o r i l o r
văl	v ə l
zdrobite	z d r o b i t e
ziceai	z i t͡ʃ e̯ a j
împrumutați	ɨ m p r u m u t a t͡sʲ
împrăștiați	ɨ m p r ə ʃ t i a t͡sʲ
împărătească	ɨ m p ə r ə t e̯ a s k ə
împărătesei	ɨ m p ə r ə t e s e j
încetați	ɨ n t͡ʃ e t a t͡sʲ
închinăm	ɨ n k i n ə m
înfrângă	ɨ n f r ɨ n ɡ ə
înmormântării	ɨ n m o r m ɨ n t ə r i j
întemeieze	ɨ n t e m e j e z e
întreprinsă	ɨ n t r e p r i n s ə
întâlneam	ɨ n t ɨ l n e̯ a m
înzestrarea	ɨ n z e s t r a r e̯ a
înțelepte	ɨ n t͡s e l e p t e
șoselele	ʃ o s e l e l e
științifici	ʃ t i i n t͡s i f i t͡ʃʲ
ṣi	ʃ i
abrogată	a b r o ɡ a t ə
absente	a b s e n t e
activiștilor	a k t i v i ʃ t i l o r
acuarelă	a k u a r e l ə
aladdin	a l a d d i n
alcătuind	a l k ə t u i n d
alianțele	a l i a n t͡s e l e
aline	a l i n e
altman	a l t m a n
alunecarea	a l u n e k a r e̯ a
alătur	a l ə t u r
analogice	a n a l o d͡ʒ i t͡ʃ e
antet	a n t e t
antichitatea	a n t i k i t a t e̯ a
antreprenoriat	a n t r e p r e n o r i a t
apari	a p a rʲ
ardud	a r d u d
armenii	a r m e n i j
armin	a r m i n
armistițiul	a r m i s t i t͡s i u
ascultându	a s k u l t ɨ n d u
ascultătorii	a s k u l t ə t o r i j
aspirină	a s p i r i n ə
avansare	a v a n s a r e
avertismente	a v e r t i s m e n t e
așternut	a ʃ t e r n u t
bacșiș	b a k ʃ i ʃ
balance	b a l a n t͡ʃ e
balcoane	b a l k o̯ a n e
bandele	b a n d e l e
barili	b a r i lʲ
baschetul	b a s k e t u
berlusconi	b e r l u s k o nʲ
biliară	b i l i a r ə
binevoitoare	b i n e v o j t o̯ a r e
bineînteles	b i n e ɨ n t e l e s
biochimie	b i o k i m i e
blocaje	b l o k a ʒ e
bordei	b o r d e j
bosfor	b o s f o r
brebu	b r e b u
brio	b r i o
brățările	b r ə t͡s ə r i l e
bubba	b u b b a
buchetul	b u k e t u
bucurii	b u k u r i j
bulgăresc	b u l ɡ ə r e s k
burghez	b u r ɡ e z
bursele	b u r s e l e
butelie	b u t e l i e
bătrânei	b ə t r ɨ n e j
cabaret	k a b a r e t
cadran	k a d r a n
camin	k a m i n
capitanul	k a p i t a n u
captează	k a p t e̯ a z ə
carnavalului	k a r n a v a l u l u j
cavendish	k a v e n d i ʃ
cazarea	k a z a r e̯ a
cazinourile	k a z i n o u r i l e
cefalee	t͡ʃ e f a l e e
cehii	t͡ʃ e h i j
celine	t͡ʃ e l i n e
cetateni	t͡ʃ e t a t e nʲ
chemati	k e m a tʲ
chirilic	k i r i l i k
chiron	k i r o n
chirtoacă	k i r t o̯ a k ə
ciceu	t͡ʃ i t͡ʃ e w
ciocârlia	t͡ʃ j o k ɨ r l i a
civilizați	t͡ʃ i v i l i z a t͡sʲ
clown	k l a w n
columbian	k o l u m b i a n
combatanți	k o m b a t a n t͡sʲ
comfort	k o m f o r t
competitia	k o m p e t i t i a
competitor	k o m p e t i t o r
comunicatii	k o m u n i k a t i j
comuniunea	k o m u n i u n e̯ a
comutare	k o m u t a r e
conferită	k o n f e r i t ə
conservată	k o n s e r v a t ə
consulare	k o n s u l a r e
consumând	k o n s u m ɨ n d
contaminată	k o n t a m i n a t ə
contrastante	k o n t r a s t a n t e
corală	k o r a l ə
corelat	k o r e l a t
cotată	k o t a t ə
craterul	k r a t e r u
cretin	k r e t i n
criminalului	k r i m i n a l u l u j
cristalină	k r i s t a l i n ə
croitorul	k r o j t o r u
cunoscuti	k u n o s k u tʲ
cuvântări	k u v ɨ n t ə rʲ
câ	k ɨ
cântecelor	k ɨ n t e t͡ʃ e l o r
călătorea	k ə l ə t o r e̯ a
călătorului	k ə l ə t o r u l u j
căzută	k ə z u t ə
daruit	d a r u i t
debitelor	d e b i t e l o r
defavorizate	d e f a v o r i z a t e
definitoriu	d e f i n i t o r j u
deliberată	d e l i b e r a t ə
demian	d e m i a n
denumirilor	d e n u m i r i l o r
deschizându	d e s k i z ɨ n d u
description	d e s k r i p t i o n
desenez	d e s e n e z
detestă	d e t e s t ə
deviere	d e v j e r e
dezbrăcată	d e z b r ə k a t ə
dezbătute	d e z b ə t u t e
dezvelirea	d e z v e l i r e̯ a
dețineți	d e t͡s i n e t͡sʲ
dicționarului	d i k t͡s i o n a r u l u j
didactica	d i d a k t i k a
diluat	d i l u a t
dinastie	d i n a s t i e
diseminarea	d i s e m i n a r e̯ a
disertație	d i s e r t a t͡s i e
dispensar	d i s p e n s a r
distingă	d i s t i n ɡ ə
distinși	d i s t i n ʃʲ
dodd	d o d
dogmatice	d o ɡ m a t i t͡ʃ e
domnitori	d o m n i t o rʲ
dry	d r i
dunne	d u n n e
ecranizarea	e k r a n i z a r e̯ a
edo	e d o
educate	e d u k a t e
egoiste	e ɡ o i s t e
ema	e m a
epistolele	e p i s t o l e l e
ereditară	e r e d i t a r ə
etimologia	e t i m o l o d͡ʒ i a
evocarea	e v o k a r e̯ a
fană	f a n ə
farsa	f a r s a
fazelor	f a z e l o r
federatiei	f e d e r a t i e j
ferite	f e r i t e
fernandez	f e r n a n d e z
fiartă	f j a r t ə
ficțiunii	f i k t͡s i u n i j
fiecarui	f j e k a r u j
filmați	f i l m a t͡sʲ
filtrarea	f i l t r a r e̯ a
fina	f i n a
finalitate	f i n a l i t a t e
formalități	f o r m a l i t ə t͡sʲ
fra	f r a
frau	f r a w
friendly	f r i e n d l i
fugeau	f u d͡ʒ a w
fumului	f u m u l u j
functiune	f u n k t i u n e
făurit	f ə u r i t
gasca	ɡ a s k a
gazduit	ɡ a z d u i t
gis	d͡ʒ i s
gonit	ɡ o n i t
gould	ɡ u l d
grasime	ɡ r a s i m e
grămada	ɡ r ə m a d a
guști	ɡ u ʃ tʲ
gâște	ɡ ɨ ʃ t e
haideti	h a j d e tʲ
hartman	h a r t m a n
hațegan	h a t͡s e ɡ a n
hațieganu	h a t͡s i e ɡ a n u
horticultură	h o r t i k u l t u r ə
hut	h u t
hușilor	h u ʃ i l o r
identitățile	i d e n t i t ə t͡s i l e
iglesias	i ɡ l e s i a s
ignor	i ɡ n o r
implicite	i m p l i t͡ʃ i t e
implicându	i m p l i k ɨ n d u
improbabil	i m p r o b a b i l
improvizată	i m p r o v i z a t ə
impulsiv	i m p u l s i v
incidentele	i n t͡ʃ i d e n t e l e
incoace	i n k o̯ a t͡ʃ e
incolor	i n k o l o r
inegale	i n e ɡ a l e
inhibarea	i n h i b a r e̯ a
insel	i n s e l
inspiri	i n s p i rʲ
institutie	i n s t i t u t i e
insuficienței	i n s u f i t͡ʃ i e n t͡s e j
intenționate	i n t e n t͡s i o n a t e
interceptarea	i n t e r t͡ʃ e p t a r e̯ a
interfețe	i n t e r f e t͡s e
interogatoriu	i n t e r o ɡ a t o r j u
introductive	i n t r o d u k t i v e
iritant	i r i t a n t
irită	i r i t ə
iscusit	i s k u s i t
isidor	i s i d o r
ives	i v e s
ivi	i v i
janos	ʒ a n o s
judah	ʒ u d a h
jurnalistic	ʒ u r n a l i s t i k
kellogg	k e l o ɡ
kirill	k i r i l
kremlinul	k r e m l i n u
lactic	l a k t i k
lando	l a n d o
lazarus	l a z a r u s
leancă	l e̯ a n k ə
lichidelor	l i k i d e l o r
ligile	l i d͡ʒ i l e
lipscani	l i p s k a nʲ
literara	l i t e r a r a
loga	l o ɡ a
lon	l o n
lorzilor	l o r z i l o r
luptam	l u p t a m
luvru	l u v r u
mafiote	m a f i o t e
mahalaua	m a h a l a w a
mandru	m a n d r u
maple	m a p l e
maramureșean	m a r a m u r e ʃ e̯ a n
marit	m a r i t
marketingului	m a r k e t i n ɡ u l u j
marxism	m a r k s i s m
mateevici	m a t e e v i t͡ʃʲ
maynard	m e j n a r d
mașinării	m a ʃ i n ə r i j
membranei	m e m b r a n e j
meritam	m e r i t a m
metafizica	m e t a f i z i k a
mineritul	m i n e r i t u
ministeriale	m i n i s t e r i a l e
mirabela	m i r a b e l a
mirosind	m i r o s i n d
modificăm	m o d i f i k ə m
moldovița	m o l d o v i t͡s a
mormintelor	m o r m i n t e l o r
motivează	m o t i v e̯ a z ə
motocicletele	m o t o t͡ʃ i k l e t e l e
murad	m u r a d
musai	m u s a j
nedorit	n e d o r i t
ness	n e s
nilului	n i l u l u j
nimici	n i m i t͡ʃʲ
numeroșii	n u m e r o ʃ i j
obiceiului	o b i t͡ʃ e j u l u j
obsedați	o b s e d a t͡sʲ
obștii	o b ʃ t i j
ocupam	o k u p a m
odihnim	o d i h n i m
ofensivei	o f e n s i v e j
ol	o l
olănești	o l ə n e ʃ tʲ
onorabilă	o n o r a b i l ə
onorurile	o n o r u r i l e
organizatoare	o r ɡ a n i z a t o̯ a r e
organizau	o r ɡ a n i z a w
originala	o r i d͡ʒ i n a l a
pagubă	p a ɡ u b ə
palestinei	p a l e s t i n e j
patronii	p a t r o n i j
pedepsite	p e d e p s i t e
penticostal	p e n t i k o s t a l
pestă	p e s t ə
petelor	p e t e l o r
piano	p j a n o
platt	p l a t
plimbările	p l i m b ə r i l e
plop	p l o p
pneuri	p n e u rʲ
poala	p o̯ a l a
policlinica	p o l i k l i n i k a
pomenită	p o m e n i t ə
portabilă	p o r t a b i l ə
portugheze	p o r t u ɡ e z e
posada	p o s a d a
predispuse	p r e d i s p u s e
prevenind	p r e v e n i n d
pridvorul	p r i d v o r u
prielnice	p r i e l n i t͡ʃ e
priveliști	p r i v e l i ʃ tʲ
procedez	p r o t͡ʃ e d e z
procurat	p r o k u r a t
programări	p r o ɡ r a m ə rʲ
prospera	p r o s p e r a
purtati	p u r t a tʲ
pătată	p ə t a t ə
qaida	k a j d a
quan	k w a n
radare	r a d a r e
radioterapie	r a d i o t e r a p i e
rank	r a n k
raritate	r a r i t a t e
reconstruirea	r e k o n s t r u i r e̯ a
rectificare	r e k t i f i k a r e
recuperări	r e k u p e r ə rʲ
recurent	r e k u r e n t
refacerii	r e f a t͡ʃ e r i j
reflexele	r e f l e k s e l e
reflexia	r e f l e k s i a
refugiază	r e f u d͡ʒ i a z ə
regulamentelor	r e ɡ u l a m e n t e l o r
reintrat	r e i n t r a t
relatată	r e l a t a t ə
releu	r e l e w
remo	r e m o
represive	r e p r e s i v e
resimte	r e s i m t e
restrânge	r e s t r ɨ n d͡ʒ e
revers	r e v e r s
rezonabile	r e z o n a b i l e
roscoe	r o s k o e
rusie	r u s i e
rându	r ɨ n d u
rîul	r ɨ u
rădescu	r ə d e s k u
răscumpărat	r ə s k u m p ə r a t
sacoșă	s a k o ʃ ə
salsa	s a l s a
saltele	s a l t e l e
salveaza	s a l v e̯ a z a
savin	s a v i n
scale	s k a l e
schemei	s k e m e j
scuter	s k u t e r
scutura	s k u t u r a
secreții	s e k r e t͡s i j
seculari	s e k u l a rʲ
sertare	s e r t a r e
sfoara	s f o̯ a r a
sheppard	ʃ e p a r d
sică	s i k ə
simboliza	s i m b o l i z a
simțite	s i m t͡s i t e
slavilor	s l a v i l o r
smârdan	s m ɨ r d a n
sociologi	s o t͡ʃ i o l o d͡ʒʲ
socotesc	s o k o t e s k
somnolență	s o m n o l e n t͡s ə
spirala	s p i r a l a
spume	s p u m e
subacvatice	s u b a k v a t i t͡ʃ e
subită	s u b i t ə
subsolului	s u b s o l u l u j
sucursală	s u k u r s a l ə
suk	s u k
sunati	s u n a tʲ
suportăm	s u p o r t ə m
supremației	s u p r e m a t͡s i e j
surprinzi	s u r p r i n zʲ
tabor	t a b o r
tak	t a k
tehnicienii	t e h n i t͡ʃ i e n i j
tenace	t e n a t͡ʃ e
till	t i l
toarne	t o̯ a r n e
totodata	t o t o d a t a
tracia	t r a t͡ʃ i a
traco	t r a k o
traficant	t r a f i k a n t
transnistrean	t r a n s n i s t r e̯ a n
tremurat	t r e m u r a t
trident	t r i d e n t
trimestrială	t r i m e s t r i a l ə
trish	t r i ʃ
troleibuzele	t r o l e j b u z e l e
tronsoane	t r o n s o̯ a n e
