de	d e
yarattığınız	j a ɾ a t t ɯ ɯ n ɯ z
yardımlarınızı	j a ɾ d ɯ m l a ɾ ɯ n ɯ z ɯ
yarışmacının	j a ɾ ɯ ʃ m a d͡ʒ ɯ n ɯ n
yasta	j a s t a
yatağımı	j a t a ɯ m ɯ
yaylanın	j a j ɫ a n ɯ n
yayımlanmamış	j a j ɯ m ɫ a n m a m ɯ ʃ
yayınlamaktadır	j a j ɯ n ɫ a m a k t a d ɯ ɾ
yazmama	j a z m a m a
yağması	j aː m a s ɯ
yaşarsanız	j a ʃ a ɾ s a n ɯ z
yaşlanıp	j a ʃ ɫ a n ɯ p
yemeli	j e m e l i
yemeğimi	j e m e i m i
yeminler	j e m i n l e ɾ
yemişim	j e m i ʃ i m
yetenekleriyle	j e t e n e c l e ɾ i j l e
yeteneğinden	j e t e n e i n d e n
yetimleri	j e t i m l e ɾ i
yetmişe	j e t m i ʃ e
yilinda	j i l i n d a
yinelenen	j i n e l e n e n
yiyeceklere	j i j e d͡ʒ e c l e ɾ e
yiyeceklerini	j i j e d͡ʒ e c l e ɾ i n i
yokluğundan	j o k ɫ u u n d a n
yoldaşları	j o ɫ d a ʃ ɫ a ɾ ɯ
yollama	j o ɫ ɫ a m a
yorumlanabilir	j o ɾ u m ɫ a n a b i l i ɾ
yurdumuz	j u ɾ d u m u z
yuzunden	j u z u n d e n
yükseltmeye	j y c s e l t m e j e
yürümesini	j y ɾ y m e s i n i
yüzeyli	j y z e j l i
yılbaşından	j ɯ ɫ b a ʃ ɯ n d a n
zorlanmadan	z o ɾ ɫ a n m a d a n
zorluğunu	z o ɾ ɫ u u n u
zühd	z y h d
âlemlerin	aː l e m l e ɾ i n
çabaya	t͡ʃ a b a j a
çalışanının	t͡ʃ a ɫ ɯ ʃ a n ɯ n ɯ n
çatalla	t͡ʃ a t a ɫ ɫ a
çayla	t͡ʃ a j ɫ a
çağırmaya	t͡ʃ a ɯ ɾ m a j a
çekeceksiniz	t͡ʃ e c e d͡ʒ e c s i n i z
çekerdi	t͡ʃ e c e ɾ d i
çekildikten	t͡ʃ e c i l d i c t e n
çekiyorsa	t͡ʃ e c i j o ɾ s a
çekmemiş	t͡ʃ e c m e m i ʃ
çevirebilir	t͡ʃ e v i ɾ e b i l i ɾ
çevirmesi	t͡ʃ e v i ɾ m e s i
çeşitliliğe	t͡ʃ e ʃ i t l i l i j e
çiftiz	t͡ʃ i f t i z
çocuklarıyız	t͡ʃ o d͡ʒ u k ɫ a ɾ ɯ j ɯ z
çökertme	t͡ʃ ø c e ɾ t m e
çöküşünü	t͡ʃ ø c y ʃ y n y
çözerken	t͡ʃ ø z e ɾ c e n
çözülmesini	t͡ʃ ø z y l m e s i n i
çözülmez	t͡ʃ ø z y l m e z
çıkaramıyorum	t͡ʃ ɯ k a ɾ a m ɯ j o ɾ u m
çırpılmış	t͡ʃ ɯ ɾ p ɯ ɫ m ɯ ʃ
ödesin	ø d e s i n
öfkemi	ø f c e m i
ökten	ø c t e n
ölmeyen	ø l m e j e n
ölmezsin	ø l m e z s i n
önerilerde	ø n e ɾ i l e ɾ d e
önerisinde	ø n e ɾ i s i n d e
öpen	ø p e n
örneğinin	ø ɾ n e i n i n
özelleştirilebilir	ø z e l l e ʃ t i ɾ i l e b i l i ɾ
öğrenebilirsin	øː ɾ e n e b i l i ɾ s i n
üretilmekte	y ɾ e t i l m e c t e
üstlenmesi	y s t l e n m e s i
ısmarla	ɯ s m a ɾ ɫ a
ıssn	ɯ s s n
ısınması	ɯ s ɯ n m a s ɯ
ısınmış	ɯ s ɯ n m ɯ ʃ
ısıtılmış	ɯ s ɯ t ɯ ɫ m ɯ ʃ
şahbaz	ʃ a h b a z
şakayı	ʃ a k a j ɯ
şarkımı	ʃ a ɾ k ɯ m ɯ
şekildeydi	ʃ e c i l d e j d i
şeklimiz	ʃ e c l i m i z
şenocak	ʃ e n o d͡ʒ a k
şişirilmiş	ʃ i ʃ i ɾ i l m i ʃ
şovmen	ʃ o v m e n
şıkkı	ʃ ɯ k k ɯ
aamir	a a m i ɾ
acımadı	a d͡ʒ ɯ m a d ɯ
acınızı	a d͡ʒ ɯ n ɯ z ɯ
adan	a d a n
adasındaki	a d a s ɯ n d a c i
adasından	a d a s ɯ n d a n
ahd	a h d
ajansa	a ʒ a n s a
akilli	a c i l l i
aktivitenin	a k t i v i t e n i n
alacağımızı	a ɫ a d͡ʒ a ɯ m ɯ z ɯ
almamıştı	a ɫ m a m ɯ ʃ t ɯ
almamıştır	a ɫ m a m ɯ ʃ t ɯ ɾ
alsaydım	a ɫ s a j d ɯ m
alto	a ɫ t o
altyapıdan	a ɫ t j a p ɯ d a n
amaçlıyor	a m a t͡ʃ ɫ ɯ j o ɾ
amaçsızca	a m a t͡ʃ s ɯ z d͡ʒ a
ampulü	a m p u l y
anahtarlama	a n a h t a ɾ ɫ a m a
anlatılması	a n ɫ a t ɯ ɫ m a s ɯ
anlayamayacak	a n ɫ a j a m a j a d͡ʒ a k
anlaşıldığına	a n ɫ a ʃ ɯ ɫ d ɯ ɯ n a
anlaşılmasına	a n ɫ a ʃ ɯ ɫ m a s ɯ n a
antlaşmanın	a n t ɫ a ʃ m a n ɯ n
arcadia	a ɾ d͡ʒ a d i a
artıyordu	a ɾ t ɯ j o ɾ d u
arın	a ɾ ɯ n
arşivlerinde	a ɾ ʃ i v l e ɾ i n d e
astrolojik	a s t ɾ o l o ʒ i c
asu	a s u
asılması	a s ɯ ɫ m a s ɯ
atarsınız	a t a ɾ s ɯ n ɯ z
atlayışı	a t ɫ a j ɯ ʃ ɯ
atmadın	a t m a d ɯ n
atmamak	a t m a m a k
atta	a t t a
atılabilir	a t ɯ ɫ a b i l i ɾ
atıyordum	a t ɯ j o ɾ d u m
avanak	a v a n a k
avantajlarından	a v a n t a ʒ ɫ a ɾ ɯ n d a n
avın	a v ɯ n
ayakkabılarımı	a j a k k a b ɯ ɫ a ɾ ɯ m ɯ
ayarlanması	a j a ɾ ɫ a n m a s ɯ
ayetini	a j e t i n i
azure	a z uː ɾ e
azında	a z ɯ n d a
açmadım	a t͡ʃ m a d ɯ m
açmıştım	a t͡ʃ m ɯ ʃ t ɯ m
ağlamayın	aː ɫ a m a j ɯ n
aşağılayan	a ʃ a ɯ ɫ a j a n
aşığın	a ʃ ɯ ɯ n
bakmaksızın	b a k m a k s ɯ z ɯ n
bakılıyor	b a k ɯ ɫ ɯ j o ɾ
bankadaki	b a n k a d a c i
basitti	b a s i t t i
baskılarına	b a s k ɯ ɫ a ɾ ɯ n a
basınçta	b a s ɯ n t͡ʃ t a
basınının	b a s ɯ n ɯ n ɯ n
batırılmış	b a t ɯ ɾ ɯ ɫ m ɯ ʃ
bavulunu	b a v u ɫ u n u
bazılarıyla	b a z ɯ ɫ a ɾ ɯ j ɫ a
bağışçı	b a ɯ ʃ t͡ʃ ɯ
başaramadım	b a ʃ a ɾ a m a d ɯ m
başarısında	b a ʃ a ɾ ɯ s ɯ n d a
başladıklarını	b a ʃ ɫ a d ɯ k ɫ a ɾ ɯ n ɯ
bebekte	b e b e c t e
beklememiz	b e c l e m e m i z
bekliyordun	b e c l i j o ɾ d u n
bellekte	b e l l e c t e
beslenerek	b e s l e n e ɾ e c
betondan	b e t o n d a n
beyanname	b e j a n n aː m e
bildirmişti	b i l d i ɾ m i ʃ t i
bilemedi	b i l e m e d i
bilemedik	b i l e m e d i c
bilesiniz	b i l e s i n i z
bileşiklerin	b i l e ʃ i c l e ɾ i n
biliyosun	b i l i j o s u n
bilye	b i l j e
bireylerden	b i ɾ e j l e ɾ d e n
birgül	b i ɾ ɟ y l
birimimiz	b i ɾ i m i m i z
birligi	b i ɾ l i ɟ i
bitap	b i t a p
bitirebilir	b i t i ɾ e b i l i ɾ
biçime	b i t͡ʃ i m e
boko	b o k o
boynumda	b o j n u m d a
bozması	b o z m a s ɯ
bozulduğunda	b o z u ɫ d u u n d a
boşalır	b o ʃ a ɫ ɯ ɾ
bulmuşken	b u ɫ m u ʃ c e n
buluna	b u ɫ u n a
buluşmamız	b u ɫ u ʃ m a m ɯ z
buyana	b u j a n a
bölünüp	b ø l y n y p
bütününü	b y t y n y n y
canavarların	d͡ʒ a n a v a ɾ ɫ a ɾ ɯ n
canlandırıcı	d͡ʒ a n ɫ a n d ɯ ɾ ɯ d͡ʒ ɯ
canlandırılması	d͡ʒ a n ɫ a n d ɯ ɾ ɯ ɫ m a s ɯ
cars	d͡ʒ a ɾ s
castor	d͡ʒ a s t o ɾ
cavcav	d͡ʒ a v d͡ʒ a v
client	d͡ʒ l i ɛ n t
conor	d͡ʒ o n o ɾ
controller	d͡ʒ o n t ɾ o l l e ɾ
cumhurbaşkanım	d͡ʒ u m h u ɾ b a ʃ k a n ɯ m
davranışta	d a v ɾ a n ɯ ʃ t a
dayanışmaya	d a j a n ɯ ʃ m a j a
dağılımında	d a ɯ ɫ ɯ m ɯ n d a
dağıtılıyor	d a ɯ t ɯ ɫ ɯ j o ɾ
dağıtımının	d a ɯ t ɯ m ɯ n ɯ n
delen	d e l e n
denetledi	d e n e t l e d i
denkleminin	d e n c l e m i n i n
derecesinin	d e ɾ e d͡ʒ e s i n i n
dereleri	d e ɾ e l e ɾ i
derindir	d e ɾ i n d i ɾ
destekleyip	d e s t e c l e j i p
detaylıca	d e t a j ɫ ɯ d͡ʒ a
devletlerini	d e v l e t l e ɾ i n i
devletlerle	d e v l e t l e ɾ l e
değişmeler	d e i ʃ m e l e ɾ
dikmeye	d i c m e j e
dinleriz	d i n l e ɾ i z
disiplinin	d i s i p l i n i n
dizlerim	d i z l e ɾ i m
dişlerinizi	d i ʃ l e ɾ i n i z i
doktorası	d o k t o ɾ a s ɯ
dokunmuyor	d o k u n m u j o ɾ
dokusunda	d o k u s u n d a
dolaşması	d o ɫ a ʃ m a s ɯ
dolduralım	d o ɫ d u ɾ a ɫ ɯ m
dosyadan	d o s j a d a n
doyurucu	d o j u ɾ u d͡ʒ u
doğmasını	d oː m a s ɯ n ɯ
dublajlı	d u b ɫ a ʒ ɫ ɯ
dudaklarında	d u d a k ɫ a ɾ ɯ n d a
duramayan	d u ɾ a m a j a n
durmakta	d u ɾ m a k t a
durmuştu	d u ɾ m u ʃ t u
duyacaktır	d u j a d͡ʒ a k t ɯ ɾ
duyguyla	d u j ɡ u j ɫ a
duymadığını	d u j m a d ɯ ɯ n ɯ
duyulmuş	d u j u ɫ m u ʃ
dökülmeye	d ø c y l m e j e
döndürüyor	d ø n d y ɾ y j o ɾ
dönüşmek	d ø n y ʃ m e c
döşeli	d ø ʃ e l i
dünyanızı	d y n j aː n ɯ z ɯ
düzeliyor	d y z e l i j o ɾ
düzenlemelerini	d y z e n l e m e l e ɾ i n i
düşmanlarım	d y ʃ m a n l a ɾ ɯ m
düşmanlarımız	d y ʃ m a n l a ɾ ɯ m ɯ z
düşündüğümden	d y ʃ y n d y j y m d e n
dışımızda	d ɯ ʃ ɯ m ɯ z d a
eczaneden	e d͡ʒ z aː n e d e n
eczaneye	e d͡ʒ z aː n e j e
edemezdi	e d e m e z d i
edemezdim	e d e m e z d i m
edilmekle	e d i l m e c l e
edinmeyi	e d i n m e j i
editörün	e d i t ø ɾ y n
ekmekleri	e c m e c l e ɾ i
elenir	e l e n i ɾ
eleştirmeye	e l e ʃ t i ɾ m e j e
enerjimizi	e n e ɾ ʒ i m i z i
enstitüsünün	ɛ n s t i t y s y n y n
epa	e p aː
esprileri	e s p ɾ i l e ɾ i
etkilenme	e t c i l e n m e
evliliklerini	e v l i l i c l e ɾ i n i
eylemlerden	e j l e m l e ɾ d e n
eylemlerle	e j l e m l e ɾ l e
ezidi	e z i d i
ezin	e z i n
eğilmiş	e i l m i ʃ
eşeğe	e ʃ e e
eşlerin	e ʃ l e ɾ i n
fakirin	f a c i ɾ i n
fakültelerinde	f a c y l t e l e ɾ i n d e
fao	f a o
farkından	f a ɾ k ɯ n d a n
feto	f e t o
fiji	f i ʒ i
finish	f i n i ʃ
firavunlar	f i ɾ a v u n l a ɾ
fırçayı	f ɯ ɾ t͡ʃ a j ɯ
gamalı	ɡ a m a ɫ ɯ
garibaldi	ɡ a ɾ i b a l d i
gaulle	ɡ a u l l e
gazabına	ɡ a z a b ɯ n a
gazıyla	ɡ a z ɯ j ɫ a
gdo	ɡ d o
gecelerden	ɟ e d͡ʒ e l e ɾ d e n
geliştirmede	ɟ e l i ʃ t i ɾ m e d e
gelmemi	ɟ e l m e m i
gelmeyebilir	ɟ e l m e j e b i l i ɾ
gelmeyecektir	ɟ e l m e j e d͡ʒ e c t i ɾ
gereklerini	ɟ e ɾ e c l e ɾ i n i
gereksinimler	ɟ e ɾ e c s i n i m l e ɾ
gerekçeli	ɟ e ɾ e c t͡ʃ e l i
gerilmesi	ɟ e ɾ i l m e s i
gerçeküstü	ɟ e ɾ t͡ʃ e c y s t y
getirse	ɟ e t i ɾ s e
gezinirken	ɟ e z i n i ɾ c e n
geçilmesini	ɟ e t͡ʃ i l m e s i n i
geçirebiliriz	ɟ e t͡ʃ i ɾ e b i l i ɾ i z
geçiririz	ɟ e t͡ʃ i ɾ i ɾ i z
gidilerek	ɟ i d i l e ɾ e c
gift	ɟ i f t
girdileri	ɟ i ɾ d i l e ɾ i
gitmezse	ɟ i t m e z s e
giysem	ɟ i j s e m
goldberg	ɡ o ɫ d b e ɾ ɟ
gothic	ɡ o t i d͡ʒ
grayson	ɡ ɾ a j s o n
gururluyuz	ɡ u ɾ u ɾ ɫ u j u z
gömüp	ɟ ø m y p
göremem	ɟ ø ɾ e m e m
göremeyiz	ɟ ø ɾ e m e j i z
görgülü	ɟ ø ɾ ɟ y l y
görmektir	ɟ ø ɾ m e c t i ɾ
görseydin	ɟ ø ɾ s e j d i n
görülemez	ɟ ø ɾ y l e m e z
görünmüyordu	ɟ ø ɾ y n m y j o ɾ d u
görünürken	ɟ ø ɾ y n y ɾ c e n
görüşmem	ɟ ø ɾ y ʃ m e m
gösterirdi	ɟ ø s t e ɾ i ɾ d i
gösteriyorsa	ɟ ø s t e ɾ i j o ɾ s a
göstermesin	ɟ ø s t e ɾ m e s i n
gözüktüğü	ɟ ø z y c t y j y
göçen	ɟ ø t͡ʃ e n
göğsün	ɟ øː s y n
gülümsemen	ɟ y l y m s e m e n
güvenliğimizi	ɟ y v e n l i j i m i z i
hakimleri	h a c i m l e ɾ i
hakkaten	h a k k a t ɛ n
hakkındadır	h a k k ɯ n d a d ɯ ɾ
hakında	h a k ɯ n d a
hamileliğin	h a m i l e l i j i n
hamurun	h a m u ɾ u n
harcadın	h a ɾ d͡ʒ a d ɯ n
harcayın	h a ɾ d͡ʒ a j ɯ n
haritasına	h a ɾ i t a s ɯ n a
hatalarının	h a t a ɫ a ɾ ɯ n ɯ n
hatlara	h a t ɫ a ɾ a
hatrı	h a t ɾ ɯ
hatti	h a t t i
hazırlıyorlar	h a z ɯ ɾ ɫ ɯ j o ɾ l a ɾ
hazırmısın	h a z ɯ ɾ m ɯ s ɯ n
hc	h d ʒ
hedefli	h e d e f l i
hediyemiz	h e d i j e m i z
helga	h e l ɡ a
hemşehrimiz	h e m ʃ e h ɾ i m i z
hemşirelerin	h e m ʃ i ɾ e l e ɾ i n
hilafeti	h i l aː f e t i
hind	h i n d
hissiyatı	h i s s i j aː t ɯ
hotels	h o t ɛ l s
hoşlanırım	h o ʃ ɫ a n ɯ ɾ ɯ m
hızlanan	h ɯ z ɫ a n a n
icraatları	i d͡ʒ ɾ a a t ɫ a ɾ ɯ
icraatı	i d͡ʒ ɾ a a t ɯ
ihbarda	i h b a ɾ d a
iklimlendirme	i c l i m l e n d i ɾ m e
ilerki	i l e ɾ c i
ilgilenip	i l ɟ i l e n i p
ilgilenmiş	i l ɟ i l e n m i ʃ
ilhamı	i l h a m ɯ
ilâh	i l a h
imece	i m e d͡ʒ e
indiler	i n d i l e ɾ
ismimin	i s m i m i n
isyanını	i s j aː n ɯ n ɯ
ite	i t e
izlediğin	i z l e d i i n
izzetbegoviç	i z z e t b e ɡ o v i t͡ʃ
içmesini	i t͡ʃ m e s i n i
işbirlikçisi	i ʃ b i ɾ l i c t͡ʃ i s i
işkencelere	i ʃ c e n d͡ʒ e l e ɾ e
işlendiğini	i ʃ l e n d i i n i
işsizliğe	i ʃ s i z l i j e
işyerine	i ʃ j e ɾ i n e
jody	ʒ o d j
kabahati	k a b a h a t i
kabızlık	k a b ɯ z ɫ ɯ k
kadrolarının	k a d ɾ o ɫ a ɾ ɯ n ɯ n
kahramana	k a h ɾ a m a n a
kahvaltısında	k a h v a ɫ t ɯ s ɯ n d a
kalabilecek	k a ɫ a b i l e d͡ʒ e c
kalksam	k a ɫ k s a m
kalırdım	k a ɫ ɯ ɾ d ɯ m
kamaştırıyor	k a m a ʃ t ɯ ɾ ɯ j o ɾ
kamptaki	k a m p t a c i
kanadının	k a n a d ɯ n ɯ n
kandırarak	k a n d ɯ ɾ a ɾ a k
kanye	k a n j e
kapattın	k a p a t t ɯ n
kaplamış	k a p ɫ a m ɯ ʃ
kaplanır	k a p ɫ a n ɯ ɾ
karaali	k a ɾ a a l i
karanlik	k a ɾ a n l i c
kargoyla	k a ɾ ɡ o j ɫ a
kartel	k a ɾ t ɛ l
karşılığıdır	k a ɾ ʃ ɯ ɫ ɯ ɯ d ɯ ɾ
kasapoğlu	k a s a p oː ɫ u
kaslara	k a s ɫ a ɾ a
kasrı	k a s ɾ ɯ
katkıyı	k a t k ɯ j ɯ
katliamına	k a t l i a m ɯ n a
katılalım	k a t ɯ ɫ a ɫ ɯ m
kaybediyorlar	k a j b e d i j o ɾ l a ɾ
kaybetmesinin	k a j b e t m e s i n i n
kaynamış	k a j n a m ɯ ʃ
kazanılacak	k a z a n ɯ ɫ a d͡ʒ a k
kazıma	k a z ɯ m a
kazısı	k a z ɯ s ɯ
kaçanlar	k a t͡ʃ a n l a ɾ
kaçırıyorum	k a t͡ʃ ɯ ɾ ɯ j o ɾ u m
keane	c e aː n e
kentlerden	c e n t l e ɾ d e n
kerimoğlu	c e ɾ i m oː ɫ u
kiloları	c i l o l a ɾ ɯ
kiralanmış	c i ɾ a ɫ a n m ɯ ʃ
kiremitçi	c i ɾ e m i t t͡ʃ i
kistik	c i s t i c
kisvesi	c i s v e s i
kizin	c i z i n
klasikleşmiş	k ɫ a s i c l e ʃ m i ʃ
kodlarına	k o d ɫ a ɾ ɯ n a
kolin	k o l i n
kolumdan	k o ɫ u m d a n
komutasını	k o m u t a s ɯ n ɯ
komşularını	k o m ʃ u ɫ a ɾ ɯ n ɯ
konağında	k o n a ɯ n d a
konusun	k o n u s u n
konuşmalardan	k o n u ʃ m a l a ɾ d a n
konuştunuz	k o n u ʃ t u n u z
korktun	k o ɾ k t u n
korkusunun	k o ɾ k u s u n u n
kotası	k o t a s ɯ
koyardım	k o j a ɾ d ɯ m
koyduğunda	k o j d u u n d a
koymasını	k o j m a s ɯ n ɯ
koymuyor	k o j m u j o ɾ
koşuyorlar	k o ʃ u j o ɾ l a ɾ
kredisini	k ɾ e d i s i n i
kullansam	k u ɫ ɫ a n s a m
kuponlar	k u p o n l a ɾ
kurtulacağız	k u ɾ t u ɫ a d͡ʒ a ɯ z
kurutulur	k u ɾ u t u ɫ u ɾ
kusan	k u s a n
kuşattı	k u ʃ a t t ɯ
kökeninde	c ø c e n i n d e
köleliğin	c ø l e l i j i n
köşkün	c ø ʃ c y n
külliyenin	c y l l i j e n i n
küreği	c y ɾ e i
kürtlerden	c y ɾ t l e ɾ d e n
küçüklerin	c y t͡ʃ y c l e ɾ i n
küçüksün	c y t͡ʃ y c s y n
kılıçları	k ɯ ɫ ɯ t͡ʃ ɫ a ɾ ɯ
kıpçak	k ɯ p t͡ʃ a k
kırmıştı	k ɯ ɾ m ɯ ʃ t ɯ
kıyafetine	k ɯ j aː f e t i n e
kıyafetleriyle	k ɯ j aː f e t l e ɾ i j l e
kızacak	k ɯ z a d͡ʒ a k
laboratuvarlarda	l a b o ɾ a t u v a ɾ l a ɾ d a
lacoste	l a d͡ʒ o s t e
leviathan	l e v i a t h a n
luiz	l u i z
lula	l u ɫ a
macos	m a d͡ʒ o s
maddesidir	m a d d e s i d i ɾ
makamlarının	m a k a m ɫ a ɾ ɯ n ɯ n
makedon	m a c e d o n
malzemesinin	m a l z e m e s i n i n
malzemeyle	m a l z e m e j l e
mantarların	m a n t a ɾ ɫ a ɾ ɯ n
markadır	m a ɾ k a d ɯ ɾ
marshmallow	m a ɾ ʃ m a ɫ ɫ o w
masalara	m a s a ɫ a ɾ a
medreseleri	m e d ɾ e s e l e ɾ i
mekanına	m e k a n ɯ n a
mekatronik	m e k a t ɾ ɔ n i c
merdivenle	m e ɾ d i v e n l e
merkezlerde	m e ɾ c e z l e ɾ d e
mesajına	m e s a ʒ ɯ n a
metinden	m e t i n d e n
metninde	m e t n i n d e
midenin	m i d e n i n
milena	m i l e n aː
mithatpaşa	m i t h a t p a ʃ a
mitingleri	m i t i n ɡ l e ɾ i
momentum	m o m e n t u m
motorunda	m o t o ɾ u n d a
muhammedi	m u h a m m e d i
mukus	m u k u s
musalla	m u s a ɫ ɫ a
mükemmeliyet	m y c e m m e l i j e t
mülkiyete	m y l c i j e t e
müteşekkir	m y t e ʃ e c c i ɾ
müzisyeni	m y z i s j e n i
müzisyenin	m y z i s j e n i n
müşavirleri	m y ʃ aː v i ɾ l e ɾ i
müşterilerden	m y ʃ t e ɾ i l e ɾ d e n
nagehan	n a ɟ e h a n
nimetini	n i m e t i n i
notası	n o t a s ɯ
nutku	n u t k u
offshore	o f s h o ɾ e
oi	o i
okulumu	o k u ɫ u m u
okumasına	o k u m a s ɯ n a
okumayan	o k u m a j a n
okunmalı	o k u n m a ɫ ɯ
okurdu	o k u ɾ d u
olacaklardı	o ɫ a d͡ʒ a k ɫ a ɾ d ɯ
olmamam	o ɫ m a m a m
olmamıştım	o ɫ m a m ɯ ʃ t ɯ m
oluyorda	o ɫ u j o ɾ d a
oluyorlardı	o ɫ u j o ɾ ɫ a ɾ d ɯ
onaylıyorum	o n a j ɫ ɯ j o ɾ u m
origami	o ɾ i ɡ a m i
ortakların	o ɾ t a k ɫ a ɾ ɯ n
osmanlıya	o s m a n ɫ ɯ j a
oturumları	o t u ɾ u m l a ɾ ɯ
oturuyordum	o t u ɾ u j o ɾ d u m
paketinden	p a c e t i n d e n
parçalayarak	p a ɾ t͡ʃ a ɫ a j a ɾ a k
pasını	p a s ɯ n ɯ
paylaşımına	p a j ɫ a ʃ ɯ m ɯ n a
pazarındaki	p a z a ɾ ɯ n d a c i
piyadeleri	p i j aː d e l e ɾ i
pişmanlığım	p i ʃ m a n ɫ ɯ ɯ m
pocket	p o d͡ʒ c e t
polisimiz	p o l i s i m i z
postayı	p o s t a j ɯ
ppm	p e p e m
profesörlük	p ɾ o f e s ø ɾ l y c
profilinizi	p ɾ o f i l i n i z i
proteus	p ɾ o t e u s
prömiyeri	p ɾ ø m i j e ɾ i
raddeye	ɾ a d d e j e
radikaller	ɾ a d i k a l l e ɾ
rahatlayın	ɾ a h a t ɫ a j ɯ n
rakibim	ɾ a c i b i m
rastladı	ɾ a s t ɫ a d ɯ
rejimleri	ɾ e ʒ i m l e ɾ i
renklerinin	ɾ e n c l e ɾ i n i n
roboski	ɾ o b o s c i
rollerde	ɾ o l l e ɾ d e
romanlarını	ɾ o m a n ɫ a ɾ ɯ n ɯ
rumca	ɾ u m d͡ʒ a
sabahına	s a b a h ɯ n a
sahasından	s a h a s ɯ n d a n
sahnelerinden	s a h n e l e ɾ i n d e n
saklamayı	s a k ɫ a m a j ɯ
sakson	s a k s o n
sampson	s a m p s o n
sanayicileri	s a n a j i d͡ʒ i l e ɾ i
sanırsınız	s a n ɯ ɾ s ɯ n ɯ z
sart	s a ɾ t
satıştan	s a t ɯ ʃ t a n
satışın	s a t ɯ ʃ ɯ n
sayılarak	s a j ɯ ɫ a ɾ a k
sayılmayan	s a j ɯ ɫ m a j a n
sayınız	s a j ɯ n ɯ z
sağlamasına	s aː ɫ a m a s ɯ n a
sağlanmasında	s aː ɫ a n m a s ɯ n d a
sağlığımız	s aː ɫ ɯ ɯ m ɯ z
score	s d͡ʒ o ɾ e
seine	s e i n e
semalarında	s e m a l a ɾ ɯ n d a
semtinden	s e m t i n d e n
senfonisi	s ɛ n f ɔ n i s i
seriler	s e ɾ i l e ɾ
sesiz	s e s i z
seslerle	s e s l e ɾ l e
severdik	s e v e ɾ d i c
sevinen	s e v i n e n
seçeneğine	s e t͡ʃ e n e i n e
shuttle	ʃ u t t l e
sikinde	s i c i n d e
sikme	s i c m e
silmeyi	s i l m e j i
sise	s i s e
sitelerden	s i t e l e ɾ d e n
siyonistler	s i j ɔ n i s t l e ɾ
slip	s l i p
soluyor	s o ɫ u j o ɾ
soranlara	s o ɾ a n ɫ a ɾ a
sorduğunu	s o ɾ d u u n u
sorgulaması	s o ɾ ɡ u ɫ a m a s ɯ
sorunuyla	s o ɾ u n u j ɫ a
sosyalizme	s o s j a l i z m e
soyuna	s o j u n a
spartalı	s p a ɾ t a ɫ ɯ
stacey	s t aː d͡ʒ e j
states	s t a t e s
stilin	s t i l i n
subat	s u b a t
sularından	s u ɫ a ɾ ɯ n d a n
susanna	s u s a n n a
suçlayarak	s u t͡ʃ ɫ a j a ɾ a k
sömürgesi	s ø m y ɾ ɟ e s i
söndürün	s ø n d y ɾ y n
söve	s ø v e
söylemedik	s ø j l e m e d i c
söylenmişti	s ø j l e n m i ʃ t i
söyliyeyim	s ø j l i j e j i m
söyliyim	s ø j l i j i m
sözcülüğünü	s ø z d͡ʒ y l y j y n y
söğütlüçeşme	s ø j y t l y t͡ʃ e ʃ m e
süreçlerine	s y ɾ e t͡ʃ l e ɾ i n e
sürmüyor	s y ɾ m y j o ɾ
sıklık	s ɯ k ɫ ɯ k
sıkıntısına	s ɯ k ɯ n t ɯ s ɯ n a
sınıflandırması	s ɯ n ɯ f ɫ a n d ɯ ɾ m a s ɯ
sıçarım	s ɯ t͡ʃ a ɾ ɯ m
tabelasını	t a b e l a s ɯ n ɯ
tabipler	t a b i p l e ɾ
tahammülüm	t a h a m m y l y m
takdis	t a k d i s
takılırken	t a k ɯ ɫ ɯ ɾ c e n
tanıdıktan	t a n ɯ d ɯ k t a n
tanımlamalar	t a n ɯ m ɫ a m a l a ɾ
tanımlarken	t a n ɯ m l a ɾ c e n
tanımında	t a n ɯ m ɯ n d a
tanıtın	t a n ɯ t ɯ n
tanıştığını	t a n ɯ ʃ t ɯ ɯ n ɯ
tapulu	t a p u ɫ u
tarafsızlığını	t a ɾ a f s ɯ z ɫ ɯ ɯ n ɯ
taramaları	t a ɾ a m a l a ɾ ɯ
tartışmalardan	t a ɾ t ɯ ʃ m a l a ɾ d a n
tasması	t a s m a s ɯ
taşmış	t a ʃ m ɯ ʃ
taşıtın	t a ʃ ɯ t ɯ n
tehditi	t e h d i t i
telefonlarının	t e l e f o n l a ɾ ɯ n ɯ n
telsizi	t e l s i z i
temastan	t e m a s t a n
teriyle	t e ɾ i j l e
tescili	t e s d͡ʒ i l i
tevhit	t e v h i t
tilt	t i l t
timleri	t i m l e ɾ i
tonguç	t o n ɡ u t͡ʃ
toplamıştır	t o p ɫ a m ɯ ʃ t ɯ ɾ
toplara	t o p ɫ a ɾ a
torunlar	t o ɾ u n l a ɾ
tutarsan	t u t a ɾ s a n
türbesini	t y ɾ b e s i n i
uf	u f
ukalalık	u k a ɫ a ɫ ɯ k
ulaşabilecek	u ɫ a ʃ a b i l e d͡ʒ e c
ulaşmadı	u ɫ a ʃ m a d ɯ
ulaştıkları	u ɫ a ʃ t ɯ k ɫ a ɾ ɯ
ulaştır	u ɫ a ʃ t ɯ ɾ
