de	d e
desbloquee	d e s b l o k e e
desbordamientos	d e s b o ɾ d a m j e n t o s
descartaba	d e s k a ɾ t a b a
descomponiendo	d e s k o m p o n j e n d o
desconectarme	d e s k o n e ɡ t a ɾ m e
deseche	d e s e t͡ʃ e
desfalcos	d e s f a l k o s
desistan	d e s i s t a n
desistí	d e s i s t i
deslicé	d e s l i s e
despachando	d e s p a t͡ʃ a n d o
despavoridos	d e s p a b o ɾ i d o s
despertas	d e s p e ɾ t a s
desprestigia	d e s p ɾ e s t i x j a
desprestigiando	d e s p ɾ e s t i x j a n d o
dest	d e s t
destroyer	d e s t ɾ o ʝ e ɾ
dextrosa	d e ɡ s t ɾ o s a
dimitiría	d i m i t i ɾ i a
dinastia	d i n a s t j a
dinesh	d i n e ʃ
dinorah	d i n o ɾ a
dipolo	d i p o l o
dirigirle	d i ɾ i x i ɾ l e
disculpara	d i s k u l p a ɾ a
discúlpate	d i s k u l p a t e
disipando	d i s i p a n d o
disonancias	d i s o n a n s j a s
disparadores	d i s p a ɾ a d o ɾ e s
dispatch	d i s p a t͡ʃ
distribuyéndose	d i s t ɾ i b u ʝ e n d o s e
diversificarse	d i b e ɾ s i f i k a ɾ s e
diviértanse	d i b j e ɾ t a n s e
dolieron	d o l j e ɾ o n
donizetti	d o n i s e t i
dormer	d o ɾ m e ɾ
dothraki	d o t ɾ a k i
dramatico	d ɾ a m a t i k o
dukes	d u k e s
dáis	d a i s
déjenla	d e x e n l a
earp	e a ɾ p
editamos	e d i t a m o s
elas	e l a s
elevara	e l e b a ɾ a
eliecer	e l j e s e ɾ
eliodoro	e l j o d o ɾ o
elisabetta	e l i s a b e t a
emborrachó	e m b o r a t͡ʃ o
embrion	e m b ɾ j o n
emigren	e m i ɡ ɾ e n
emin	e m i n
empalma	e m p a l m a
empeñen	e m p e ɲ e n
emre	e m ɾ e
emérita	e m e ɾ i t a
encerrarla	e n s e r a ɾ l a
enrevesada	e n r e b e s a d a
enta	e n t a
entraríamos	e n t ɾ a ɾ i a m o s
entregase	e n t ɾ e ɡ a s e
entrenándose	e n t ɾ e n a n d o s e
enunciadas	e n u n s j a d a s
equivocacion	e k i b o k a s j o n
escalofrios	e s k a l o f ɾ j o s
escobillas	e s k o b i ʝ a s
escríbele	e s k ɾ i b e l e
escuchándote	e s k u t͡ʃ a n d o t e
escultóricos	e s k u l t o ɾ i k o s
espeleólogos	e s p e l e o l o ɡ o s
esperabais	e s p e ɾ a b a i s
esperiencia	e s p e ɾ j e n s j a
espol	e s p o l
estadistico	e s t a d i s t i k o
estanzuela	e s t a n s w e l a
estatinas	e s t a t i n a s
esteril	e s t e ɾ i l
estresan	e s t ɾ e s a n
etecsa	e t e ɡ s a
euromillones	e u ɾ o m i ʝ o n e s
exageraba	e ɡ s a x e ɾ a b a
excavó	e ɡ s k a b o
exhiba	e ɡ s i b a
existio	e ɡ s i s t j o
experimentador	e ɡ s p e ɾ i m e n t a d o ɾ
explicándoles	e ɡ s p l i k a n d o l e s
explotarla	e ɡ s p l o t a ɾ l a
exponerlas	e ɡ s p o n e ɾ l a s
exprimen	e ɡ s p ɾ i m e n
extractores	e ɡ s t ɾ a ɡ t o ɾ e s
extrañaron	e ɡ s t ɾ a ɲ a ɾ o n
eyck	e i k
fabricarlos	f a b ɾ i k a ɾ l o s
facilitaran	f a s i l i t a ɾ a n
falcioni	f a l s j o n i
falmouth	f a l m a u θ
farmatodo	f a ɾ m a t o d o
fastidió	f a s t i d j o
fidias	f i d j a s
fobaproa	f o b a p ɾ o a
folles	f o ʝ e s
forner	f o ɾ n e ɾ
fortis	f o ɾ t i s
forzaría	f o ɾ s a ɾ i a
fraccionaria	f ɾ a ɡ s j o n a ɾ j a
freda	f ɾ e d a
frick	f ɾ i k
fugan	f u ɡ a n
fumarte	f u m a ɾ t e
funcionalista	f u n s j o n a l i s t a
galactic	ɡ a l a ɡ t i k
garantizas	ɡ a ɾ a n t i s a s
garrick	ɡ a r i k
gelabert	x e l a b e ɾ
geodésica	x e o d e s i k a
germanas	x e ɾ m a n a s
gestionaron	x e s t j o n a ɾ o n
gianfranco	x j a n f ɾ a n k o
giralt	x i ɾ a l t
glabra	ɡ l a b ɾ a
goitia	ɡ o i t j a
golpearnos	ɡ o l p e a ɾ n o s
grez	ɡ ɾ e s
grisham	ɡ ɾ i ʃ a m
guanajuatense	ɡ w a n a x w a t e n s e
gurion	ɡ u ɾ j o n
hajime	a x i m e
harmonia	a ɾ m o n j a
hematíes	e m a t i e s
herri	e r i
heterodoxa	e t e ɾ o d o ɡ s a
heurística	e u ɾ i s t i k a
hiperbólica	i p e ɾ b o l i k a
hopital	o p i t a l
horcajadas	o ɾ k a x a d a s
hosteleros	o s t e l e ɾ o s
hostos	o s t o s
huechuraba	w̝ e t͡ʃ u ɾ a b a
ibarrola	i b a r o l a
ibercaja	i b e ɾ k a x a
ignorará	i ɡ n o ɾ a ɾ a
incomparecencia	i n k o m p a ɾ e s e n s j a
indultó	i n d u l t o
inexploradas	i n e ɡ s p l o ɾ a d a s
infectaron	i n f e ɡ t a ɾ o n
infiltrando	i n f i l t ɾ a n d o
innombrables	i n n o m b ɾ a b l e s
inquisicion	i n k i s i s j o n
insertamos	i n s e ɾ t a m o s
inten	i n t e n
interesaran	i n t e ɾ e s a ɾ a n
intoxica	i n t o ɡ s i k a
invitándolos	i m b i t a n d o l o s
involucraría	i m b o l u k ɾ a ɾ i a
irae	i ɾ a e
ironizó	i ɾ o n i s o
irun	i ɾ u n
jame	x a m e
janelle	x a n e ʝ e
jarpa	x a ɾ p a
jerk	x e ɾ k
jory	x o ɾ i
jovino	x o b i n o
juanfran	x w a n f ɾ a n
juarista	x w a ɾ i s t a
jumanji	x u m a n x i
juren	x u ɾ e n
juzgarle	x u s ɡ a ɾ l e
juzguemos	x u s ɡ e m o s
kagame	k a ɡ a m e
kagan	k a ɡ a n
kasa	k a s a
kda	k e d e a
keda	k e d a
kero	k e ɾ o
kerrigan	k e r i ɡ a n
killa	k i ʝ a
ladinos	l a d i n o s
lapacho	l a p a t͡ʃ o
lassie	l a s j e
lavanderia	l a b a n d e ɾ j a
leopardi	l e o p a ɾ d i
levantás	l e b a n t a s
liliane	l i l j a n e
lisandra	l i s a n d ɾ a
llevándoles	ʝ e b a n d o l e s
localizaba	l o k a l i s a b a
logse	l o ɡ s e
loles	l o l e s
lonchas	l o n t͡ʃ a s
lop	l o p
loria	l o ɾ j a
lozana	l o s a n a
líbrame	l i b ɾ a m e
maderista	m a d e ɾ i s t a
madhu	m a d u
madoka	m a d o k a
madras	m a d ɾ a s
maggy	m a ɡ i
magritte	m a ɡ ɾ i t
malin	m a l i n
maneta	m a n e t a
maravillarse	m a ɾ a b i ʝ a ɾ s e
marchitarse	m a ɾ t͡ʃ i t a ɾ s e
mareros	m a ɾ e ɾ o s
marimar	m a ɾ i m a ɾ
marquesas	m a ɾ k e s a s
masaru	m a s a ɾ u
matame	m a t a m e
mcg	e m e ɡ e
meaba	m e a b a
mearse	m e a ɾ s e
mecía	m e s i a
medford	m e d f o ɾ d
mediacion	m e d j a s j o n
mediavilla	m e d j a b i ʝ a
meizu	m e i s u
menus	m e n u s
mercadal	m e ɾ k a d a l
messner	m e s n e ɾ
microblogging	m i k ɾ o b l o ɡ i n
miho	m i o
millonésima	m i ʝ o n e s i m a
minimum	m i n i m u m
miramontes	m i ɾ a m o n t e s
mirian	m i ɾ j a n
mitologia	m i t o l o x j a
miui	m j u i
mofan	m o f a n
moneta	m o n e t a
monitoreos	m o n i t o ɾ e o s
montoto	m o n t o t o
motivarte	m o t i b a ɾ t e
movilizaban	m o b i l i s a b a n
mox	m o ɡ s
muc	m u k
muestreos	m w e s t ɾ e o s
multifactorial	m u l t i f a ɡ t o ɾ j a l
multilateralismo	m u l t i l a t e ɾ a l i s m o
multipolar	m u l t i p o l a ɾ
multiétnico	m u l t j e d n i k o
mungo	m u n ɡ o
muxo	m u ɡ s o
mystique	m i s t i k e
mágina	m a x i n a
mándeme	m a n d e m e
nadamás	n a d a m a s
nadya	n a d ʝ a
nagar	n a ɡ a ɾ
najib	n a x i b
nantucket	n a n t u k e t
nausea	n a u s e a
negándolo	n e ɡ a n d o l o
neurobiología	n e u ɾ o b j o l o x i a
neuville	n e u b i ʝ e
niente	n j e n t e
nihilistas	n i i l i s t a s
nios	n j o s
nocturnal	n o ɡ t u ɾ n a l
nombrarme	n o m b ɾ a ɾ m e
nomi	n o m i
nordelta	n o ɾ d e l t a
notaran	n o t a ɾ a n
novelesca	n o b e l e s k a
observándola	o b s e ɾ b a n d o l a
ocúpense	o k u p e n s e
odiaron	o d j a ɾ o n
odon	o d o n
oiea	o j e a
olaechea	o l a e t͡ʃ e a
olvídenlo	o l b i d e n l o
operarla	o p e ɾ a ɾ l a
opresoras	o p ɾ e s o ɾ a s
orde	o ɾ d e
organico	o ɾ ɡ a n i k o
organizarlos	o ɾ ɡ a n i s a ɾ l o s
ovalados	o b a l a d o s
oyeran	o ʝ e ɾ a n
pachano	p a t͡ʃ a n o
pagaderos	p a ɡ a d e ɾ o s
palazón	p a l a s o n
pallars	p a ʝ a ɾ s
palomos	p a l o m o s
pantone	p a n t o n e
paralaje	p a ɾ a l a x e
pararles	p a ɾ a ɾ l e s
parke	p a ɾ k e
partizan	p a ɾ t i s a n
pastis	p a s t i s
pataleando	p a t a l e a n d o
patronímico	p a t ɾ o n i m i k o
paulie	p a u l j e
pelegrín	p e l e ɡ ɾ i n
pelicans	p e l i k a n s
pellejos	p e ʝ e x o s
pelucones	p e l u k o n e s
perseguirán	p e ɾ s e ɡ i ɾ a n
persigas	p e ɾ s i ɡ a s
persistía	p e ɾ s i s t i a
petey	p e t e i
petroecuador	p e t ɾ o e k w a d o ɾ
pey	p e i
pho	f o
photographer	f o t o ɡ ɾ a f e ɾ
pigeon	p i x e o n
pillaba	p i ʝ a b a
pinti	p i n t i
piras	p i ɾ a s
piru	p i ɾ u
plasmaron	p l a s m a ɾ o n
plotino	p l o t i n o
poligonales	p o l i ɡ o n a l e s
pomponio	p o m p o n j o
ponferradina	p o n f e r a d i n a
popi	p o p i
popolo	p o p o l o
poseerá	p o s e e ɾ a
postergadas	p o s t e ɾ ɡ a d a s
postulará	p o s t u l a ɾ a
postulen	p o s t u l e n
postulé	p o s t u l e
potential	p o t e n t j a l
practicara	p ɾ a ɡ t i k a ɾ a
prague	p ɾ a ɡ e
preguntate	p ɾ e ɡ u n t a t e
preponderantes	p ɾ e p o n d e ɾ a n t e s
prescriban	p ɾ e s k ɾ i b a n
prices	p ɾ i s e s
primerísimo	p ɾ i m e ɾ i s i m o
princi	p ɾ i n s i
prints	p ɾ i n t s
probadita	p ɾ o b a d i t a
prome	p ɾ o m e
promocionaron	p ɾ o m o s j o n a ɾ o n
promoviera	p ɾ o m o b j e ɾ a
promulgan	p ɾ o m u l ɡ a n
pronunciaban	p ɾ o n u n s j a b a n
pronunciándose	p ɾ o n u n s j a n d o s e
prosperará	p ɾ o s p e ɾ a ɾ a
pru	p ɾ u
puteros	p u t e ɾ o s
quebraderos	k e b ɾ a d e ɾ o s
quebro	k e b ɾ o
quedarle	k e d a ɾ l e
quejándonos	k e x a n d o n o s
quitale	k i t a l e
rando	r a n d o
raphaël	r a f a e l
rapidisimo	r a p i d i s i m o
rascaba	r a s k a b a
rasputin	r a s p u t i n
rastreos	r a s t ɾ e o s
rba	e ɾ b a
reabrieron	r e a b ɾ j e ɾ o n
realejos	r e a l e x o s
rebirth	r e b i ɾ t
recaudamos	r e k a u d a m o s
recobrando	r e k o b ɾ a n d o
recolecciones	r e k o l e ɡ s j o n e s
recolocar	r e k o l o k a ɾ
recreacionales	r e k ɾ e a s j o n a l e s
redi	r e d i
reflejas	r e f l e x a s
refugiaban	r e f u x j a b a n
regresarás	r e ɡ ɾ e s a ɾ a s
regresivas	r e ɡ ɾ e s i b a s
rehaciendo	r e a s j e n d o
rental	r e n t a l
repercutiendo	r e p e ɾ k u t j e n d o
replicarse	r e p l i k a ɾ s e
repriman	r e p ɾ i m a n
resolvían	r e s o l b i a n
retendrá	r e t e n d ɾ a
retornaba	r e t o ɾ n a b a
retrasará	r e t ɾ a s a ɾ a
revierten	r e b j e ɾ t e n
revolotea	r e b o l o t e a
ribeyro	r i b e i ɾ o
riquer	r i k e ɾ
riquisima	r i k i s i m a
ritondo	r i t o n d o
romaníes	r o m a n i e s
rotatorios	r o t a t o ɾ j o s
rugbiers	r u ɡ b j e ɾ s
rumbas	r u m b a s
rutilio	r u t i l j o
ruzafa	r u s a f a
saban	s a b a n
sabotea	s a b o t e a
sacala	s a k a l a
saiyan	s a i ʝ a n
salobreña	s a l o b ɾ e ɲ a
samuelson	s a m w e l s o n
sanlucar	s a n l u k a ɾ
sarcásticas	s a ɾ k a s t i k a s
schnauzer	e ʃ n a u s e ɾ
sedanes	s e d a n e s
semicirculares	s e m i s i ɾ k u l a ɾ e s
sensitive	s e n s i t i b e
sentence	s e n t e n s e
serca	s e ɾ k a
servian	s e ɾ b j a n
sesi	s e s i
shakhtar	ʃ a k t a ɾ
shri	ʃ ɾ i
silban	s i l b a n
sissy	s i s i
sixers	s i ɡ s e ɾ s
skay	e s k e i
slams	e s l a m s
sniff	e s n i f
snm	e s e n e m
sobrecargas	s o b ɾ e k a ɾ ɡ a s
socavan	s o k a b a n
soltaran	s o l t a ɾ a n
sorbetes	s o ɾ b e t e s
sorpréndeme	s o ɾ p ɾ e n d e m e
sostenedores	s o s t e n e d o ɾ e s
spiritual	e s p i ɾ i t w a l
standup	e s t a n d u p
subsectores	s u b s e ɡ t o ɾ e s
sucesorios	s u s e s o ɾ j o s
sufragistas	s u f ɾ a x i s t a s
sullana	s u ʝ a n a
sulpicio	s u l p i s j o
superarnos	s u p e ɾ a ɾ n o s
superboy	s u p e ɾ b o i
supresiones	s u p ɾ e s j o n e s
supéralo	s u p e ɾ a l o
sustentó	s u s t e n t o
sustituimos	s u s t i t w i m o s
suzette	s u s e t
tabitha	t a b i t a
talló	t a ʝ o
talía	t a l i a
taria	t a ɾ j a
tass	t a s
tecos	t e k o s
tetitas	t e t i t a s
theodora	t e o d o ɾ a
tiente	t j e n t e
timeo	t i m e o
tirá	t i ɾ a
tiu	t j u
toas	t o a s
tole	t o l e
tomáis	t o m a i s
transbordos	t ɾ a n s b o ɾ d o s
transformas	t ɾ a n s f o ɾ m a s
transitables	t ɾ a n s i t a b l e s
trasgos	t ɾ a s ɡ o s
trebol	t ɾ e b o l
tria	t ɾ j a
trigueña	t ɾ i ɡ e ɲ a
tronó	t ɾ o n o
trota	t ɾ o t a
trátame	t ɾ a t a m e
tuitee	t w i t e e
tupamaro	t u p a m a ɾ o
tupi	t u p i
turkana	t u ɾ k a n a
turolense	t u ɾ o l e n s e
twiteros	t w i t e ɾ o s
tárrega	t a r e ɡ a
umsa	u m s a
unah	u n a
unitec	u n i t e k
urracas	u r a k a s
utorrent	u t o r e n
valdria	b a l d ɾ j a
valian	b a l j a n
vallehermoso	b a ʝ e e ɾ m o s o
valorarla	b a l o ɾ a ɾ l a
vandal	b a n d a l
vater	b a t e ɾ
venti	b e n t i
verificarla	b e ɾ i f i k a ɾ l a
verifiqué	b e ɾ i f i k e
vertiginosos	b e ɾ t i x i n o s o s
vestia	b e s t j a
viber	b i b e ɾ
villadiego	b i ʝ a d j e ɡ o
villajoyosa	b i ʝ a x o ʝ o s a
virreinatos	b i r e i n a t o s
visayas	b i s a ʝ a s
vispera	b i s p e ɾ a
vitis	b i t i s
vitivinícolas	b i t i b i n i k o l a s
vivó	b i b o
volviéndolo	b o l b j e n d o l o
volá	b o l a
vuk	b u k
whore	w̝ o ɾ
yauco	ʝ a u k o
yesa	ʝ e s a
yuli	ʝ u l i
zam	s a m
zannini	s a n i n i
zipa	s i p a
zita	s i t a
zoque	s o k e
ígnea	i ɡ n e a
και	c e
aaahhh	a a a x
abbie	a b j e
abrazarle	a b ɾ a s a ɾ l e
aburrieron	a b u r j e ɾ o n
academicos	a k a d e m i k o s
acaten	a k a t e n
acolchados	a k o l t͡ʃ a d o s
acoplamientos	a k o p l a m j e n t o s
activaba	a ɡ t i b a b a
adecuando	a d e k w a n d o
adentraron	a d e n t ɾ a ɾ o n
adherencias	a d e ɾ e n s j a s
adolecen	a d o l e s e n
aduriz	a d u ɾ i s
agarrense	a ɡ a r e n s e
aglutinan	a ɡ l u t i n a n
aguantaban	a ɡ w a n t a b a n
aguantaste	a ɡ w a n t a s t e
agudizaron	a ɡ u d i s a ɾ o n
aimée	a i m e e
alarmaron	a l a ɾ m a ɾ o n
alfinal	a l f i n a l
alquerías	a l k e ɾ i a s
altezas	a l t e s a s
altolaguirre	a l t o l a ɡ i r e
alusion	a l u s j o n
amex	a m e ɡ s
amolda	a m o l d a
ampliarán	a m p l j a ɾ a n
amstel	a m s t e l
andie	a n d j e
aneja	a n e x a
anexarse	a n e ɡ s a ɾ s e
angulema	a n ɡ u l e m a
anzoategui	a n s o a t e ɡ i
aparejadores	a p a ɾ e x a d o ɾ e s
apartarnos	a p a ɾ t a ɾ n o s
aplazando	a p l a s a n d o
apoc	a p o k
aprovecharemos	a p ɾ o b e t͡ʃ a ɾ e m o s
apuntala	a p u n t a l a
aragó	a ɾ a ɡ o
archena	a ɾ t͡ʃ e n a
arcor	a ɾ k o ɾ
argumentario	a ɾ ɡ u m e n t a ɾ j o
arosa	a ɾ o s a
arran	a r a n
arranquemos	a r a n k e m o s
arreando	a r e a n d o
arrendó	a r e n d o
arriesgándose	a r j e s ɡ a n d o s e
arrojarlos	a r o x a ɾ l o s
arroyomolinos	a r o ʝ o m o l i n o s
asegurase	a s e ɡ u ɾ a s e
ashcroft	a ʃ k ɾ o f t
ashes	a ʃ e s
asignaban	a s i ɡ n a b a n
asobal	a s o b a l
asociarnos	a s o s j a ɾ n o s
aspera	a s p e ɾ a
asunta	a s u n t a
asustarlos	a s u s t a ɾ l o s
atacarse	a t a k a ɾ s e
atenúan	a t e n u a n
atilano	a t i l a n o
auden	a u d e n
autobombo	a u t o b o m b o
autobot	a u t o b o t
autoproclamó	a u t o p ɾ o k l a m o
averia	a b e ɾ j a
ayudándome	a ʝ u d a n d o m e
azulgranas	a s u l ɡ ɾ a n a s
babea	b a b e a
bacterianos	b a ɡ t e ɾ j a n o s
bahar	b a a ɾ
baines	b a i n e s
bajezas	b a x e s a s
bandit	b a n d i t
baptist	b a b t i s t
baquerizo	b a k e ɾ i s o
baracus	b a ɾ a k u s
barrel	b a r e l
bastille	b a s t i ʝ e
baztán	b a s t a n
beal	b e a l
behar	b e a ɾ
benda	b e n d a
beret	b e ɾ e t
bienaventuranza	b j e n a b e n t u ɾ a n s a
bifurcaciones	b i f u ɾ k a s j o n e s
blanquecinos	b l a n k e s i n o s
bled	b l e d
boaz	b o a s
bolea	b o l e a
bonaire	b o n a i ɾ e
bonino	b o n i n o
boyardos	b o ʝ a ɾ d o s
brindaría	b ɾ i n d a ɾ i a
brindisi	b ɾ i n d i s i
broz	b ɾ o s
burbano	b u ɾ b a n o
bureba	b u ɾ e b a
bué	b w e
cabanellas	k a b a n e ʝ a s
cabin	k a b i n
cagua	k a ɡ w a
calvi	k a l b i
cambiare	k a m b j a ɾ e
candilejas	k a n d i l e x a s
capelo	k a p e l o
carabajal	k a ɾ a b a x a l
carcinomas	k a ɾ s i n o m a s
carecieron	k a ɾ e s j e ɾ o n
caretear	k a ɾ e t e a ɾ
cartela	k a ɾ t e l a
casate	k a s a t e
casquetes	k a s k e t e s
castilleja	k a s t i ʝ e x a
catalogaron	k a t a l o ɡ a ɾ o n
causarme	k a u s a ɾ m e
cazarlos	k a s a ɾ l o s
cdma	s e d e m a
celan	s e l a n
centelleantes	s e n t e ʝ e a n t e s
centras	s e n t ɾ a s
cerutti	s e ɾ u t i
cfdi	s e ɛ f d i
champotón	t͡ʃ a m p o t o n
chamula	t͡ʃ a m u l a
chernov	t͡ʃ e ɾ n o b
chicureo	t͡ʃ i k u ɾ e o
chihuahuas	t͡ʃ i w a w a s
chilito	t͡ʃ i l i t o
cib	s i b
cinderella	s i n d e ɾ e ʝ a
citizenship	s i t i s e n ʃ i p
clamaron	k l a m a ɾ o n
clik	k l i k
clodomiro	k l o d o m i ɾ o
closing	k l o s i n
cobas	k o b a s
cobrarnos	k o b ɾ a ɾ n o s
cochecitos	k o t͡ʃ e s i t o s
cogerán	k o x e ɾ a n
cognitive	k o ɡ n i t i b e
colaboras	k o l a b o ɾ a s
colchoneros	k o l t͡ʃ o n e ɾ o s
collas	k o ʝ a s
compartio	k o m p a ɾ t j o
compito	k o m p i t o
compositiva	k o m p o s i t i b a
comprometedores	k o m p ɾ o m e t e d o ɾ e s
conapred	k o n a p ɾ e d
concentrarán	k o n s e n t ɾ a ɾ a n
concuerden	k o n k w e ɾ d e n
conferirle	k o n f e ɾ i ɾ l e
conforta	k o n f o ɾ t a
consiliario	k o n s i l j a ɾ j o
console	k o n s o l e
contaminarse	k o n t a m i n a ɾ s e
contemplarlo	k o n t e m p l a ɾ l o
contenciosa	k o n t e n s j o s a
continuaciones	k o n t i n w a s j o n e s
contraerá	k o n t ɾ a e ɾ a
contrapropuesta	k o n t ɾ a p ɾ o p w e s t a
contrataste	k o n t ɾ a t a s t e
contributivo	k o n t ɾ i b u t i b o
convencemos	k o m b e n s e m o s
convergieron	k o m b e ɾ x j e ɾ o n
corajes	k o ɾ a x e s
corbyn	k o ɾ b i n
cornellá	k o ɾ n e ʝ a
corregirá	k o r e x i ɾ a
correlativas	k o r e l a t i b a s
corresponsables	k o r e s p o n s a b l e s
cosgrove	k o s ɡ ɾ o b e
cosió	k o s j o
cotizaba	k o t i s a b a
coyne	k o i n
croatia	k ɾ o a t j a
créanlo	k ɾ e a n l o
créase	k ɾ e a s e
csp	s e ɛ s p e
cuaternaria	k w a t e ɾ n a ɾ j a
cuelas	k w e l a s
cuestioné	k w e s t j o n e
cuidándose	k w i d a n d o s e
culitos	k u l i t o s
culminaba	k u l m i n a b a
cultive	k u l t i b e
culver	k u l b e ɾ
dadá	d a d a
dahmer	d a m e ɾ
deadly	d e a d l i
decimotercer	d e s i m o t e ɾ s e ɾ
declararlos	d e k l a ɾ a ɾ l o s
defendes	d e f e n d e s
defraudaron	d e f ɾ a u d a ɾ o n
dependiese	d e p e n d j e s e
derramé	d e r a m e
desacreditando	d e s a k ɾ e d i t a n d o
desactiven	d e s a ɡ t i b e n
desafíe	d e s a f i e
desagradaba	d e s a ɡ ɾ a d a b a
desaprovechó	d e s a p ɾ o b e t͡ʃ o
desarmaron	d e s a ɾ m a ɾ o n
descansarán	d e s k a n s a ɾ a n
descuidamos	d e s k w i d a m o s
desdeña	d e s d e ɲ a
desentiende	d e s e n t j e n d e
desentierra	d e s e n t j e r a
desmorone	d e s m o ɾ o n e
despreciaban	d e s p ɾ e s j a b a n
desvarío	d e s b a ɾ i o
deten	d e t e n
diamantina	d j a m a n t i n a
dibujara	d i b u x a ɾ a
diplomatico	d i p l o m a t i k o
discrepamos	d i s k ɾ e p a m o s
disculpaba	d i s k u l p a b a
disculpeme	d i s k u l p e m e
discutirlas	d i s k u t i ɾ l a s
disfrazarme	d i s f ɾ a s a ɾ m e
disquisiciones	d i s k i s i s j o n e s
distraida	d i s t ɾ a i d a
distraía	d i s t ɾ a i a
divertidísima	d i b e ɾ t i d i s i m a
divisan	d i b i s a n
donara	d o n a ɾ a
dorne	d o ɾ n e
downton	d a u n t o n
droguerías	d ɾ o ɡ e ɾ i a s
droides	d ɾ o i d e s
duns	d u n s
ebrias	e b ɾ j a s
educació	e d u k a s j o
ejecutables	e x e k u t a b l e s
eldar	e l d a ɾ
embargaron	e m b a ɾ ɡ a ɾ o n
emocionando	e m o s j o n a n d o
empeñe	e m p e ɲ e
empujas	e m p u x a s
encenderla	e n s e n d e ɾ l a
endeudó	e n d e u d o
enfocarlo	e n f o k a ɾ l o
engalanan	e n ɡ a l a n a n
engancharon	e n ɡ a n t͡ʃ a ɾ o n
enlista	e n l i s t a
ensalzando	e n s a l s a n d o
ensenadas	e n s e n a d a s
enséñales	e n s e ɲ a l e s
enteraban	e n t e ɾ a b a n
entregare	e n t ɾ e ɡ a ɾ e
entusiasme	e n t u s j a s m e
envenenaron	e m b e n e n a ɾ o n
envolví	e m b o l b i
envolvían	e m b o l b i a n
envíenme	e m b i e m m e
epistemológicos	e p i s t e m o l o x i k o s
equinox	e k i n o ɡ s
erda	e ɾ d a
erigiendo	e ɾ i x j e n d o
erré	e r e
escenografías	e s e n o ɡ ɾ a f i a s
escogeré	e s k o x e ɾ e
esperándole	e s p e ɾ a n d o l e
espriu	e s p ɾ j u
esquiroles	e s k i ɾ o l e s
estadual	e s t a d w a l
estates	e s t a t e s
estenssoro	e s t e n s o ɾ o
europarlamentarios	e u ɾ o p a ɾ l a m e n t a ɾ j o s
eurosport	e u ɾ o s p o ɾ
evaluaba	e b a l w a b a
ewa	e w a
examinarán	e ɡ s a m i n a ɾ a n
exclamo	e ɡ s k l a m o
explicitamente	e ɡ s p l i s i t a m e n t e
exploring	e ɡ s p l o ɾ i n
extesorero	e ɡ s t e s o ɾ e ɾ o
extranjerismos	e ɡ s t ɾ a n x e ɾ i s m o s
exógenos	e ɡ s o x e n o s
fabienne	f a b j e n n e
fabulous	f a b u l o u s
famélico	f a m e l i k o
farhan	f a ɾ a n
fastidien	f a s t i d j e n
fatale	f a t a l e
fausta	f a u s t a
fcb	e f s e b e
fetichistas	f e t i t͡ʃ i s t a s
fifí	f i f i
filosas	f i l o s a s
fins	f i n s
fiske	f i s k e
flanquean	f l a n k e a n
fluctuando	f l u ɡ t w a n d o
fluirá	f l w i ɾ a
fola	f o l a
folie	f o l j e
formalice	f o ɾ m a l i s e
fosforito	f o s f o ɾ i t o
foxconn	f o ɡ s k o n
franchi	f ɾ a n t͡ʃ i
francofonía	f ɾ a n k o f o n i a
frenará	f ɾ e n a ɾ a
fruela	f ɾ w e l a
fukui	f u k w i
furio	f u ɾ j o
fálica	f a l i k a
gado	ɡ a d o
galba	ɡ a l b a
garchas	ɡ a ɾ t͡ʃ a s
generaran	x e n e ɾ a ɾ a n
gerardi	x e ɾ a ɾ d i
geriátricos	x e ɾ j a t ɾ i k o s
giannis	x j a n i s
gibbon	x i b b o n
giral	x i ɾ a l
glorifican	ɡ l o ɾ i f i k a n
golpees	ɡ o l p e e s
goncalves	ɡ o n k a l b e s
gopal	ɡ o p a l
gord	ɡ o ɾ d
gosh	ɡ o ʃ
gotcha	ɡ o t͡ʃ a
granulosa	ɡ ɾ a n u l o s a
graníticas	ɡ ɾ a n i t i k a s
griesa	ɡ ɾ j e s a
gritería	ɡ ɾ i t e ɾ i a
grosse	ɡ ɾ o s e
guarapo	ɡ w a ɾ a p o
guaros	ɡ w a ɾ o s
guastavino	ɡ w a s t a b i n o
guede	ɡ e d e
guen	ɡ e n
hacerce	a s e ɾ s e
hadji	a d x i
haruka	a ɾ u k a
hatha	a t a
hediondos	e d j o n d o s
heilongjiang	e i l o n x j a n
heitor	e i t o ɾ
henkel	e n k e l
hidrata	i d ɾ a t a
hikari	i k a ɾ i
hiragana	i ɾ a ɡ a n a
homeopáticos	o m e o p a t i k o s
horny	o ɾ n i
hortense	o ɾ t e n s e
huberto	u b e ɾ t o
huerfano	w̝ e ɾ f a n o
hungarian	u n ɡ a ɾ j a n
hus	u s
iche	i t͡ʃ e
imponibles	i m p o n i b l e s
importadoras	i m p o ɾ t a d o ɾ a s
imran	i m ɾ a n
incalificable	i n k a l i f i k a b l e
incisa	i n s i s a
inclinará	i n k l i n a ɾ a
incorporaría	i n k o ɾ p o ɾ a ɾ i a
incre	i n k ɾ e
incrustó	i n k ɾ u s t o
inder	i n d e ɾ
