a	ɐ
sintáticas	s ĩ t ɐ t ʃ i k ɐ s
sintático	s ĩ t ɐ t ʃ i k u
sintética	s ĩ t ɛ t ʃ i k ɐ
sintéticas	s ĩ t ɛ t ʃ i k ɐ s
sintético	s ĩ t ɛ t ʃ i k u
sintéticos	s ĩ t ɛ t ʃ i k u s
sinuca	s ĩ n u k ɐ
sinuosa	s ĩ n u ɔ z ɐ
sinuosas	s ĩ n u ɔ z ɐ s
sinuosidade	s ĩ n u o z i d ɐ d ʒ i
sinuoso	s ĩ n u o z u
sinusite	s ĩ n u z i t ʃ i
sinval	s ĩ v ɐw
sinésio	s ĩ n ɛ z i u
sinônimo	s ĩ n o n ĩ m u
sinônimos	s ĩ n o n ĩ m u s
siomara	s i o m ɐ ɾ ɐ
sion	s i õ
sionismo	s i o n i z m u
sionista	s i o n i s t ɐ
sionistas	s i o n i s t ɐ s
siqueira	s i k ej ɾ ɐ
sir	s i ɹ
sirakov	s i ɾ ɐ k o v
sirena	s i ɾ ẽ n ɐ
sirene	s i ɾ e n i
sirenes	s i ɾ ẽ n i s
sirens	s i ɾ ẽ s
siri	s i ɾ i
sirigaita	s i ɾ i ɡ ɐj t ɐ
sirkis	s i ɹ k i j s
siro	s i ɾ u
siroco	s i ɾ o k u
siron	s i ɾ õ
sirotsky	s i ɾ o t ʃ s k i
sirva	s i ʁ v ɐ
sirvam	s i ʁ v ɐ̃w̃
sirvo	s i ʁ v u
sis	s i j s
sisal	s i z ɐw
sisgraph	s i z ɡ ɾ ɐ f
sisley	s i s l e i
sismologia	s i z m o l o ʒ i ɐ
sismógrafo	s i z m ɔ ɡ ɾ ɐ f u
sissy	s i s i
sistel	s i s t ɛw
sistema	s i s t ẽ m ɐ
sistemas	s i s t ẽ m ɐ s
sistematicamente	s i s t e m ɐ t ʃ i k ɐ m ẽ t ʃ i
sistematizar	s i s t e m ɐ t ʃ i z ɐ ɹ
sistematização	s i s t e m ɐ t ʃ i z ɐ s ɐ̃w̃
sistemática	s i s t e m ɐ t ʃ i k ɐ
sistemáticas	s i s t e m ɐ t ʃ i k ɐ s
sistemático	s i s t e m ɐ t ʃ i k u
sistemáticos	s i s t e m ɐ t ʃ i k u s
sister	s i s t e ɹ
sistina	s i s t ʃ ĩ n ɐ
sistêmica	s i s t e m i k ɐ
sistêmico	s i s t e m i k u
sisuda	s i z u d ɐ
sisudez	s i z u d ej s
sisudo	s i z u d u
sitiada	s i t ʃ i ɐ d ɐ
sitiadas	s i t ʃ i ɐ d ɐ s
sitiado	s i t ʃ i ɐ d u
sitiados	s i t ʃ i ɐ d u s
sitiam	s i t ʃ i ɐ̃w̃
sitiante	s i t ʃ i ɐ̃ t ʃ i
sitiar	s i t ʃ i ɐ ɹ
sitkovetski	s i t ʃ k o v e t ʃ s k i
sitter	s i t ʃ t e ɹ
situa	s i t u ɐ
situacionista	s i t u ɐ s i o n i s t ɐ
situada	s i t u ɐ d ɐ
situadas	s i t u ɐ d ɐ s
situado	s i t u ɐ d u
situados	s i t u ɐ d u s
situam	s i t u ɐ̃w̃
situando	s i t u ɐ̃ d u
situar	s i t u ɐ ɹ
situavam	s i t u ɐ v ɐ̃w̃
situação	s i t u ɐ s ɐ̃w̃
situações	s i t u ɐ s õj̃ s
situou	s i t u ow
situá	s i t u ɐ
siv	s i v
sivam	s i v ɐ̃w̃
sivan	s i v ɐ̃
sivuca	s i v u k ɐ
six	s i k s
sixto	s i ʃ t u
size	s i z i
siècle	s i ɛ k l i
sk	s k
ska	s k ɐ
skank	s k ɐ̃ k
skate	s k ɐ t ʃ i
skatista	s k ɐ t ʃ i s t ɐ
skatistas	s k ɐ t ʃ i s t ɐ s
skf	s k f
ski	s k i
skidelsky	s k i d ew s k i
skidmore	s k i d ʒ m o ɾ i
skies	s k i i s
skindô	s k ĩ d ʒ o
skinhead	s k ĩ ɲ e ɐ d ʒ
skinheads	s k ĩ ɲ e ɐ d ʒ s
skinner	s k ĩ n e ɹ
skis	s k i j s
skol	s k ɔ w
skowa	s k ow ɐ
skultura	s k u w t u ɾ ɐ
sky	s k i
skyhawks	s k i ɐw k s
skywalker	s k iw ɐw k e ɹ
sl	s w
slacker	s l ɐ k k e ɹ
slalom	s l ɐ l õ
slam	s l ɐ̃w̃
slater	s l ɐ t e ɹ
slatkin	s l ɐ t ʃ k ĩ
slayer	s l ɐj e ɹ
slc	s w k
sle	s l i
sleep	s l e e p
slick	s l i k k
slide	s l i d ʒ i
slides	s l i d ʒ i s
slim	s l ĩ
slims	s l ĩ s
slinger	s l ĩ ʒ e ɹ
sloan	s l o ɐ̃
slobodan	s l o b o d ɐ̃
slogan	s l o ɡ ɐ̃
slogans	s l o ɡ ɐ̃ s
sloterdijk	s l o t e ʁ d ʒ i ʒ k
slow	s l ow
sluizer	s l uj z e ɹ
slx	s w k s
sly	s w i
sm	s m
small	s m ɐw w
smart	s m ɐ ɹ t ʃ
smashing	s m ɐ ʃ ĩ ɡ
smedt	s m e d ʒ t ʃ
smells	s m ew w s
smilla	s m iw l ɐ
smirnoff	s m i ʁ n o f f
smith	s m i t ʃ
smithfield	s m i t f i ew d ʒ
smiths	s m i t s
smithsonian	s m i t s o n i ɐ̃
smits	s m i t ʃ s
smokey	s m o k e i
smoking	s m o k ĩ ɡ
smokings	s m o k ĩ ɡ s
smolan	s m o l ɐ̃
smoot	s m o o t ʃ
smorgasbord	s m o ʁ ɡ ɐ z b o ʁ d ʒ
smt	s m t ʃ
smurch	s m u ɹ ʃ
sn	s n
sni	s n i
snickers	s n i k k e ɹ s
snipes	s n i p i s
snoop	s n o o p
snowboard	s n ow b o ɐ ʁ d ʒ
snowmass	s n ow m ɐ s
snowmobile	s n ow m o b i l i
snowtime	s n ow t ʃ ĩ m i
so	s u
soa	s o ɐ
soalho	s o ɐ ʎ u
soam	s o ɐ̃w̃
soando	s o ɐ̃ d u
soap	s o ɐ p
soar	s o ɐ ɹ
soaram	s o ɐ ɾ ɐ̃w̃
soares	s o ɐ ɾ i s
soaria	s o ɐ ɾ i ɐ
soava	s o ɐ v ɐ
sob	s o b
sobe	s o b i
sobeet	s o b e e t ʃ
sobel	s o b ɛw
sobem	s o b ẽj̃
soberana	s o b e ɾ ɐ̃ n ɐ
soberania	s o b e ɾ ɐ n i ɐ
soberano	s o b e ɾ ɐ̃ n u
soberanos	s o b e ɾ ɐ̃ n u s
soberba	s o b e ʁ b ɐ
soberbo	s o b e ʁ b u
sobra	s o b ɾ ɐ
sobradinho	s o b ɾ ɐ d ʒ ĩ ɲ u
sobrado	s o b ɾ ɐ d u
sobrados	s o b ɾ ɐ d u s
sobral	s o b ɾ ɐw
sobram	s o b ɾ ɐ̃w̃
sobrancelha	s o b ɾ ɐ̃ s e ʎ ɐ
sobrancelhas	s o b ɾ ɐ̃ s e ʎ ɐ s
sobrando	s o b ɾ ɐ̃ d u
sobrar	s o b ɾ ɐ ɹ
sobraram	s o b ɾ ɐ ɾ ɐ̃w̃
sobrarem	s o b ɾ ɐ ɾ ẽj̃
sobraria	s o b ɾ ɐ ɾ i ɐ
sobrariam	s o b ɾ ɐ ɾ i ɐ̃w̃
sobrará	s o b ɾ ɐ ɾ ɐ
sobrarão	s o b ɾ ɐ ɾ ɐ̃w̃
sobras	s o b ɾ ɐ s
sobrava	s o b ɾ ɐ v ɐ
sobravam	s o b ɾ ɐ v ɐ̃w̃
sobre	s o b ɾ i
sobreaviso	s o b ɾ e ɐ v i z u
sobrecarga	s o b ɾ e k ɐ ʁ ɡ ɐ
sobrecarrega	s o b ɾ e k ɐ ʁ e ɡ ɐ
sobrecarregada	s o b ɾ e k ɐ ʁ e ɡ ɐ d ɐ
sobrecarregado	s o b ɾ e k ɐ ʁ e ɡ ɐ d u
sobrecarregados	s o b ɾ e k ɐ ʁ e ɡ ɐ d u s
sobrecarregando	s o b ɾ e k ɐ ʁ e ɡ ɐ̃ d u
sobrecarregar	s o b ɾ e k ɐ ʁ e ɡ ɐ ɹ
sobrecoxa	s o b ɾ e k o ʃ ɐ
sobreerguer	s o b ɾ e e ʁ ɡ e ɹ
sobreloja	s o b ɾ e l o ʒ ɐ
sobrelotação	s o b ɾ e l o t ɐ s ɐ̃w̃
sobremaneira	s o b ɾ e m ɐ n ej ɾ ɐ
sobremesa	s o b ɾ e m e z ɐ
sobremesas	s o b ɾ e m e z ɐ s
sobrenaturais	s o b ɾ e n ɐ t u ɾ ɐj s
sobrenatural	s o b ɾ e n ɐ t u ɾ ɐw
sobrenome	s o b ɾ e n õ m i
sobrenomes	s o b ɾ e n õ m i s
sobrepairar	s o b ɾ e p ɐj ɾ ɐ ɹ
sobrepondo	s o b ɾ e p õ d u
sobrepor	s o b ɾ e p o ɹ
sobreposição	s o b ɾ e p o z i s ɐ̃w̃
sobreposições	s o b ɾ e p o z i s õj̃ s
sobreposta	s o b ɾ e p o s t ɐ
sobrepostas	s o b ɾ e p o s t ɐ s
sobrepostos	s o b ɾ e p o s t u s
sobrepreço	s o b ɾ e p ɾ e s u
sobrepujar	s o b ɾ e p u ʒ ɐ ɹ
sobrepujou	s o b ɾ e p u ʒ ow
sobrepõe	s o b ɾ e p õj̃
sobrepõem	s o b ɾ e p õj̃ m
sobrescritar	s o b ɾ e s k ɾ i t ɐ ɹ
sobressaem	s o b ɾ e s ɐj m
sobressai	s o b ɾ e s ɐj
sobressair	s o b ɾ e s ɐj ɹ
sobressaiu	s o b ɾ e s ɐj w
sobressalente	s o b ɾ e s ɐ l ẽ t ʃ i
sobressalentes	s o b ɾ e s ɐ l ẽ t ʃ i s
sobressaltar	s o b ɾ e s ɐw t ɐ ɹ
sobressalto	s o b ɾ e s ɐw t u
sobressaltos	s o b ɾ e s ɐw t u s
sobrestimar	s o b ɾ e s t ʃ ĩ m ɐ ɹ
sobretaxa	s o b ɾ e t ɐ ʃ ɐ
sobretaxar	s o b ɾ e t ɐ ʃ ɐ ɹ
sobretaxas	s o b ɾ e t ɐ ʃ ɐ s
sobretudo	s o b ɾ e t u d u
sobrevalorizada	s o b ɾ e v ɐ l o ɾ i z ɐ d ɐ
sobrevalorizado	s o b ɾ e v ɐ l o ɾ i z ɐ d u
sobrevalorização	s o b ɾ e v ɐ l o ɾ i z ɐ s ɐ̃w̃
sobrevida	s o b ɾ e v i d ɐ
sobrevir	s o b ɾ e v i ɹ
sobreviva	s o b ɾ e v i v ɐ
sobrevivam	s o b ɾ e v i v ɐ̃w̃
sobrevive	s o b ɾ e v i v i
sobrevivem	s o b ɾ e v i v ẽj̃
sobrevivemos	s o b ɾ e v i v ẽ m u s
sobrevivendo	s o b ɾ e v i v ẽ d u
sobrevivente	s o b ɾ e v i v ẽ t ʃ i
sobreviventes	s o b ɾ e v i v ẽ t ʃ i s
sobreviver	s o b ɾ e v i v e ɹ
sobreviveram	s o b ɾ e v i v e ɾ ɐ̃w̃
sobreviverem	s o b ɾ e v i v e ɾ ẽj̃
sobreviveria	s o b ɾ e v i v e ɾ i ɐ
sobreviveriam	s o b ɾ e v i v e ɾ i ɐ̃w̃
sobreviverá	s o b ɾ e v i v e ɾ ɐ
sobreviverão	s o b ɾ e v i v e ɾ ɐ̃w̃
sobrevivesse	s o b ɾ e v i v e s i
sobreviveu	s o b ɾ e v i v ew
sobrevivi	s o b ɾ e v i v i
sobrevivido	s o b ɾ e v i v i d u
sobrevivência	s o b ɾ e v i v ẽ s i ɐ
sobrevoa	s o b ɾ e v o ɐ
sobrevoam	s o b ɾ e v o ɐ̃w̃
sobrevoando	s o b ɾ e v o ɐ̃ d u
sobrevoar	s o b ɾ e v o ɐ ɹ
sobrevoaram	s o b ɾ e v o ɐ ɾ ɐ̃w̃
sobrevoava	s o b ɾ e v o ɐ v ɐ
sobrevoavam	s o b ɾ e v o ɐ v ɐ̃w̃
sobrevoou	s o b ɾ e v o ow
sobriedade	s o b ɾ i e d ɐ d ʒ i
sobrinha	s o b ɾ ĩ ɲ ɐ
sobrinhas	s o b ɾ ĩ ɲ ɐ s
sobrinho	s o b ɾ ĩ ɲ u
sobrinhos	s o b ɾ ĩ ɲ u s
sobrou	s o b ɾ ow
socar	s o k ɐ ɹ
soccer	s o k s e ɹ
sociabilidade	s o s i ɐ b i l i d ɐ d ʒ i
sociais	s o s i ɐj s
social	s o s i ɐw
socialismo	s o s i ɐ l i z m u
socialista	s o s i ɐ l i s t ɐ
socialistas	s o s i ɐ l i s t ɐ s
socialite	s o s i ɐ l i t ʃ i
socialites	s o s i ɐ l i t ʃ i s
socializar	s o s i ɐ l i z ɐ ɹ
socialização	s o s i ɐ l i z ɐ s ɐ̃w̃
socialmente	s o s i ɐw m ẽ t ʃ i
socias	s o s i ɐ s
socicam	s o s i k ɐ̃w̃
sociedad	s o s i e d ɐ d ʒ
sociedade	s o s i e d ɐ d ʒ i
sociedades	s o s i e d ɐ d ʒ i s
society	s o s i e t ʃ i
societária	s o s i e t ɐ ɾ i ɐ
societárias	s o s i e t ɐ ɾ i ɐ s
societário	s o s i e t ɐ ɾ i u
sociocultural	s o s i o k u w t u ɾ ɐw
socioeconômica	s o s i o e k o n o m i k ɐ
socioeconômicas	s o s i o e k o n o m i k ɐ s
socioeconômico	s o s i o e k o n o m i k u
socioeconômicos	s o s i o e k o n o m i k u s
sociologia	s o s i o l o ʒ i ɐ
sociológica	s o s i o l ɔ ʒ i k ɐ
sociológico	s o s i o l ɔ ʒ i k u
sociológicos	s o s i o l ɔ ʒ i k u s
sociável	s o s i ɐ v ew
socióloga	s o s i ɔ l o ɡ ɐ
sociólogo	s o s i ɔ l o ɡ u
sociólogos	s o s i ɔ l o ɡ u s
soco	s o k u
socorre	s o k o ʁ i
socorrer	s o k o ʁ e ɹ
socorreram	s o k o ʁ e ɾ ɐ̃w̃
socorreu	s o k o ʁ ew
socorrida	s o k o ʁ i d ɐ
socorridas	s o k o ʁ i d ɐ s
socorrido	s o k o ʁ i d u
socorridos	s o k o ʁ i d u s
socorro	s o k o ʁ u
socorros	s o k o ʁ u s
socos	s o k u s
socó	s o k ɔ
socôco	s o k o k u
soda	s o d ɐ
soderbergh	s o d e ʁ b e ʁ ɡ
sodexho	s o d e s u
sodoma	s o d õ m ɐ
sodré	s o d ɾ ɛ
soerguer	s o e ʁ ɡ e ɹ
sof	s o f
sofia	s o f i ɐ
sofisa	s o f i z ɐ
sofisma	s o f i z m ɐ
sofisticada	s o f i s t ʃ i k ɐ d ɐ
sofisticadas	s o f i s t ʃ i k ɐ d ɐ s
sofisticado	s o f i s t ʃ i k ɐ d u
sofisticados	s o f i s t ʃ i k ɐ d u s
sofisticando	s o f i s t ʃ i k ɐ̃ d u
sofisticar	s o f i s t ʃ i k ɐ ɹ
sofisticação	s o f i s t ʃ i k ɐ s ɐ̃w̃
sofisticações	s o f i s t ʃ i k ɐ s õj̃ s
sofitel	s o f i t ɛw
sofra	s o f ɾ ɐ
sofram	s o f ɾ ɐ̃w̃
sofre	s o f ɾ i
sofrear	s o f ɾ e ɐ ɹ
sofredor	s o f ɾ e d o ɹ
sofredores	s o f ɾ e d o ɾ i s
sofreguidão	s o f ɾ e ɡ j d ɐ̃w̃
sofrem	s o f ɾ ẽj̃
sofremos	s o f ɾ ẽ m u s
sofrendo	s o f ɾ ẽ d u
sofrer	s o f ɾ e ɹ
sofrera	s o f ɾ e ɾ ɐ
sofreram	s o f ɾ e ɾ ɐ̃w̃
sofrerem	s o f ɾ e ɾ ẽj̃
sofreria	s o f ɾ e ɾ i ɐ
sofreriam	s o f ɾ e ɾ i ɐ̃w̃
sofrerá	s o f ɾ e ɾ ɐ
sofrerão	s o f ɾ e ɾ ɐ̃w̃
sofresse	s o f ɾ e s i
sofreu	s o f ɾ ew
sofri	s o f ɾ i
sofria	s o f ɾ i ɐ
sofriam	s o f ɾ i ɐ̃w̃
sofrida	s o f ɾ i d ɐ
sofridas	s o f ɾ i d ɐ s
sofrido	s o f ɾ i d u
sofridos	s o f ɾ i d u s
sofrimento	s o f ɾ ĩ m ẽ t u
sofrimentos	s o f ɾ ĩ m ẽ t u s
sofro	s o f ɾ u
sofrível	s o f ɾ i v ew
soft	s o f t ʃ
softkey	s o f t ʃ k e i
softsolution	s o f t ʃ s o l u t ʃ i õ
softsport	s o f t ʃ s p o ɹ t ʃ
software	s o f t ʃ w ɐ ɾ i
softwares	s o f t ʃ w ɐ ɾ i s
sofá	s o f ɐ
sofás	s o f ɐ s
sofística	s o f i s t ʃ i k ɐ
sogra	s o ɡ ɾ ɐ
sogro	s o ɡ ɾ u
soho	s o u
soir	s oj ɹ
soja	s o ʒ ɐ
sokol	s o k ɔ w
sol	s ɔ w
sola	s o l ɐ
solaar	s o l ɐ ɐ ɹ
solado	s o l ɐ d u
solana	s o l ɐ̃ n ɐ
solanas	s o l ɐ̃ n ɐ s
solange	s o l ɐ̃ ʒ i
solano	s o l ɐ̃ n u
solapamento	s o l ɐ p ɐ m ẽ t u
solapar	s o l ɐ p ɐ ɹ
solar	s o l ɐ ɹ
solares	s o l ɐ ɾ i s
solari	s o l ɐ ɾ i
solaris	s o l ɐ ɾ i j s
solarium	s o l ɐ ɾ i ũ
solavanco	s o l ɐ v ɐ̃ k u
solavancos	s o l ɐ v ɐ̃ k u s
solberg	s ow b e ʁ ɡ
sold	s ow d ʒ
solda	s ɔ w d ɐ
soldadesca	s ow d ɐ d e s k ɐ
soldado	s ow d ɐ d u
soldador	s ɔ w d ɐ d o ɹ
soldados	s ow d ɐ d u s
soldar	s ow d ɐ ɹ
soldier	s ow d ʒ i e ɹ
soldo	s ɔ w d u
soldos	s ɔ w d u s
sole	s o l i
soleil	s o l ej w
soleira	s o l ej ɾ ɐ
solene	s o l e n i
solenemente	s o l e n e m ẽ t ʃ i
solenes	s o l ẽ n i s
solenidade	s o l e n i d ɐ d ʒ i
solenidades	s o l e n i d ɐ d ʒ i s
soletrar	s o l e t ɾ ɐ ɹ
soletur	s o l e t u ɹ
solferino	s ow f e ɾ ĩ n u
solicita	s o l i s i t ɐ
solicitada	s o l i s i t ɐ d ɐ
solicitadas	s o l i s i t ɐ d ɐ s
solicitado	s o l i s i t ɐ d u
solicitados	s o l i s i t ɐ d u s
solicitam	s o l i s i t ɐ̃w̃
solicitamos	s o l i s i t ɐ̃ m u s
solicitando	s o l i s i t ɐ̃ d u
solicitar	s o l i s i t ɐ ɹ
solicitaram	s o l i s i t ɐ ɾ ɐ̃w̃
solicitação	s o l i s i t ɐ s ɐ̃w̃
solicitações	s o l i s i t ɐ s õj̃ s
solicite	s o l i s i t ʃ i
solicitei	s o l i s i t ej
solicito	s o l i s i t u
solicitou	s o l i s i t ow
solicitude	s o l i s i t u d ʒ i
solidamente	s o l i d ɐ m ẽ t ʃ i
solidariedade	s o l i d ɐ ɾ i e d ɐ d ʒ i
solidarizar	s o l i d ɐ ɾ i z ɐ ɹ
solidez	s o l i d ej s
solidificar	s o l i d ʒ i f i k ɐ ɹ
solidificação	s o l i d ʒ i f i k ɐ s ɐ̃w̃
solidária	s o l i d ɐ ɾ i ɐ
solidárias	s o l i d ɐ ɾ i ɐ s
solidário	s o l i d ɐ ɾ i u
solidários	s o l i d ɐ ɾ i u s
solidão	s o l i d ɐ̃w̃
solimeo	s o l ĩ m e u
solimões	s o l ĩ m õj̃ s
solis	s o l i j s
solista	s o l i s t ɐ
solistas	s o l i s t ɐ s
solitariamente	s o l i t ɐ ɾ i ɐ m ẽ t ʃ i
solitária	s o l i t ɐ ɾ i ɐ
solitárias	s o l i t ɐ ɾ i ɐ s
solitário	s o l i t ɐ ɾ i u
solitários	s o l i t ɐ ɾ i u s
soljenitsin	s ow ʒ e n i t ʃ s ĩ
sollberger	s ow w b e ʁ ʒ e ɹ
sollo	s ɔ w l u
solo	s o l u
solomon	s o l õ m õ
solon	s o l õ
solos	s o l u s
solstício	s ow s t ʃ i s i u
solta	s ɔ w t ɐ
soltado	s ow t ɐ d u
soltam	s ɔ w t ɐ̃w̃
soltando	s ow t ɐ̃ d u
soltar	s ow t ɐ ɹ
soltaram	s ow t ɐ ɾ ɐ̃w̃
soltas	s ɔ w t ɐ s
solte	s ɔ w t ʃ i
solteira	s ow t ej ɾ ɐ
solteiras	s ow t ej ɾ ɐ s
solteiro	s ow t ej ɾ u
solteirona	s ow t ej ɾ o n ɐ
solteiros	s ow t ej ɾ u s
solteirão	s ow t ej ɾ ɐ̃w̃
solteirões	s ow t ej ɾ õj̃ s
solti	s ow t ʃ i
solto	s ɔ w t u
soltos	s ɔ w t u s
soltou	s ɔ w t ow
soltura	s ow t u ɾ ɐ
soltá	s ow t ɐ
soluciona	s o l u s i õ n ɐ
solucionada	s o l u s i o n ɐ d ɐ
solucionadas	s o l u s i o n ɐ d ɐ s
solucionado	s o l u s i o n ɐ d u
solucionados	s o l u s i o n ɐ d u s
solucionar	s o l u s i o n ɐ ɹ
solucionou	s o l u s i õ n ow
solucioná	s o l u s i o n ɐ
soluçante	s o l u s ɐ̃ t ʃ i
soluçar	s o l u s ɐ ɹ
soluço	s o l u s u
soluços	s o l u s u s
solução	s o l u s ɐ̃w̃
soluções	s o l u s õj̃ s
solvente	s ow v ẽ t ʃ i
solventes	s ow v ẽ t ʃ i s
solvência	s ow v ẽ s i ɐ
solás	s o l ɐ s
solícito	s o l i s i t u
solís	s o l i s
solúvel	s o l u v ew
som	s õ
soma	s õ m ɐ
somada	s o m ɐ d ɐ
somadas	s o m ɐ d ɐ s
somado	s o m ɐ d u
somados	s o m ɐ d u s
somali	s o m ɐ l i
somalis	s o m ɐ l i j s
somam	s õ m ɐ̃w̃
somando	s o m ɐ̃ d u
somar	s o m ɐ ɹ
somaram	s o m ɐ ɾ ɐ̃w̃
somarem	s o m ɐ ɾ ẽj̃
somaria	s o m ɐ ɾ i ɐ
somarmos	s o m ɐ ʁ m u s
somará	s o m ɐ ɾ ɐ
somas	s õ m ɐ s
somatória	s o m ɐ t ɔ ɾ i ɐ
somatório	s o m ɐ t ɔ ɾ i u
somava	s o m ɐ v ɐ
somavam	s o m ɐ v ɐ̃w̃
sombra	s õ b ɾ ɐ
sombras	s õ b ɾ ɐ s
sombrero	s õ b ɾ e ɾ u
sombria	s õ b ɾ i ɐ
sombrias	s õ b ɾ i ɐ s
sombrinha	s õ b ɾ ĩ ɲ ɐ
sombrio	s õ b ɾ i u
sombrios	s õ b ɾ i u s
some	s õ m i
somebody	s o m e b o d ʒ i
somem	s õ m ẽj̃
somente	s o m ẽ t ʃ i
somenzari	s o m ẽ z ɐ ɾ i
somerset	s o m e ɹ s e t ʃ
something	s o m e t ĩ ɡ
sommelier	s õ m e l i e ɹ
sommeliers	s õ m e l i e ɹ s
sommer	s õ m e ɹ
somos	s õ m u s
somou	s õ m ow
somoza	s õ m o z ɐ
somália	s o m ɐ l i ɐ
son	s õ
sonambulismo	s o n ɐ̃ b u l i z m u
sonata	s o n ɐ t ɐ
sonatas	s o n ɐ t ɐ s
sonda	s õ d ɐ
sondada	s õ d ɐ d ɐ
sondado	s õ d ɐ d u
sondados	s õ d ɐ d u s
sondagem	s õ d ɐ ʒ ẽj̃
sondagens	s õ d ɐ ʒ ẽ s
sondar	s õ d ɐ ɹ
sondas	s õ d ɐ s
sonder	s õ d e ɹ
sondheim	s õ d e ĩ
sondou	s õ d ow
sone	s õ n i
soneca	s o n e k ɐ
sonega	s o n e ɡ ɐ
sonegado	s o n e ɡ ɐ d u
sonegador	s õ n e ɡ ɐ d o ɹ
sonegadores	s õ n e ɡ ɐ d o ɾ i s
sonegados	s o n e ɡ ɐ d u s
sonegam	s o n e ɡ ɐ̃w̃
sonegando	s o n e ɡ ɐ̃ d u
sonegar	s o n e ɡ ɐ ɹ
sonegação	s o n e ɡ ɐ s ɐ̃w̃
sonegou	s õ n e ɡ ow
soneto	s o n e t u
sonetos	s o n e t u s
song	s õ ɡ
songbook	s õ ɡ b o o k
songbooks	s õ ɡ b o o k s
songs	s õ ɡ s
sonha	s õ ɲ ɐ
sonhada	s o ɲ ɐ d ɐ
sonhado	s o ɲ ɐ d u
sonhador	s õ ɲ ɐ d o ɹ
sonhadora	s õ ɲ ɐ d o ɾ ɐ
sonham	s õ ɲ ɐ̃w̃
sonhamos	s o ɲ ɐ̃ m u s
sonhando	s o ɲ ɐ̃ d u
sonhar	s o ɲ ɐ ɹ
sonharam	s o ɲ ɐ ɾ ɐ̃w̃
sonhava	s o ɲ ɐ v ɐ
sonhavam	s o ɲ ɐ v ɐ̃w̃
sonhe	s õ ɲ i
sonhei	s o ɲ ej
sonho	s õ ɲ u
sonhos	s õ ɲ u s
sonhou	s õ ɲ ow
sonia	s o n i ɐ
sonic	s õ n i k
sonics	s õ n i k s
soninha	s o n ĩ ɲ ɐ
sonnenberg	s õ n ẽ b e ʁ ɡ
sonntag	s õ n t ɐ ɡ
sonny	s õ n i
sono	s õ n u
sonografia	s o n o ɡ ɾ ɐ f i ɐ
sonolenta	s o n o l ẽ t ɐ
sonolento	s o n o l ẽ t u
sonolência	s o n o l ẽ s i ɐ
sonoplastia	s o n o p l ɐ s t ʃ i ɐ
sonora	s õ n o ɾ ɐ
sonoras	s õ n o ɾ ɐ s
sonoridade	s o n o ɾ i d ɐ d ʒ i
sonoridades	s o n o ɾ i d ɐ d ʒ i s
sonoro	s õ n o ɾ u
sonoros	s õ n o ɾ u s
sonrisal	s õ ɾ i z ɐw
sons	s õ s
sontag	s õ t ɐ ɡ
sony	s õ i
sonâmbulo	s o n ɐ̃ b u l u
sonífero	s o n i f e ɾ u
soon	s o õ
soou	s o ow
sopa	s o p ɐ
sopapo	s o p ɐ p u
sopapos	s o p ɐ p u s
sopas	s o p ɐ s
sopave	s o p ɐ v i
sopeira	s o p ej ɾ ɐ
sophia	s o f i ɐ
sophie	s o f i
soporífero	s o p o ɾ i f e ɾ u
sopra	s o p ɾ ɐ
sopram	s o p ɾ ɐ̃w̃
soprando	s o p ɾ ɐ̃ d u
soprano	s o p ɾ ɐ̃ n u
sopranos	s o p ɾ ɐ̃ n u s
soprar	s o p ɾ ɐ ɹ
soprava	s o p ɾ ɐ v ɐ
sopro	s o p ɾ u
sopros	s o p ɾ u s
soprou	s o p ɾ ow
sopão	s o p ɐ̃w̃
sopé	s o p ɛ
soquete	s o k e t ʃ i
soquetes	s o k e t ʃ i s
sorato	s o ɾ ɐ t u
soraya	s o ɾ ɐj ɐ
sorber	s o ʁ b e ɹ
sorbonne	s o ʁ b õ n i
sordi	s o ʁ d ʒ i
sordidez	s o ʁ d ʒ i d ej s
sordili	s o ʁ d ʒ i l i
sorgo	s o ʁ ɡ u
soria	s o ɾ i ɐ
soriano	s o ɾ i ɐ̃ n u
sormani	s o ʁ m ɐ n i
soro	s o ɾ u
sorocaba	s o ɾ o k ɐ b ɐ
sorocabana	s o ɾ o k ɐ b ɐ̃ n ɐ
sorologia	s o ɾ o l o ʒ i ɐ
soropositivo	s o ɾ o p o z i t ʃ i v u
soropositivos	s o ɾ o p o z i t ʃ i v u s
soros	s o ɾ u s
sorrah	s o ʁ ɐ
sorrateiramente	s o ʁ ɐ t ej ɾ ɐ m ẽ t ʃ i
sorrateiro	s o ʁ ɐ t ej ɾ u
sorrenti	s o ʁ ẽ t ʃ i
sorri	s o ʁ i
sorria	s o ʁ i ɐ
sorridente	s o ʁ i d ẽ t ʃ i
sorridentes	s o ʁ i d ẽ t ʃ i s
sorriem	s o ʁ i ẽj̃
sorrindo	s o ʁ ĩ d u
sorrir	s o ʁ i ɹ
sorriso	s o ʁ i z u
sorrisos	s o ʁ i z u s
sorriu	s o ʁ iw
sorry	s o ʁ i
sorte	s o ɹ t ʃ i
sorteada	s o ɹ t e ɐ d ɐ
sorteadas	s o ɹ t e ɐ d ɐ s
sorteado	s o ɹ t e ɐ d u
sorteados	s o ɹ t e ɐ d u s
