-al	a l
svobodný	s v o b o d n iː
svobodným	s v o b o d n iː m
svobodovi	s v o b o d o v ɪ
svobodu	s v o b o d u
svobody	s v o b o d ɪ
svobodárna	s v o b o d aː r n a
svodidel	s v o ɟ ɪ d ɛ l
svodidla	s v o ɟ ɪ d l a
svodidlo	s v o ɟ ɪ d l o
svodka	s v o t k a
svojkovičanek	s v o j k o v ɪ t͡ʃ a n ɛ k
svojí	s v o j iː
svojšičanek	s v o j ʃ ɪ t͡ʃ a n ɛ k
svolali	s v o l a l ɪ
svolav	s v o l a f
svolivše	s v o l ɪ f ʃ ɛ
svoloč	s v o l o t͡ʃ
svolána	s v o l aː n a
svorka	s v o r k a
svorkovač	s v o r k o v a t͡ʃ
svou	s v ou̯
svozilová	s v o z ɪ l o v aː
svoč	ʔ ɛ s v ɛː oː t͡ʃ ɛː
svrab	s v r a p
svrabový	s v r a b o v iː
svratka	s v r a t k a
svraštil	s v r a ʃ c ɪ l
svrchní	s v r x ɲ iː
svrchního	s v r x ɲ iː ɦ o
svrchník	s v r x ɲ iː k
svrchovaný	s v r x o v a n iː
svrchovaných	s v r x o v a n iː x
svrci	s v r t͡s ɪ
svrh	s v r x
svrhl	s v r ɦ l
svrhla	s v r ɦ l a
svrhli	s v r ɦ l ɪ
svrhlo	s v r ɦ l o
svrhly	s v r ɦ l ɪ
svrz	s v r s
svrček	s v r t͡ʃ ɛ k
svršek	s v r ʃ ɛ k
svržen	s v r ʒ ɛ n
svržena	s v r ʒ ɛ n a
svá	s v aː
svár	s v aː r
svátek	s v aː t ɛ k
sváteční	s v aː t ɛ t͡ʃ ɲ iː
svátku	s v aː t k u
svátků	s v aː t k uː
svátost	s v aː t o s t
svázaný	s v aː z a n iː
svázat	s v aː z a t
sváření	s v aː r̝ ɛ ɲ iː
své	s v ɛː
svého	s v ɛː ɦ o
svému	s v ɛː m u
svépomoc	s v ɛː p o m o t͡s
svérázný	s v ɛː r aː z n iː
svést	s v ɛː s t
svévole	s v ɛː v o l ɛ
svévolník	s v ɛː v o l ɲ iː k
sví	s v iː
svíce	s v iː t͡s ɛ
svícen	s v iː t͡s ɛ ɲ
svídnice	s v iː d ɲ ɪ t͡s ɛ
svírat	s v iː r a t
svírá	s v iː r aː
svítek	s v iː t ɛ k
svítiplyn	s v iː c ɪ p l ɪ n
svítit	s v iː c ɪ t
svítivka	s v iː c ɪ f k a
svítání	s v iː t aː ɲ iː
svízel	s v iː z ɛ l
svízelný	s v iː z ɛ l ɲ iː
svíčce	s v iː t͡ʃ t͡s ɛ
svíčka	s v iː t͡ʃ k a
svých	s v iː x
svým	s v iː m
svými	s v iː m ɪ
svěcenec	s v j ɛ t͡s ɛ n ɛ t͡s
svěcení	s v j ɛ t͡s ɛ ɲ iː
svědci	s v j ɛ t t͡s ɪ
svědcích	s v j ɛ t t͡s iː x
svědek	s v j ɛ d ɛ k
svědka	s v j ɛ t k a
svědkem	s v j ɛ t k ɛ m
svědkovi	s v j ɛ t k o v ɪ
svědkové	s v j ɛ t k o v ɛː
svědku	s v j ɛ t k u
svědky	s v j ɛ t k ɪ
svědků	s v j ɛ t k uː
svědkům	s v j ɛ t k uː m
svědomí	s v j ɛ d o m iː
svědí	s v j ɛ ɟ iː
svědčilo	s v j ɛ t t͡ʃ ɪ t o
svědčit	s v j ɛ t t͡ʃ ɪ t
svěrač	s v j ɛ r a t͡ʃ
svěrák	s v j ɛ r aː k
svět	s v j ɛ t
světa	s v j ɛ t a
světadíl	s v j ɛ t a ɟ iː l
světci	s v j ɛ t t͡s ɪ
světcův	s v j ɛ t t͡s uː f
světec	s v j ɛ t ɛ t͡s
světelnost	s v j ɛ t ɛ l n o s t
světelná	s v j ɛ t ɛ l n aː
světelný	s v j ɛ t ɛ l n iː
světit	s v j ɛ c ɪ t
světla	s v j ɛ t l a
světlana	s v j ɛ t l a n a
světlo	s v j ɛ t l o
světlomilný	s v j ɛ t l o m ɪ l n iː
světlorodý	s v j ɛ t l o r o d iː
světlost	s v j ɛ t l o s t
světlotisk	s v j ɛ t l o c ɪ s k
světlotěsný	s v j ɛ t l o c ɛ s n iː
světluška	s v j ɛ t l u ʃ k a
světlá	s v j ɛ t l aː
světlík	s v j ɛ t l iː k
světlý	s v j ɛ t l iː
světlých	s v j ɛ t l iː x
světnice	s v j ɛ t ɲ ɪ t͡s ɛ
světoběžník	s v j ɛ t o b j ɛ ʒ ɲ iː k
světovou	s v j ɛ t o v o u
světové	s v j ɛ t o v ɛː
světovém	s v j ɛ t o v ɛː m
světoví	s v j ɛ t o v iː
světový	s v j ɛ t o v iː
světových	s v j ɛ t o v iː x
světský	s v j ɛ t s k iː
světák	s v j ɛ t aː k
světě	s v j ɛ c ɛ
svěď	s v j ɛ c
svěďme	s v j ɛ ɟ m ɛ
svěďte	s v j ɛ c t ɛ
svěřence	s v j ɛ r̝ ɛ n t͡s ɛ
svěřenské	s v j ɛ r̝ ɛ n s k ɛː
svěřenského	s v j ɛ r̝ ɛ n s k ɛː ɦ o
svěřenských	s v j ɛ r̝ ɛ n s k iː x
svěřili	s v j ɛ r̝ ɪ l ɪ
svěřit	s v j ɛ r̝ ɪ t
svěřiv	s v j ɛ r̝ ɪ f
svěť	s v j ɛ c
svěťme	s v j ɛ c m ɛ
svěťte	s v j ɛ c t ɛ
svůdkyně	s v uː t k ɪ ɲ ɛ
svůj	s v uː j
sychravý	s ɪ x r a v iː
sydney	s ɪ d n ɪ
syknutí	s ɪ k n u c iː
sylaba	s ɪ l a b a
sylt	s ɪ l t
sylvie	s ɪ l v ɪ j ɛ
sylvín	s ɪ l v iː n
symbiont	s ɪ m b ɪ j o n t
symbióz	s ɪ m b ɪ j oː s
symbióza	s ɪ m b ɪ j oː z a
symbiózu	s ɪ m b ɪ j oː z u
symbol	s ɪ m b o l
symbole	s ɪ m b o l ɛ
symbolů	s ɪ m b o l uː
symfonie	s ɪ m f o n ɪ j ɛ
sympatický	s ɪ m p a t ɪ t͡s k iː
sympatizant	s ɪ m p a t ɪ z a n t
syn	s ɪ n
syn-	s ɪ n
syna	s ɪ n a
synagoga	s ɪ n a ɡ o ɡ a
synagóga	s ɪ n a ɡ oː ɡ a
syndrom	s ɪ n d r o m
synech	s ɪ n ɛ x
synek	s ɪ n ɛ k
synektika	s ɪ n ɛ k t ɪ k a
synem	s ɪ n ɛ m
syneček	s ɪ n ɛ t͡ʃ ɛ k
synka	s ɪ n k a
synklitický	s ɪ n k l ɪ t ɪ t͡s k iː
synkopa	s ɪ n k o p a
synkrese	s ɪ n k r ɛ s ɛ
synkretismus	s ɪ n k r ɛ t ɪ z m u s
synkretizmus	s ɪ n k r ɛ t ɪ z m u s
synkreze	s ɪ n k r ɛ z ɛ
synoda	s ɪ n o d a
synonym	s ɪ n o n ɪ m
synonymum	s ɪ n o n ɪ m u m
synopse	s ɪ n o p s ɛ
synoptický	s ɪ n o p t ɪ t͡s k iː
synostóza	s ɪ n o s t oː z a
synovcův	s ɪ n o f t͡s uː f
synovec	s ɪ n o v ɛ t͡s
synovi	s ɪ n o v ɪ
synovie	s ɪ n o v ɪ j ɛ
synovkyně	s ɪ n o f k ɪ ɲ ɛ
synovou	s ɪ n o v ou̯
synovrah	s ɪ n o v r a x
synovy	s ɪ n o v ɪ
synové	s ɪ n o v ɛː
synových	s ɪ n o v iː x
synovým	s ɪ n o v iː m
synovými	s ɪ n o v iː m ɪ
syntax	s ɪ n t a k s
syntetický	s ɪ n t ɛ t ɪ t͡s k iː
synu	s ɪ n u
syny	s ɪ n ɪ
synáček	s ɪ n aː t͡ʃ ɛ k
synů	s ɪ n uː
synům	s ɪ n uː m
synův	s ɪ n uː f
sypat	s ɪ p a t
sypavka	s ɪ p a f k a
syrakuský	s ɪ r a k u s k iː
syrdarja	s ɪ r d a r j a
syrnačka	s ɪ r n a t͡ʃ k a
syrový	s ɪ r o v iː
syrská	s ɪ r s k aː
syrskému	s ɪ r s k ɛː m u
syrský	s ɪ r s k iː
syrští	s ɪ r ʃ c iː
syslí	s ɪ s l iː
syslův	s ɪ s l uː f
systematický	s ɪ s t ɛ m a t ɪ t͡s k iː
systém	s ɪ s t ɛː m
systémový	s ɪ s t ɛː m o v iː
systému	s ɪ s t ɛː m u
sytný	s ɪ t n iː
sytí	s ɪ c iː
sytý	s ɪ t iː
syčet	s ɪ t͡ʃ ɛ t
syčivý	s ɪ t͡ʃ ɪ v iː
syčák	s ɪ t͡ʃ aː k
syřan	s ɪ r̝ a n
syřanka	s ɪ r̝ a n k a
syřanů	s ɪ r̝ a n uː
sádek	s aː d ɛ k
sádka	s aː t k a
sádlo	s aː d l o
sádra	s aː d r a
sádrovec	s aː d r o v ɛ t͡s
sádrový	s aː d r o v iː
sága	s aː ɡ a
sáhnout	s aː ɦ n o u t
sáhnul	s aː ɦ n u l
sáhodlouhý	s aː ɦ o d l ou̯ ɦ iː
sál	s aː l
sála	s aː l a
sálat	s aː l a t
sále	s aː l ɛ
sálo	s aː l o
sálu	s aː l u
sály	s aː l ɪ
sálá	s aː l aː
sálám	s aː l aː m
sáláme	s aː l aː m ɛ
sáláte	s aː l aː t ɛ
sáláš	s aː l aː ʃ
sám	s aː m
sámoška	s aː m o ʃ k a
sámsky	s aː m s k ɪ
sámský	s aː m s k iː
sámština	s aː m ʃ c ɪ n a
sán	s aː n
sáně	s aː ɲ ɛ
sára	s aː r a
sárský	s aː r s k iː
sát	s aː t
sáti	s aː c ɪ
sázava	s aː z a v a
sázet	s aː z ɛ t
sázka	s aː s k a
sáček	s aː t͡ʃ ɛ k
sáňkařka	s aː ɲ k a r̝ k a
sáňky	s aː ɲ k ɪ
ségra	s ɛː ɡ r a
sémantika	s ɛː m a n t ɪ k a
sémaziologický	s ɛː m a z ɪ o l o ɡ ɪ t͡s k iː
sémaziologie	s ɛː m a z ɪ o l o ɡ ɪ ɛ
sémiotika	s ɛː m ɪ j o t ɪ k a
sépie	s ɛː p ɪ j ɛ
sér	s ɛː r
série	s ɛː r ɪ j ɛ
sérii	s ɛː r ɪ j ɪ
sérií	s ɛː r ɪ j iː
sérologie	s ɛː r o l o ɡ ɪ j ɛ
sérum	s ɛː r u m
sídelní	s iː d ɛ l ɲ iː
sídla	s iː d l a
sídlišti	s iː d l ɪ ʃ c ɪ
sídlištích	s iː d l ɪ ʃ c iː x
sídliště	s iː d l ɪ ʃ c ɛ
sídlišť	s iː d l ɪ ʃ c
sídlo	s iː d l o
síh	s iː x
síla	s iː l a
síle	s iː l ɛ
sílit	s iː l ɪ t
sílivý	s iː l ɪ v iː
síly	s iː l ɪ
síně	s iː ɲ ɛ
sípe	s iː p ɛ
síra	s iː r a
síran	s iː r a n
sírový	s iː r o v iː
sís	s iː s
sít	s iː t
síti	s iː c ɪ
sítnice	s iː t ɲ ɪ t͡s ɛ
síto	s iː t o
sítotisk	s iː t o c ɪ s k
sítě	s iː c ɛ
sívíčko	s iː v iː t͡ʃ k o
síň	s iː ɲ
síť	s iː c
sója	s oː j a
sól	s oː l
sólista	s oː l ɪ s t a
sólolezkyně	s oː l o l ɛ s k ɪ ɲ ɛ
sólový	s oː l o v iː
sós	s oː s
súdán	s uː d aː n
súdánec	s uː d aː n ɛ t͡s
súdánka	s uː d aː n k a
súdánský	s uː d aː n s k iː
súfismus	s uː f ɪ z m u s
súpp	ɛ s uː p ɛː p ɛː
súppop	ɛ s uː p ɛː p ɛː oː p ɛː
súra	s uː r a
súrpmo	ɛ s uː ɛ r p ɛː ɛ m oː
sýkora	s iː k o r a
sýr	s iː r
sýra	s iː r a
sýrařský	s iː r a r̝ s k iː
sýrie	s iː r ɪ j ɛ
sýrovka	s iː r o v k a
sýrový	s iː r o v iː
sýry	s iː r ɪ
sýs	s iː s
sčítají	s t͡ʃ iː t a j iː
sčítalka	s t͡ʃ iː t a l k a
sčítanec	s t͡ʃ iː t a n ɛ t͡s
sčítat	s t͡ʃ iː t a t
sčítati	s t͡ʃ iː t a c ɪ
sčítání	s t͡ʃ iː t aː ɲ iː
sňatek	s ɲ a t ɛ k
sňatečnost	s ɲ a t ɛ t͡ʃ n o s t
sňatečnosti	s ɲ a t ɛ t͡ʃ n o s c ɪ
sšedše	s ʃ ɛ t ʃ ɛ
sťat	s c a t
sůl	s uː l
ta	t a
tabatěrka	t a b a c ɛ t k a
tabernákl	t a b ɛ r n aː k l
tabernákulum	t a b ɛ r n aː k u l u m
tablet	t a b l ɛ t
tableta	t a b l ɛ t a
tablo	t a b l o
tabule	t a b u l ɛ
tabulka	t a b u l k a
tabulkách	t a b u l k aː x
tabák	t a b aː k
tabákové	t a b aː k o v ɛː
tabákový	t a b aː k o v iː
tabáku	t a b aː k u
tabáčník	t a b aː t͡ʃ ɲ iː k
tachograf	t a x o ɡ r a f
tachov	t a x o f
tachovsko	t a x o f s k o
tachovský	t a x o f s k iː
tachykardie	t a x ɪ k a r d ɪ j ɛ
tacháč	t a x aː t͡ʃ
tací	t a t͡s iː
tadeáš	t a d ɛ aː ʃ
tadeášův	t a d ɛ aː ʃ uː f
tady	t a d ɪ
taekwondo	t ɛ k v o n d o
taft	t a f t
taftový	t a f t o v iː
tagliatelle	t a ɡ l ɪ a t ɛ l ɛ
tah	t a x
tahaje	t a ɦ a j ɛ
tahat	t a ɦ a t
tahati	t a ɦ a c ɪ
tahitsky	t a ɦ ɪ t͡s k ɪ
tahitský	t a ɦ ɪ t s k iː
tahle	t a ɦ l ɛ
tahák	t a ɦ aː k
taiwan	t x a j v a n
taj	t a j
taje	t a j ɛ
tajem	t a j ɛ m
tajemník	t a j ɛ m ɲ iː k
tajemný	t a j ɛ m n iː
tajemství	t a j ɛ m s t v iː
tajenka	t a j ɛ n k a
tajfun	t a j f u n
tajfunový	t a j f u n o v iː
tajga	t a j ɡ a
taji	t a j ɪ
tajit	t a j ɪ t
tajjarová	t a j aː r o v aː
tajme	t a j m ɛ
tajná	t a j n aː
tajné	t a j n ɛː
tajný	t a j n iː
tajnůstkář	t a j n uː s t k a r̝
tajo	t a x o
tajte	t a j t ɛ
tají	t a j iː
tajíc	t a j iː t͡s
tajíce	t a j iː t͡s ɛ
tak	t a k
takhle	t a k ɦ l ɛ t a ɡ ɦ l ɛ
takovej	t a k o v ɛ j
takovou	t a k o v ou̯
takovouto	t a k o v ou̯ t o
takového	t a k o v ɛː ɦ o
takovému	t a k o v ɛː m u
takový	t a k o v iː
takových	t a k o v iː x
takovýhle	t a k o v iː ɦ l ɛ
takovýto	t a k o v iː t o
takt	t a k t
taktak	t a k t a k
taktický	t a k t ɪ t͡s k iː
taktika	t a k t ɪ k a
taktilní	t a k t ɪ l ɲ iː
takto	t a k t o
taktometr	t a k t o m ɛ t r
taktoměr	t a k t o m ɲ ɛ r
taktovka	t a k t o f k a
taky	t a k ɪ
takzvanou	t a k z v a n ou̯ t a ɡ z v a n ou̯
takzvané	t a k z v a n ɛː t a ɡ z v a n ɛː
takzvaného	t a k z v a n ɛː ɦ o t a ɡ z v a n ɛː ɦ o
takzvaný	t a k z v a n iː t a ɡ z v a n iː
takzvaným	t a k z v a n iː m t a ɡ z v a n iː m
také	t a k ɛː
takíja	t a k iː j a
takřečený	t a k r̝ ɛ t͡ʃ ɛ n iː
takřka	t a k r̝ k a
takže	t a ɡ ʒ ɛ t a k ʒ ɛ
talent	t a l ɛ n t
talentovaný	t a l ɛ n t o v a n iː
talisman	t a l ɪ s m a n
taliánka	t a l ɪ j aː n k a
tallinn	t a l ɪ n
tallinu	t a l ɪ n u
talmud	t a l m u d
talmudický	t a l m u d ɪ t s k iː
talmudista	t a l m u d ɪ s t a
talmudský	t a l m u t s k iː
talon	t a l o n
talov	t a l o f
talán	t a l aː n
talár	t a l aː r
talíř	t a l iː r̝
talířový	t a l iː r̝ o v iː
talón	t a l oː n
tam	t a m
tamara	t a m a r a
tamarín	t a m a r iː n
tambor	t a m b o r
tambur	t a m b u r
tamil	t a m ɪ l
tamilsky	t a m ɪ l s k ɪ
tamilština	t a m ɪ l ʃ c ɪ n a
tamní	t a m ɲ iː
tamních	t a m ɲ iː x
tamním	t a m ɲ iː m
tampere	t a m p ɛ r ɛ
tampon	t a m p o n
tampón	t a m p oː n
tamuz	t a m u s
tamější	t a m ɲ ɛ j ʃ iː
tan	t a n
tancovat	t a n t͡s o v a t
tancoš	t a n t͡s o ʃ
tancích	t a n t͡s iː x
tandem	t a n d ɛ m
tanec	t a n ɛ t͡s
tanečnice	t a n ɛ t͡ʃ ɲ ɪ t͡s ɛ
taneční	t a n ɛ t͡ʃ ɲ iː
tanečník	t a n ɛ t͡ʃ ɲ iː k
tanečníkův	t a n ɛ t͡ʃ ɲ iː k uː f
tang	t a n k
tanga	t a n ɡ a
tangenciální	t a n ɡ ɛ n t͡s ɪ j aː l ɲ iː
tangens	t a n ɡ ɛ n s
tangenta	t a n ɡ ɛ n t a
tango	t a n ɡ o
tank	t a n k
tanker	t a n k ɛ r
tankista	t a n k ɪ s t a
tankové	t a n k o v ɛː
tankový	t a n k o v iː
tantal	t a n t a l
tanzanie	t a n z a n ɪ j ɛ
tanzanský	t a n z a n s k iː
tanzánie	t a n z aː n ɪ j ɛ
tančit	t a n t͡ʃ ɪ t
tančí	t a n t͡ʃ iː
taoismus	t a o ɪ z m u s
tap	t a p
tapa	t a p a
tapetář	t a p ɛ t aː r̝
tapír	t a p iː r
tarif	t a r ɪ f
tarsorafie	t a r z o r a f ɪ j ɛ
tartana	t a r t a n a
tartas	t a r t a s
tas	t a s
tasemnice	t a s ɛ m ɲ ɪ t͡s ɛ
tastatura	t a s t a t u r a
taste	t a s t ɛ
tata	t a t a
tatami	t a t a m ɪ
tatar	t a t a r
tatarka	t a t a r k a
tatarsky	t a t a r s k ɪ
tatarský	t a t a r s k iː
tati	t a c ɪ
tato	t a t o
tatra	t a t r a
tatrman	t a t r m a n
tatrovka	t a t r o f k a
tatry	t a t r ɪ
tatík	t a c iː k
tatínek	t a c iː n ɛ k
tautologie	t au̯ t o l o ɡ ɪ j ɛ
tautonymum	t au̯ t o n ɪ m u m
tavit	t a v ɪ t
tavitelný	t a v ɪ t ɛ l n iː
taviti	t a v ɪ c ɪ
tax	t a k s
taxa	t a k s a
taxi	t a k s ɪ
taxikaří	t a k s ɪ k a r̝ iː
taxikář	t a k s ɪ k aː r̝
taxikáři	t a k s ɪ k aː r̝ ɪ
taxikářů	t a k s ɪ k aː r̝ uː
taxon	t a k s o n
taxonomický	t a k s o n o m ɪ t͡s k iː
taxonomie	t a k s o n o m ɪ j ɛ
taxy	t a k s ɪ
taxík	t a k s iː k
taxíkář	t a k s iː k aː r̝
tašce	t a ʃ t͡s ɛ
tašek	t a ʃ ɛ k
taška	t a ʃ k a
taškami	t a ʃ k a m ɪ
taškent	t a ʃ k ɛ n t
taškentský	t a ʃ k ɛ n t s k iː
taško	t a ʃ k o
taškou	t a ʃ k ou̯
tašku	t a ʃ k u
tašky	t a ʃ k ɪ
taškách	t a ʃ k aː x
taškám	t a ʃ k aː m
taškář	t a ʃ k aː r̝
taťka	t a c k a
taťána	t a c aː n a
tažník	t a ʒ ɲ iː k
tažný	t a ʒ n iː
tbc	t ɛː b ɛː t͡s ɛː
tbilisi	d b ɪ l ɪ s ɪ
tchaj-pej	t x a j p ɛ j
tchaj-wan	t x a j v a n
tchajkonaut	t x a j k o n au̯ t
tchoř	t x o r̝
tchynin	t x ɪ ɲ ɪ n
tchyně	t x iː ɲ ɛ t x ɪ ɲ ɛ
tchán	t x aː n
td	t ɛː d ɛː
teak	t iː k
teatralita	t ɛ a t r a l ɪ t a
teatrálnost	t ɛ a t r aː l n o s t
teatrální	t ɛ a t r aː l ɲ iː
tebe	t ɛ b ɛ
technecium	t ɛ x n ɛː t͡s ɪ j u m
technický	t ɛ x n ɪ t͡s k iː
technických	t ɛ x n ɪ t͡s k iː x
technickým	t ɛ x n ɪ t͡s k iː m
technik	t ɛ x n ɪ k
technika	t ɛ x n ɪ k a
techniku	t ɛ x n ɪ k u
techniky	t ɛ x n ɪ k ɪ
techničák	t ɛ x ɲ ɪ t͡ʃ aː k
technolog	t ɛ x n o l o k
technologické	t ɛ x n o l o ɡ ɪ t͡s k ɛː
technologický	t ɛ x n o l o ɡ ɪ t͡s k iː
technologie	t ɛ x n o l o ɡ ɪ j ɛ
technologiemi	t ɛ x n o l o ɡ ɪ j ɛ m ɪ
technology	t ɛ x n o l o ɡ ɪ
teda	t ɛ d a
tedy	t ɛ d ɪ
tehdejší	t ɛ ɦ d ɛ j ʃ iː
tehdejšího	t ɛ ɦ d ɛ j ʃ iː ɦ o
tehdejším	t ɛ ɦ d ɛ j ʃ iː m
tehdy	t ɛ ɦ d ɪ
tehdáž	t ɛ ɦ d aː ʃ
teherán	t ɛ ɦ ɛ r aː n
teheránu	t ɛ ɦ ɛ r aː n u
teismus	t ɛ ɪ z m u s
teizmus	t ɛ ɪ z m u s
tejňačka	t ɛ j ɲ a t͡ʃ k a
tejňačky	t ɛ j ɲ a t͡ʃ k ɪ
teka	t ɛ k a
tekouc	t ɛ k ou̯ t s
tekutina	t ɛ k u c ɪ n a
tekutinou	t ɛ k u c ɪ n ou̯
tekutiny	t ɛ k u c ɪ n ɪ
tekutý	t ɛ k u t iː
tel	t ɛ l
tele	t ɛ l ɛ
tele-	t ɛ l ɛ
telecí	t ɛ l ɛ t͡s iː
telefon	t ɛ l ɛ f o n
telefone	t ɛ l ɛ f o n ɛ
telefonech	t ɛ l ɛ f o n ɛ x
telefonem	t ɛ l ɛ f o n ɛ m
telefonní	t ɛ l ɛ f o ɲ iː
telefonních	t ɛ l ɛ f o ɲ iː x
telefonogram	t ɛ l ɛ f o n o ɡ r a m
telefonovat	t ɛ l ɛ f o n o v a t
telefonováním	t ɛ l ɛ f o n o v aː ɲ iː m
telefonu	t ɛ l ɛ f o n u
telefony	t ɛ l ɛ f o n ɪ
telefonát	t ɛ l ɛ f o n aː t
telefonátech	t ɛ l ɛ f o n aː t ɛ x
telefonů	t ɛ l ɛ f o n uː
telefonům	t ɛ l ɛ f o n uː m
telegrafovat	t ɛ l ɛ ɡ r a f o v a t
telegram	t ɛ l ɛ ɡ r a m
telegramový	t ɛ l ɛ ɡ r a m o v iː
telekomunikační	t ɛ l ɛ k o m u n ɪ k a t͡ʃ ɲ iː
telemark	t ɛ l ɛ m a r k
telepatie	t ɛ l ɛ p a t ɪ j ɛ
teleshopping	t ɛ l ɛ ʃ o p ɪ n k
teleskop	t ɛ l ɛ s k o p
teletext	t ɛ l ɛ t ɛ k s t
teletextový	t ɛ l ɛ t ɛ k s t o v iː
teletník	t ɛ l ɛ t ɲ iː k
televize	t ɛ l ɛ v ɪ z ɛ
televizi	t ɛ l ɛ v ɪ z ɪ
televizní	t ɛ l ɛ v ɪ z ɲ iː
televizor	t ɛ l ɛ v ɪ z o r
telka	t ɛ l k a
tellur	t ɛ l u r
tellurový	t ɛ l u r o v iː
telátko	t ɛ l aː t k o
telč	t ɛ l t͡ʃ
tematický	t ɛ m a t ɪ t͡s k iː
tematika	t ɛ m a t ɪ k a
tematikou	t ɛ m a t ɪ k ou̯
temelín	t ɛ m ɛ l iː n
temelínu	t ɛ m ɛ l iː n u
temelíňanky	t ɛ m ɛ l iː ɲ a n k ɪ
temeno	t ɛ m ɛ n o
temešvár	t ɛ m ɛ ʃ v aː r
temnota	t ɛ m n o t a
temný	t ɛ m n iː
temně	t ɛ m ɲ ɛ
temperatura	t ɛ m p ɛ r a t uː r a
temperování	t ɛ m p ɛ r o v aː ɲ iː
templář	t ɛ m p l aː r̝
temporální	t ɛ m p o r aː l ɲ iː
temporární	t ɛ m p o r aː r ɲ iː
tempura	t ɛ m p u r a
temže	t ɛ m ʒ ɛ
ten	t ɛ n
tendence	t ɛ n d ɛ n t͡s ɛ
tendr	t ɛ n d r
tendre	t ɛ n d r ɛ
tendru	t ɛ n d r u
tenerife	t ɛ n ɛ r ɪ f ɛ
tenhle	t ɛ n ɦ l ɛ
tenhleten	t ɛ n ɦ l ɛ t ɛ n
tenis	t ɛ n ɪ s
teniska	t ɛ n ɪ s k a
tenisový	t ɛ n ɪ s o v iː
tenista	t ɛ n ɪ s t a
tenistka	t ɛ n ɪ s t k a
tenkrát	t ɛ n k r aː t
tenký	t ɛ n k iː
tennessee	t ɛ n ɛ s iː
tennessin	t ɛ n ɛ s ɪ n
tenodéza	t ɛ n o d ɛː z a
tenor	t ɛ n o r
tenorista	t ɛ n o r ɪ s t a
tenoučký	t ɛ n ou̯ t͡ʃ k iː
tento	t ɛ n t o
tentokrát	t ɛ n t o k r aː t
tentononc	t ɛ n t o n o n t͡s
tentýž	t ɛ n t iː ʃ
tenura	t ɛ n u r a
teodolit	t ɛ o d o l ɪ t
teolog	t ɛ o l o k
teologický	t ɛ o l o ɡ ɪ t͡s k iː
teologie	t ɛ o l o ɡ ɪ j ɛ
teologů	t ɛ o l o ɡ uː
teoložka	t ɛ o l o ʃ k a
teoretický	t ɛ o r ɛ t ɪ t͡s k iː
teoretičce	t ɛ o r ɛ t ɪ t͡ʃ t͡s ɛ
teorie	t ɛ o r ɪ j ɛ
tep	t ɛ p
tepelný	t ɛ p ɛ l n iː
tepenný	t ɛ p ɛ n iː
tepich	t ɛ p ɪ x
teplice	t ɛ p l ɪ t͡s ɛ
teplicko	t ɛ p l iː t͡s k o
teplicku	t ɛ p l iː t͡s k u
teplické	t ɛ p l ɪ t͡s k ɛː
teplický	t ɛ p l ɪ t͡s k iː
teplických	t ɛ p l ɪ t͡s k iː x
teplo	t ɛ p l o
teplokrevný	t ɛ p l o k r ɛ v n iː
teploměr	t ɛ p l o m ɲ ɛ r
teploměru	t ɛ p l o m ɲ ɛ r u
teplota	t ɛ p l o t a
teplotami	t ɛ p l o t a m ɪ
teplotní	t ɛ p l o t ɲ iː
teploty	t ɛ p l o t ɪ
teplotě	t ɛ p l o c ɛ
teplouš	t ɛ p l ou̯ ʃ
teplákovka	t ɛ p l aː k o f k a
tepláky	t ɛ p l aː k ɪ
teplárenský	t ɛ p l aː r ɛ n s k iː
teplárna	t ɛ p l aː r n a
teplíčko	t ɛ p l iː t͡ʃ k o
teplý	t ɛ p l iː
tepna	t ɛ p n a
tepnou	t ɛ p n ou̯
teprv	t ɛ p r f
teprve	t ɛ p r v ɛ
teprvé	t ɛ p r v ɛː
tera-	t ɛ r a
teraco	t ɛ r a t͡s o
teragram	t ɛ r a ɡ r a m
terapie	t ɛ r a p ɪ j ɛ
terasa	t ɛ r a s a
terbium	t ɛ r b ɪ j u m
tercet	t ɛ r t͡s ɛ t t ɛ r t͡ʃ ɛ t
terciér	t ɛ r t͡s ɪ ɛː r
terej	t ɛ r ɛ j
terestrický	t ɛ r ɛ s t r ɪ t͡s k iː
tereza	t ɛ r ɛ z a
terezie	t ɛ r ɛ z ɪ j ɛ
terezička	t ɛ r ɛ z ɪ t ʃ k a
terezín	t ɛ r ɛ z iː n
terina	t ɛ r ɪ n a
teritorium	t ɛ r ɪ t o r ɪ u m
term	t ɛ r m
terminologie	t ɛ r m ɪ n o l o ɡ ɪ j ɛ
terminální	t ɛ r m ɪ n aː l ɲ iː
terminátor	t ɛ r m ɪ n aː t o r
termit	t ɛ r m ɪ t
termitiště	t ɛ r m ɪ c ɪ ʃ c ɛ
termodegradace	t ɛ r m o d ɛ ɡ r a d a t͡s ɛ
termodynamika	t ɛ r m o d ɪ n a m ɪ k a
termofilní	t ɛ r m o f ɪ l ɲ iː
termofor	t ɛ r m o f o r
termometr	t ɛ r m o m ɛ t r
termopauza	t ɛ r m o p au̯ z a
termoska	t ɛ r m o s k a
termovizí	t ɛ r m o v ɪ z iː
termovka	t ɛ r m o f k a
termální	t ɛ r m aː l ɲ iː
termín	t ɛ r m iː n
termínu	t ɛ r m iː n u
