de	d e
escatològica	e s k a t o l ɔ d͡ʒ i k a
escherichia	e s k e ɾ i k j a
escolt	e s k o l t
escándalo	e s k a n d a l o
esfondrada	e s f o n d ɾ a d a
espiell	e s p j ɛ l
espiritistes	e s p i ɾ i t i s t e s
espolis	e s p o l i s
esposalles	e s p o s a l l e s
espúria	e s p u ɾ j a
estoniana	e s t o n j a n a
estratificat	e s t ɾ a t i f i k a t
estudiante	e s t u d j a n t e
eufòric	e w f ɔ ɾ i k
evocarà	e v o k a ɾ a
fabia	f a b j a
fabric	f a b ɾ i k
fabula	f a b u l a
featured	f e a t u ɾ e d
federic	f e d e ɾ i k
felt	f ɛ l t
ferdinando	f e ɾ d i n a n d o
fiennes	f j ɛ n n e s
fife	f i f e
figuereta	f i ɡ e ɾ e t a
filantròpiques	f i l a n t ɾ ɔ p i k e s
filipe	f i l i p e
finito	f i n i t o
fiscalía	f i s k a l i a
flamen	f l a m e n
fototeca	f o t o t ɛ k a
fusiforme	f u z i f o ɾ m e
fué	f w e
fúngiques	f u n d͡ʒ i k e s
galobardes	ɡ a l o b a ɾ d e s
gastronomía	ɡ a s t ɾ o n o m i a
gava	ɡ a v a
gazni	ɡ a z n i
genaro	d͡ʒ e n a ɾ o
generatiu	d͡ʒ e n e ɾ a t j u
genetic	d͡ʒ e n ɛ t i k
gioachino	d͡ʒ o a t͡ʃ i n o
glutamina	ɡ l u t a m i n a
gosarà	ɡ o s a ɾ a
gott	ɡ o t
goyo	ɡ o j o
granda	ɡ ɾ a n d a
grandeta	ɡ ɾ a n d e t a
grané	ɡ ɾ a n e
grassi	ɡ ɾ a s s i
gronxadors	ɡ ɾ o n ʃ a d o ɾ s
gruppo	ɡ ɾ u p p o
gòlgota	ɡ ɔ l ɡ o t a
hacks	h a k s
halicarnàs	a l i k a ɾ n a s
hifes	i f e s
hipocràtic	i p o k ɾ a t i k
hondurenys	ɔ̃ d u ɾ e n i s
hèlena	ɛ l e n a
iain	j a i n
ibid	i b i d
iconoclastes	i k o n o k l a s t e s
identitàries	i d e n t i t a ɾ j e s
igm	i ɡ m
imaginis	i m a d͡ʒ i n i s
impedimenta	i m p e d i m e n t a
improductiu	i m p ɾ o d u k t j u
incompareixença	i n k o m p a ɾ e j ʃ ɛ n s a
indole	i n d o l e
influença	i n f l u ɛ n s a
insatisfactòria	i n s a t i s f a k t ɔ ɾ j a
ipanema	i p a n e m a
iri	i ɾ i
iteratiu	i t e ɾ a t j u
joaquím	ʒ o a k i m
julians	ʒ u l j a n s
jòdar	ʒ ɔ d a ɾ
kanye	k a n j e
kayak	k a j a k
kea	k e a
kinsey	k i n s e j
kobo	k o b o
koko	k o k o
krugman	k ɾ u ɡ m a n
kulaks	k u l a k s
kumite	k u m i t e
kuta	k u t a
kàrpov	k a ɾ p o v
labanda	l a b a n d a
labials	l a b j a l s
laboralistes	l a b o ɾ a l i s t e s
laietanes	l a j e t a n e s
lamentà	l a m e n t a
lancia	l a n t͡ʃ a
latifundistes	l a t i f u n d i s t e s
latvia	l a t v j a
lespai	l e s p a j
lieberman	l j e b e ɾ m a n
lilium	l i l j u m
listeria	l i s t e ɾ j a
lobulades	l o b u l a d e s
localisme	l o k a l i z m e
lucchetti	l u k k e t t i
lustres	l u s t ɾ e s
lévy	l e v i
maarten	m aː ɾ t ɛ n
magiars	m a d͡ʒ a ɾ s
magnanimitat	m a ɲ ɲ a n i m i t a t
mahalla	m a h a l l a
mame	m a m e
mamun	m a m u n
manaslu	m a n a s l u
maneras	m a n e ɾ a s
manx	m a n ʃ
maratonià	m a ɾ a t o n j a
mariposa	m a ɾ i p o s a
marmi	m a ɾ m i
marsol	m a ɾ s o l
maru	m a ɾ u
mashup	m a ʃ u p
matam	m a t a m
matta	m a t t a
matti	m a t t i
mccann	m k a n
mechanics	m e ʃ a n i k s
melania	m e l a n j a
menyspreaven	m e n i s p ɾ e a v e n
meravellòs	m e ɾ a v e l l ɔ s
mercurio	m e ɾ k u ɾ j o
merida	m e ɾ i d a
metroid	m e t ɾ ɔ i d
michels	m i ʃ ɛ l s
mimètic	m i m ɛ t i k
minims	m i n i m s
miserere	m i s e ɾ e ɾ e
moranta	m o ɾ a n t a
multipartidista	m u l t i p a ɾ t i d i s t a
musculat	m u s k u l a t
márai	m a ɾ a j
mère	m ɛ ɾ
nadador	n a d a d o ɾ
namco	n a m k o
named	n a m e d
naturelle	n a t u ɾ ɛ l l e
natus	n a t u s
nca	n k a
negues	n e ɡ e s
nein	n e i n
nervadures	n e ɾ v a d u ɾ e s
nest	n e s t
netegin	n e t e d͡ʒ i n
nicholls	n i ʃ o l s
nieva	n j e v a
nitrogenats	n i t ɾ o d͡ʒ e n a t s
nursery	n u ɾ s e ɾ i
ocasión	o k a s j ɔ n
often	o f t ɛ n
ogives	o d͡ʒ i v e s
ohne	o n e
olivo	o l i v o
oreste	o ɾ e s t e
orinoco	o ɾ i n o k o
orléans	o ɾ l e a n s
ortopèdics	o ɾ t o p ɛ d i k s
ostrom	o s t ɾ o m
ott	o t
ovide	o v i d e
pagus	p a ɡ u s
palmeras	p a l m e ɾ a s
panadero	p a n a d e ɾ o
paradigmàtics	p a ɾ a d i ɡ m a t i k s
pardos	p a ɾ d o s
parlare	p a ɾ l a ɾ e
parpers	p a ɾ p e ɾ s
partagàs	p a ɾ t a ɡ a s
pascale	p a s k a l e
patmos	p a t m o s
patos	p a t o s
peat	p e a t
pelle	p ɛ l l e
penada	p e n a d a
penades	p e n a d e s
performers	p e ɾ f o ɾ m e ɾ s
periques	p e ɾ i k e s
perseguí	p e ɾ s e ɡ i
petges	p e t d͡ʒ e s
piaggio	p j a d d͡ʒ o
pinte	p i n t e
piruvat	p i ɾ u v a t
pluridisciplinari	p l u ɾ i d i ʃ ʃ i p l i n a ɾ i
polí	p o l i
porteres	p o ɾ t e ɾ e s
precandidats	p ɾ e k a n d i d a t s
precisamente	p ɾ e θ i z a m e n t e
primi	p ɾ i m i
prius	p ɾ i u s
probiòtic	p ɾ o b j ɔ t i k
profilàctics	p ɾ o f i l a k t i k s
projectiva	p ɾ o ʒ e k t i v a
prototípic	p ɾ o t o t i p i k
pròfug	p ɾ ɔ f u ɡ
psicodrama	p s i k o d ɾ a m a
psicomotriu	p s i k o m o t ɾ j u
púbica	p u b i k a
quam	k w a m
quiera	k j ɛ ɾ a
qüestio	k w e s t j o
radiada	r a d j a d a
radicades	r a d i k a d e s
rah	ɣ a
rayuela	ɾ a j w e l a
reclamaren	r e k l a m a ɾ ɛ n
rectilinis	r e k t i l i n i s
reescrita	r e e s k ɾ i t a
reescriu	r e e s k ɾ j u
repicat	r e p i k a t
rerepaís	r e ɾ e p a i s
retardarà	r e t a ɾ d a ɾ a
retinol	r e t i n ɔ l
rhino	r i n o
ribagorçans	r i b a ɡ o ɾ s a n s
rosae	r o s a e
rurales	r u ɾ a l e s
sacramentals	s a k ɾ a m e n t a l s
samaniego	s a m a n j e ɡ o
sante	s a n t e
sapa	s a p a
sapo	s a p o
sapresa	s a p ɾ e s a
satisfaran	s a t i s f a ɾ a n
saturno	s a t u ɾ n o
sdi	z d i
segurata	s e ɡ u ɾ a t a
segària	s e ɡ a ɾ j a
sendak	s ɛ n d a k
serafin	s e ɾ a f i n
serpentina	s e ɾ p e n t i n a
severus	s e v e ɾ u s
shade	ʃ a d e
sho	ʃ o
sinusal	s i n u s a l
sinàptica	s i n a p t i k a
skatepark	s k a t e p a ɾ k
skates	s k a t e s
sobrevé	s o b ɾ e v e
soleá	s o l e a
solidarité	s o l i d a ɾ i t e
solis	s o l i s
sopo	s o p o
sorita	s o ɾ i t a
sospedra	s o s p e d ɾ a
spiral	s p i ɾ a l
stokes	s t o k e s
stupid	s t u p i d
submarine	s u b m a ɾ i n e
subordre	s u b o ɾ d ɾ e
sufragista	s u f ɾ a d͡ʒ i s t a
sumàries	s u m a ɾ j e s
superconductors	s u p e ɾ k o n d u k t o ɾ s
suposaran	s u p o s a ɾ a n
suprarenal	s u p ɾ a ɾ e n a l
systema	s i s t e m a
síquia	s i k j a
sòrdida	s ɔ ɾ d i d a
tafetà	t a f e t a
tambo	t a m b o
tanah	t a n a
tavares	t a v a ɾ e s
telescòpic	t e l e s k ɔ p i k
temin	t e m i n
tenores	t e n o ɾ e s
testera	t e s t e ɾ a
thailàndia	t a j l a n d j a
tico	t i k o
tifoide	t i f ɔ j d e
tiroïdal	t i ɾ o i d a l
tisbe	t i z b e
titulo	t i t u l o
tobey	t o b ɛ j
tooth	t u t
trabes	t ɾ a b e s
transatlàntics	t ɾ a n s a t l a n t i k s
troppo	t ɾ o p p o
trumbo	t ɾ u m b o
tráfico	t ɾ a f i k o
tucans	t u k a n s
tuguri	t u ɡ u ɾ i
término	t e ɾ m i n o
tōkyō	t o k j o
ubiqua	u b i k w a
universia	u n i v e ɾ s j a
urbis	u ɾ b i s
uriach	u ɾ j a ʃ
usaran	u s a ɾ a n
vamba	v a m b a
vari	v a ɾ i
verboom	v e ɾ b u m
vescomtal	v e s k o m t a l
vestibular	v e s t i b u l a ɾ
viaggio	v j a d d͡ʒ o
vidus	v i d u s
voltades	v o l t a d e s
warsaw	w a ɾ s a w
watanabe	w a t a n a b e
winds	w i n d s
xera	ʃ e ɾ a
zulus	z u l u s
zuse	z u s e
águilas	a ɡ i l a s
òlibes	ɔ l i b e s
лет	l ɛ t
abandera	a b a n d e ɾ a
abdu	a b d u
abul	a b u l
accedissin	a t t͡ʃ e d i s s i n
acomoden	a k o m o d ɛ n
aconseguira	a k o n s e ɡ i ɾ a
acusaran	a k u s a ɾ a n
acòlit	a k ɔ l i t
admetés	a d m e t e s
adobades	a d o b a d e s
afeccionada	a f e t t͡ʃ o n a d a
ajeu	a ʒ e w
albiñana	a l b i ɲ a n a
alca	a l k a
alcà	a l k a
alià	a l j a
altíssims	a l t i s s i m s
amfetamina	a m f e t a m i n a
amfíbia	a m f i b j a
amoïnen	a m o i n ɛ n
anak	a n a k
ania	a n j a
anis	a n i s
anormalitats	a n o ɾ m a l i t a t s
antihorari	a n t i h o ɾ a ɾ i
antimatèria	a n t i m a t ɛ ɾ j a
antitumoral	a n t i t u m o ɾ a l
antropomorfs	a n t ɾ o p o m ɔ ɾ f s
anula	a n u l a
aplegue	a p l e ɡ e
aprilia	a p ɾ i l j a
aprofitables	a p ɾ o f i t a b l e s
arcans	a ɾ k a n s
arend	a ɾ ɛ n d
argumentaris	a ɾ ɡ u m e n t a ɾ i s
aristarc	a ɾ i s t a ɾ k
armagh	a ɾ m a ɡ
arme	a ɾ m e
arve	a ɾ v e
arànser	a ɾ a n s e ɾ
aspirines	a s p i ɾ i n e s
atees	a t e e s
atenenca	a t e n e n k a
atorgués	a t o ɾ ɡ e s
auna	a u n a
avises	a v i s e s
avocat	a v o k a t
aín	a i n
añ	a ɲ
balcón	b a l k o n
bani	b a n i
baqueta	b a k e t a
barnés	b a ɾ n e s
baròmetres	b a ɾ ɔ m e t ɾ e s
bestracà	b e s t ɾ a k a
beurem	b e u ɾ e m
biofilm	b i o f i l m
biscaí	b i s k a i
bne	b n e
boatella	b o a t ɛ l l a
bonàs	b o n a s
botanical	b o t a n i k a l
brawl	b ɾ a w l
brewery	b ɾ e w e ɾ i
bufones	b u f o n e s
caimans	k a j m a n s
calbes	k a l b e s
calderers	k a l d e ɾ e ɾ s
cantarelles	k a n t a ɾ ɛ l l e s
casilda	k a s i l d a
casterly	k a s t e ɾ l i
cavallo	k a v a l l o
cherif	ʃ e ɾ i f
cinesa	t͡ʃ i n e s a
claustrofòbic	k l a w s t ɾ o f ɔ b i k
clunia	k l u n j a
collfred	k o l f ɾ e d
comino	k o m i n o
compañeros	k o m p a ɲ e ɾ o s
compensatòria	k o m p e n s a t ɔ ɾ j a
consultava	k o n s u l t a v a
contrarestat	k o n t ɾ a ɾ e s t a t
cozy	k o z i
creatures	k ɾ e a t u ɾ e s
crímenes	k ɾ i m e n e s
críptiques	k ɾ i p t i k e s
cuchi	k u ʃ i
culpo	k u l p o
datum	d a t u m
dde	d d e
defenia	d e f e n j a
delicado	d e l i k a d o
desarticulen	d e s a ɾ t i k u l ɛ n
desconnecti	d e s k o n n e k t i
deslegitima	d e s l e d͡ʒ i t i m a
dessecada	d e s s e k a d a
diedre	d j e d ɾ e
dinaven	d i n a v ɛ n
dispensà	d i s p e n s a
dist	d i s t
doblas	d o b l a s
donaldson	d o n a l d s o n
dunars	d u n a ɾ s
durall	d u ɾ a l
dàlies	d a l j e s
dòriques	d ɔ ɾ i k e s
eaj	e a ʒ
económicos	e k o n ɔ m i k o s
emancipada	e m a n t͡ʃ i p a d a
embaixador	e m b a j ʃ a d o ɾ
empalme	e m p a l m e
encendida	e n θ e n d i d a
enfilades	e n f i l a d e s
enxanetes	e n ʃ a n e t e s
ermedàs	e ɾ m e d a s
escalfin	e s k a l f i n
escribió	e s k ɾ i b j ɔ
esparvers	e s p a ɾ v e ɾ s
estoril	e s t o ɾ i l
estrafolaris	e s t ɾ a f o l a ɾ i s
estragués	e s t ɾ a ɡ e s
estructurava	e s t ɾ u k t u ɾ a v a
etxea	e t ʃ e a
etílics	e t i l i k s
faial	f a j a l
falera	f a l e ɾ a
fanecades	f a n e k a d e s
fastigoses	f a s t i ɡ o s e s
fayos	f a j o s
finitud	f i n i t u d
folia	f o l j a
fotòniques	f o t ɔ n i k e s
fricativa	f ɾ i k a t i v a
frigorífica	f ɾ i ɡ o ɾ i f i k a
fundaria	f u n d a ɾ j a
gandians	ɡ a n d j a n s
garitano	ɡ a ɾ i t a n o
gasolines	ɡ a s o l i n e s
gath	ɡ a t
generalíssim	d͡ʒ e n e ɾ a l i s s i m
geodèsics	d͡ʒ e o d ɛ s i k s
godín	ɡ o d i n
goretti	ɡ o ɾ e t t i
grafiti	ɡ ɾ a f i t i
granate	ɡ ɾ a n a t e
grus	ɡ ɾ u s
guaranís	ɡ w a ɾ a n i s
guides	ɡ i d e s
guignol	ɡ i ɲ ɲ ɔ l
gur	ɡ u ɾ
heràldiques	e ɾ a l d i k e s
hidroteràpia	i d ɾ o t e ɾ a p i a
ibor	i b o ɾ
inanimat	i n a n i m a t
indisposat	i n d i s p o s a t
ishikawa	i ʃ i k a w a
ixes	i ʃ e s
jansana	ʒ a n s a n a
japo	ʒ a p o
jetta	ʒ e t t a
justifiquin	ʒ u s t i f i k i n
kaki	k a k i
kantor	k a n t o ɾ
karla	k a ɾ l a
kasa	k a s a
kultur	k u l t u ɾ
laminetes	l a m i n e t e s
lattes	l a t t e s
laws	l a w s
ldap	l d a p
lecture	l e k t u ɾ e
levantina	l e v a n t i n a
linnaeus	l i n n a e u s
lipstick	l i p s t i k
llemosina	l l e m o s i n a
lsu	l s u
lucasfilm	l u k a s f i l m
lukács	l u k a k s
lusaka	l u s a k a
látigo	l a t i ɡ o
lèmur	l ɛ m u ɾ
machel	m a ʃ ɛ l
macrofotografia	m a k ɾ o f o t o ɡ ɾ a f i a
magribins	m a ɡ ɾ i b i n s
magris	m a ɡ ɾ i s
mams	m a m s
maribor	m a ɾ i b o ɾ
mariposas	m a ɾ i p o s a s
mariño	m a ɾ i ɲ o
masada	m a s a d a
mede	m e d e
melodiosa	m e l o d j o s a
mentalista	m e n t a l i s t a
mentes	m e n t e s
metamòrfica	m e t a m ɔ ɾ f i k a
midway	m i d w a j
mijas	m i ʒ a s
misc	m i s k
modiano	m o d j a n o
molestem	m o l e s t e m
monògames	m o n ɔ ɡ a m e s
morfosintaxi	m o ɾ f o s i n t a k s i
moringa	m o ɾ i n ɡ a
muls	m u l s
muntin	m u n t i n
muḥammad	m u h a m m a d
nebula	n e b u l a
nyman	n i m a n
obreristes	o b ɾ e ɾ i s t e s
ocasio	o k a s j o
ogm	o ɡ m
ojai	o ʒ a j
olaso	o l a s o
oleo	o l e o
olesà	o l e s a
olt	o l t
omnívora	o m n i v o ɾ a
ordenaren	o ɾ d e n a ɾ ɛ n
orlan	o ɾ l a n
palestrina	p a l e s t ɾ i n a
palpables	p a l p a b l e s
pancreatitis	p a n k ɾ e a t i t i s
parlaràs	p a ɾ l a ɾ a s
pasarà	p a s a ɾ a
pattaya	p a t t a j a
pecado	p e k a d o
pedrers	p e d ɾ e ɾ s
peixo	p e j ʃ o
peralba	p e ɾ a l b a
perennifoli	p e ɾ e n n i f o l i
peretti	p e ɾ e t t i
periòdico	p e ɾ j ɔ d i k o
persia	p e ɾ s j a
philia	f i l j a
pilosa	p i l o s a
pisano	p i s a n o
pistatxo	p i s t a t͡ʃ o
piñata	p i ɲ a t a
planúria	p l a n u ɾ j a
polsades	p o l s a d e s
polvora	p o l v o ɾ a
pomares	p o m a ɾ e s
powerful	p o w e ɾ f u l
proclamo	p ɾ o k l a m o
profitoses	p ɾ o f i t o s e s
profitosos	p ɾ o f i t o s o s
profits	p ɾ o f i t s
prometeo	p ɾ o m e t e o
protocolari	p ɾ o t o k o l a ɾ i
protàgores	p ɾ o t a ɡ o ɾ e s
pruebas	p ɾ u e b a s
pòstums	p ɔ s t u m s
quartil	k w a ɾ t i l
quereda	k e ɾ e d a
rebesàvia	r e b e s a v j a
reglamentades	r e ɡ l a m e n t a d e s
reobren	r e o b ɾ ɛ n
resultaran	r e s u l t a ɾ a n
retirarà	r e t i ɾ a ɾ a
retratos	r e t ɾ a t o s
revolada	r e v o l a d a
romanos	r o m a n o s
rusca	r u s k a
sabera	s a b e ɾ a
sacrificarà	s a k ɾ i f i k a ɾ a
sakamoto	s a k a m o t o
salafista	s a l a f i s t a
salern	s a l ɛ ɾ n
salesianes	s a l e s j a n e s
salió	s a l j ɔ
saludi	s a l u d i
sanxis	s a n ʃ i s
satin	s a t i n
scandinavia	s k a n d i n a v j a
seguretats	s e ɡ u ɾ e t a t s
semítiques	s e m i t i k e s
shard	ʃ a ɾ d
sharia	ʃ a ɾ j a
sinuositat	s i n w o s i t a t
solange	s o l a n d͡ʒ e
subcultures	s u b k u l t u ɾ e s
subdits	s u b d i t s
subministradors	s u b m i n i s t ɾ a d o ɾ s
sulawesi	s u l a w e s i
swedish	s w e d i ʃ
tautologia	t a w t o l o d͡ʒ i a
tecum	t e k u m
tedeschini	t e d e s k i n i
tindría	t i n d ɾ i a
tintures	t i n t u ɾ e s
tipificades	t i p i f i k a d e s
tortella	t o ɾ t ɛ l l a
torín	t o ɾ i n
tractatus	t ɾ a k t a t u s
transportadores	t ɾ a n s p o ɾ t a d o ɾ e s
trilogía	t ɾ i l o d͡ʒ i a
tunes	t u n e s
tàber	t a b e ɾ
tàrtara	t a ɾ t a ɾ a
uga	u ɡ a
uncle	u n k l e
urdiales	u ɾ d j a l e s
uris	u ɾ i s
usatge	u s a t d͡ʒ e
vaia	v a j a
vallseca	v a l s e k a
vannes	v a n n e s
variaran	v a ɾ j a ɾ a n
venas	v e n a s
versiona	v e ɾ s j o n a
vicus	v i k u s
vigalondo	v i ɡ a l o n d o
vilá	v i l a
vulgare	v u l ɡ a ɾ e
wicks	w i k s
xancleta	ʃ a n k l e t a
xenakis	ʃ e n a k i s
xoriguers	ʃ o ɾ i ɡ e ɾ s
xuclava	ʃ u k l a v a
xèrica	ʃ ɛ ɾ i k a
yah	j a
yogyakarta	j o ɡ j a k a ɾ t a
abriga	a b ɾ i ɡ a
acati	a k a t i
admires	a d m i ɾ e s
afegeixin	a f e d͡ʒ e j ʃ i n
agama	a ɡ a m a
agri	a ɡ ɾ i
agripina	a ɡ ɾ i p i n a
aiguada	a j ɡ w a d a
alamos	a l a m o s
albino	a l b i n o
albinoni	a l b i n o n i
alimento	a l i m e n t o
alterava	a l t e ɾ a v a
alters	a l t e ɾ s
alytes	a l i t e s
anomenaran	a n o m e n a ɾ a n
anticomunistes	a n t i k o m u n i s t e s
apaguin	a p a ɡ i n
arabella	a ɾ a b ɛ l l a
armamentístic	a ɾ m a m e n t i s t i k
asils	a s i l s
astutes	a s t u t e s
atenuat	a t e n u a t
atols	a t o l s
attic	a t t i k
auguro	a w ɡ u ɾ o
avetosa	a v e t o s a
aíto	a i t o
badall	b a d a l
barcala	b a ɾ k a l a
bares	b a ɾ e s
barnadas	b a ɾ n a d a s
barsa	b a ɾ s a
batall	b a t a l
berti	b ɛ ɾ t i
biofísica	b i o f i s i k a
biscaïna	b i s k a i n a
boas	b o a s
bolinches	b o l i n ʃ e s
boltzmann	b o l t͡s m a n
borgonyó	b o ɾ ɡ o n j ɔ
brac	b ɾ a k
brevíssima	b ɾ e v i s s i m a
bucovina	b u k o v i n a
buga	b u ɡ a
bujosa	b u ʒ o s a
buna	b u n a
bureba	b u ɾ e b a
burgues	b u ɾ ɡ e s
burlava	b u ɾ l a v a
buu	b u u
cag	k a ɡ
canadá	k a n a d a
cantabile	k a n t a b i l e
canxa	k a n ʃ a
cardos	k a ɾ d o s
carnes	k a ɾ n e s
carnitina	k a ɾ n i t i n a
carpintero	k a ɾ p i n t e ɾ o
carters	k a ɾ t e ɾ s
casabella	k a z a b ɛ l l a
caïm	k a i m
cbd	s e b e d e
cerebros	θ e ɾ e b ɾ o s
cga	k ɡ a
chana	ʃ a n a
cità	t͡ʃ i t a
clone	k l o n e
cochin	k o ʃ i n
cohabiten	k o a b i t ɛ n
colonias	k o l o n j a s
compadre	k o m p a d ɾ e
comunale	k o m u n a l e
condimentada	k o n d i m e n t a d a
confocal	k o n f o k a l
constantine	k o n s t a n t i n e
construeixo	k o n s t ɾ u e j ʃ o
copland	k o p l a n d
craven	k ɾ a v ɛ n
cretu	k ɾ e t u
cuerdas	k w e ɾ d a s
curades	k u ɾ a d e s
damasco	d a m a s k o
deagostini	d e a ɡ o s t i n i
deduïm	d e d u i m
definidors	d e f i n i d o ɾ s
deltaica	d e l t a j k a
democrático	d e m o k ɾ a t i k o
desaconsellat	d e s a k o n s e l l a t
despertada	d e s p e ɾ t a d a
devies	d e v j e s
deyà	d e j a
difficult	d i f f i k u l t
dil	d i l
ditades	d i t a d e s
diverteixes	d i v e ɾ t e j ʃ e s
domingos	d o m i n ɡ o s
dormiria	d o ɾ m i ɾ j a
dutxo	d u t͡ʃ o
ecclestone	e k k l e s t o n e
edades	e d a d e s
ede	e d e
edmundo	e d m u n d o
ends	ɛ n d s
erigides	e ɾ i d͡ʒ i d e s
escalables	e s k a l a b l e s
esclafades	e s k l a f a d e s
esfínters	e s f i n t e ɾ s
espiracles	e s p i ɾ a k l e s
establiu	e s t a b l j u
estretors	e s t ɾ e t o ɾ s
fabricà	f a b ɾ i k a
fabrik	f a b ɾ i k
facciosos	f a t t͡ʃ o s o s
fagus	f a ɡ u s
fanclub	f a n k l u b
fermenten	f e ɾ m e n t ɛ n
figueretes	f i ɡ e ɾ e t e s
figueroles	f i ɡ e ɾ o l e s
fiquis	f i k i s
fonològics	f o n o l ɔ d͡ʒ i k s
formalistes	f o ɾ m a l i s t e s
fotocòpia	f o t o k ɔ p j a
fregall	f ɾ e ɡ a l
fructicultura	f ɾ u k t i k u l t u ɾ a
fsc	ɛ f s k
fundamentales	f u n d a m e n t a l e s
fundamentals	f u n d a m e n t a l s
galés	ɡ a l e s
ganimedes	ɡ a n i m e d e s
geoparcs	d͡ʒ e o p a ɾ k s
germoplasma	d͡ʒ e ɾ m o p l a z m a
gic	d͡ʒ i k
glopet	ɡ l o p e t
gualbes	ɡ w a l b e s
guerin	ɡ e ɾ i n
guipuscoà	ɡ i p u s k o a
guisla	ɡ i s l a
herbolaris	e ɾ b o l a ɾ i s
hipotecàries	i p o t e k a ɾ j e s
hueso	w e s o
humiliades	u m i l j a d e s
iberoamericano	i b e ɾ o a m e ɾ i k a n o
ibo	i b o
importà	i m p o ɾ t a
interamericà	i n t e ɾ a m e ɾ i k a
interesada	i n t e ɾ e s a d a
intimiden	i n t i m i d ɛ n
intricats	i n t ɾ i k a t s
inviabilitat	i n v j a b i l i t a t
ivi	i v i
jaqen	ʒ a ʔ ɛ n
juliá	ʒ u l j a
kamil	k a m i l
kawase	k a w a s e
kemalista	k e m a l i s t a
khal	k a l
kic	k i k
kristian	k ɾ i s t j a n
kubuntu	k u b u n t u
kundalini	k u n d a l i n i
labastida	l a b a s t i d a
lacombe	l a k o m b e
lidocaïna	l i d o k a i n a
lifestyle	l i f e s t i l e
limusines	l i m u s i n e s
lombardi	l o m b a ɾ d i
límite	l i m i t e
lític	l i t i k
macroeconòmiques	m a k ɾ o e k o n ɔ m i k e s
mandrágora	m a n d ɾ a ɡ o ɾ a
manya	m a n j a
marsopa	m a ɾ s o p a
mashups	m a ʃ u p s
mayayo	m a j a j o
mecanografiat	m e k a n o ɡ ɾ a f j a t
mediadores	m e d j a d o ɾ e s
meli	m e l i
metafòriques	m e t a f ɔ ɾ i k e s
micra	m i k ɾ a
mineralògica	m i n e ɾ a l ɔ d͡ʒ i k a
molte	m o l t e
monocapa	m o n o k a p a
monograma	m o n o ɡ ɾ a m a
moor	m oː ɾ
moscoso	m o s k o s o
mule	m u l e
multiplicats	m u l t i p l i k a t s
máquinas	m a k i n a s
métode	m e t o d e
mòdica	m ɔ d i k a
nadadora	n a d a d o ɾ a
naltres	n a l t ɾ e s
natalio	n a t a l j o
neodimi	n e o d i m i
nesta	n e s t a
newly	n j u l i
nulla	n u l l a
numerologia	n u m e ɾ o l o d͡ʒ i a
nàrnia	n a ɾ n j a
oftalmològica	o f t a l m o l ɔ d͡ʒ i k a
oliós	o l j ɔ s
omplertes	o m p l ɛ ɾ t e s
orfandat	o ɾ f a n d a t
ostras	o s t ɾ a s
padua	p a d w a
paleocristians	p a l e o k ɾ i s t j a n s
palin	p a l i n
pandemia	p a n d e m j a
pararé	p a ɾ a ɾ e
patología	p a t o l o d͡ʒ i a
pavimentades	p a v i m e n t a d e s
pensadores	p e n s a d o ɾ e s
permetera	p e ɾ m e t e ɾ a
pescara	p e s k a ɾ a
pesudo	p e s u d o
pirita	p i ɾ i t a
placers	p l a s e ɾ s
plorarà	p l o ɾ a ɾ a
poa	p o a
políptic	p o l i p t i k
positivo	p o s i t i v o
potemkin	p o t e m k i n
prana	p ɾ a n a
preparis	p ɾ e p a ɾ i s
prestamista	p ɾ e s t a m i s t a
prevaldran	p ɾ e v a l d ɾ a n
programava	p ɾ o ɡ ɾ a m a v a
pronominal	p ɾ o n o m i n a l
punctum	p u n k t u m
pyros	p i ɾ o s
pàmfila	p a m f i l a
pía	p i a
quilis	k i l i s
ratificà	r a t i f i k a
reagrupat	r e a ɡ ɾ u p a t
recherches	r e ʃ e ɾ ʃ e s
reconstituïda	r e k o n s t i t u i d a
reestructura	r e e s t ɾ u k t u ɾ a
refusava	r e f u z a v a
relaxing	r e l a ʃ i ŋ
rinxols	r i n ʃ o l s
saguntino	s a ɡ u n t i n o
sagués	s a ɡ e s
salòria	s a l ɔ ɾ j a
sch	ʃ
semiautomàtic	s e m j a w t o m a t i k
senso	s e n s o
septimi	s e p t i m i
serbocroat	s e ɾ b o k ɾ o a t
señal	s e ɲ a l
shops	ʃ ɔ p s
shut	ʃ u t
sidillà	s i d i l l a
simbiòtic	s i m b j ɔ t i k
situïn	s i t u i n
sleepy	s l i p i
socràtica	s o k ɾ a t i k a
sofriren	s o f ɾ i ɾ ɛ n
sorelle	s o ɾ ɛ l l e
soscava	s o s k a v a
sotmetin	s o t m e t i n
stiftung	s t i f t u ŋ
subcampionats	s u b k a m p j o n a t s
submenú	s u b m e n u
sucumbit	s u k u m b i t
sudanès	s u d a n ɛ s
swami	s w a m i
tabernero	t a b e ɾ n e ɾ o
tapir	t a p i ɾ
tares	t a ɾ e s
taxus	t a ʃ u s
teka	t e k a
telefilms	t e l e f i l m s
teseo	t e s e o
testamentàries	t e s t a m e n t a ɾ j e s
thesis	t e s i s
tocaré	t o k a ɾ e
torpedo	t o ɾ p e d o
transitables	t ɾ a n s i t a b l e s
